,Unfunny,Somewhat funny,Funny,Caption,Score,Precision
1916,44,11,2,"Congratulations, you're our ten thousandth abductee.",1.263157894736842,0.0686712218487231
2561,45,9,3,You must be the neighbor...say have you heard of Amway?,1.263157894736842,0.07309106050835933
2539,46,7,4,"Greeting Earthling, I've come to take back Donald Trump.",1.263157894736842,0.07725845935738523
1207,44,11,2,Is it too late to run for President?,1.263157894736842,0.0686712218487231
2217,45,9,3,"We're looking for locally sourced food supplies, grown within 10 light years.",1.263157894736842,0.07309106050835933
3586,45,9,3,"Don't worry, I won't have her out too late",1.263157894736842,0.07309106050835933
111,45,9,3,I was wondering if I could borrow your telephone to let my wife know I'm running late and it would also be great if I could use your bathroom and have a glass of water.,1.263157894736842,0.07309106050835933
2626,46,7,4,Did you call for an Uber pool?,1.263157894736842,0.07725845935738523
2084,43,13,1,May we serve you farm-to-table?,1.263157894736842,0.06394662066252167
1033,45,9,3,"I'm running as an Independent, and I'd really appreciate your vote.",1.263157894736842,0.07309106050835933
3690,46,7,4,"Good to see you again David, I think you'll see we have a lot to offer in our new emigration package.",1.263157894736842,0.07725845935738523
2498,44,11,2,I promise. This time no probing.,1.263157894736842,0.0686712218487231
3937,44,11,2,We're bypassing your leader. You'll do just fine.,1.263157894736842,0.0686712218487231
3366,44,11,2,We're not looking for citizenship—just a few ripe tomatoes.,1.263157894736842,0.0686712218487231
3951,44,11,2,We're here to serve man. You're just in time for dinner!,1.263157894736842,0.0686712218487231
2914,46,7,4,You're right. I'm not from around these parts.,1.263157894736842,0.07725845935738523
2350,43,13,1,"Mind taking your shoes off, we just had the carpets cleaned.",1.263157894736842,0.06394662066252167
3025,44,11,2,Get in we know where Dorothy is.,1.263157894736842,0.0686712218487231
3840,45,9,3,"Thank you for volunteering to leave Earth before the 2016 election, but we are already filled to capacity.",1.263157894736842,0.07309106050835933
2510,43,13,1,Ninety-five percent of our DNA is shared with corn.,1.263157894736842,0.06394662066252167
3964,46,7,4,Sure I've got candy!,1.263157894736842,0.07725845935738523
2389,45,9,3,"Thank you for coming, our interpreters think they've finally cracked the meaning of ""EIEIO"", but would love confirmation.",1.263157894736842,0.07309106050835933
998,46,7,4,"If you'll step right this way, Mr. Brown, we'll get you set up for your first auditing session.",1.263157894736842,0.07725845935738523
1358,44,11,2,"We won't bother you again. But, if you'd like, you can follow us on Snapchat.",1.263157894736842,0.0686712218487231
1430,47,5,5,"First, I want to apologize for the cattle mutilations. It was just some cow-tipping that got a little out of hand.",1.263157894736842,0.08121228945373259
2440,45,9,3,Hi. Is there a Starbuck's around?,1.263157894736842,0.07309106050835933
4171,46,7,4,"Fred, I sold the farm and we're moving to New York.",1.263157894736842,0.07725845935738523
1723,44,11,2,"I am being serious, Trump's our leader.",1.263157894736842,0.0686712218487231
2123,44,11,2,I'd love to hear about the Latter-Day Saints.,1.263157894736842,0.0686712218487231
4072,44,11,2,We like to stop for local organic produce.,1.263157894736842,0.0686712218487231
2089,43,13,1,Can you tell me the way to Area 51?,1.263157894736842,0.06394662066252167
4367,43,8,3,Greetings from Monsanto. Thanks for signing up for our new off-site facility.,1.2592592592592593,0.07563005877154262
2299,44,6,4,"I assure you, your caucuses are the biggest mystery out there.",1.2592592592592593,0.08011690089708742
4507,43,8,3,We're into farmer-to-table cuisine.,1.2592592592592593,0.07563005877154262
2056,42,10,2,Take me away from your leader...,1.2592592592592593,0.0708596766166785
2882,43,8,3,"Our immigration reform is stuck in committee, so we'll have to forgo the abduction.",1.2592592592592593,0.07563005877154262
857,42,10,2,"You'll want to book soon, as we expect to be at full capacity after your Election Day",1.2592592592592593,0.0708596766166785
837,43,8,3,"Hi, we're new around here, and the missus sent me to borrow a cup of sugar.",1.2592592592592593,0.07563005877154262
2107,45,4,5,We need an outhouse built. I'll leave it at that.,1.2592592592592593,0.08436545400174449
2201,44,6,4,"It's OK, I work for the government.",1.2592592592592593,0.08011690089708742
366,42,10,2,"Yes, we were happy to see your request for crop dusters on Craigslist.",1.2592592592592593,0.0708596766166785
1200,44,6,4,"Oh, you do not look like your Facebook picture.",1.2592592592592593,0.08011690089708742
2525,42,10,2,Welcome! We were expecting you for supper.,1.2592592592592593,0.0708596766166785
451,42,10,2,"No, I'm his son, Klaat3",1.2592592592592593,0.0708596766166785
1818,42,10,2,I need more space,1.2592592592592593,0.0708596766166785
4127,43,8,3,Can you tell us how to get farm subsidies?,1.2592592592592593,0.07563005877154262
2803,41,12,1,"Say, I was wonderin' if you could just get me the hell out of here.",1.2592592592592593,0.06574406247451946
1531,44,6,4,Can I borrow some Grey Poupon?,1.2592592592592593,0.08011690089708742
1074,41,12,1,Can we hover here tonight? My wife is air sick.,1.2592592592592593,0.06574406247451946
884,41,12,1,Aren't we friends on Facebook?,1.2592592592592593,0.06574406247451946
14,43,8,3,We need milk.,1.2592592592592593,0.07563005877154262
669,43,8,3,Are you binary or analog?,1.2592592592592593,0.07563005877154262
3167,39,11,1,Welcome aboard. We've been hoping to meet you since next year.,1.2549019607843137,0.06769677059463557
409,44,8,3,Well you might say my profile pic is a few years old but it's all relative.,1.2545454545454546,0.0743917278364524
1997,43,10,2,Got ethanol?,1.2545454545454546,0.06971892495651474
2979,44,8,3,Nice to meet you too. Do you have any spare tickets to 'Hamilton?',1.2545454545454546,0.0743917278364524
597,44,8,3,I just fly for Uber in my spare time.,1.2545454545454546,0.0743917278364524
4033,45,6,4,Just need you to sign our standard waiver of liability form and you'll be good to go.,1.2545454545454546,0.0787878787878788
1537,47,2,6,"Gort, you crazy bastard, what brings you back?",1.2545454545454546,0.0869156556133291
2313,43,10,2,I like what you're doing with crop circles,1.2545454545454546,0.06971892495651474
727,44,8,3,"Dude, there's a hole in your ozone layer.",1.2545454545454546,0.0743917278364524
3506,43,10,2,"Before you enter, I am required by law to ask if you are allergic to anal probes.",1.2545454545454546,0.06971892495651474
719,45,6,4,"This won't make Trump happy, He thought the wall would keep out All the Aliens",1.2545454545454546,0.0787878787878788
2759,45,6,4,"welcome! Are you Old Macdonald or the Farmer in the Dell?""",1.2545454545454546,0.0787878787878788
3243,43,10,2,If you leak this... Disney will sue your ass.,1.2545454545454546,0.06971892495651474
4518,45,6,4,Hey Bob! C'mon in. The Cardinal Orioles game is on.,1.2545454545454546,0.0787878787878788
4224,42,12,1,"Welcome Aboard! I can take you to a galaxy where - for the next four months - there is no election coverage.""",1.2545454545454546,0.06470956516382613
2767,44,8,3,"For a dairy farmer, the Milky Way is a must-see.",1.2545454545454546,0.0743917278364524
2335,46,4,5,Take to me your leader. ...Unless it's Trump.,1.2545454545454546,0.08295137441473863
4423,44,8,3,"Excuse me, sir. Do you have a moment to learn about our galactic overlord and savior?",1.2545454545454546,0.0743917278364524
3450,44,8,3,Don't worry we're nothing like the ones in Men in Black,1.2545454545454546,0.0743917278364524
4596,45,6,4,"Yes, Of course you will receive a mule with your 40 acres",1.2545454545454546,0.0787878787878788
4336,43,10,2,"Congratulations, you've won first class seats!",1.2545454545454546,0.06971892495651474
822,43,10,2,I am so sorry. My GPS says this is Area 51.,1.2545454545454546,0.06971892495651474
617,44,8,3,We'll return your cows once we've rebuilt our planet.,1.2545454545454546,0.0743917278364524
1726,43,10,2,"Farmer in the dell, I presume.",1.2545454545454546,0.06971892495651474
504,44,8,3,"Oh, 'undocumented person' is the preferred nomenclature, please.",1.2545454545454546,0.0743917278364524
2114,45,6,4,I wanted to rent the airbnb loft you're advertising for the summer.,1.2545454545454546,0.0787878787878788
4287,44,8,3,Seems a tad far to travel for locally sourced vegetables.,1.2545454545454546,0.0743917278364524
3615,44,8,3,Pleasure to have you join the team. We pride ourselves on doing things a little differently around here.,1.2545454545454546,0.0743917278364524
127,45,6,4,"yes, we could call it thee ""stairway to heaven"" but we are afraid of lawsuits.",1.2545454545454546,0.0787878787878788
1640,45,6,4,"So November 9, I'll need 10 seats, but only if Trump wins.",1.2545454545454546,0.0787878787878788
647,45,6,4,"Welcome, Mr. Joad. Thanks for answering our seasonal help wanted flyer.",1.2545454545454546,0.0787878787878788
625,45,6,4,It's a deal. I'll finish the crop circles in time for Halloween.,1.2545454545454546,0.0787878787878788
1756,44,8,3,PLEEEASE ... Don't take me to your leader,1.2545454545454546,0.0743917278364524
2022,46,6,4,Do you have a daughter?,1.25,0.07750157099371281
985,44,10,2,Welcome to the Republican Party!,1.25,0.06861335298462105
482,45,8,3,Welcome to Aliens For Trump.,1.25,0.07319250547113999
1403,46,6,4,Please tell your leaders to stop demonizing us as illegal aliens.,1.25,0.07750157099371281
4009,46,6,4,Congratulations! You've just won the Publishers Clearing House $10 Million prize!,1.25,0.07750157099371281
979,47,4,5,"I'm sorry, but we really can't allow you people elect Donald Trump",1.25,0.08158335710084598
4525,46,6,4,Uranus?,1.25,0.07750157099371281
1320,44,10,2,Your tomatoes are out of this world!,1.25,0.06861335298462105
4232,47,4,5,We're here for some locally sourced produce.,1.25,0.08158335710084598
3587,44,10,2,I never meant to alienate you!,1.25,0.06861335298462105
4424,46,6,4,"""Upstate MWM, curious, DDF,"" right? I loved your ad.",1.25,0.07750157099371281
2670,45,8,3,I'm here to make Earth great again!,1.25,0.07319250547113999
3183,42,7,3,I hope you vote for me in November.,1.25,0.07706434991063846
1764,45,8,3,I'm R2-D2. Are you E-I-E-I-O?,1.25,0.07319250547113999
103,45,8,3,Please tell me you're here to fix the plumbing.,1.25,0.07319250547113999
3794,43,12,1,Hello. I'm your driver. Thank you for using Uber.,1.25,0.06370589892970319
3302,44,10,2,"Welcome! You've been selected for a free medical exam, prepaid by Medicare.",1.25,0.06861335298462105
2177,45,8,3,My opponent in this election eats people.,1.25,0.07319250547113999
3585,46,6,4,We want to hear from Iowa first.,1.25,0.07750157099371281
1781,45,8,3,You betcha we'll help with the barn raising!,1.25,0.07319250547113999
3879,45,8,3,"Howdy, Bob. Ready to make some crop circles?",1.25,0.07319250547113999
4380,45,8,3,"Hi, ever hear the one about the farmer's daughter and the space aliens?",1.25,0.07319250547113999
3799,47,4,5,"Yes, I am a farmer, and I have a daughter. Why do you ask?",1.25,0.08158335710084598
3684,44,10,2,Uber,1.25,0.06861335298462105
513,45,8,3,"Nope, this is Area 49. You need to go back that way 'til ya see the big oak tree and hang a left.",1.25,0.07319250547113999
1811,44,10,2,Do you have any Grey Poupon?,1.25,0.06861335298462105
3033,45,8,3,This farm to table movement really has taken off.,1.25,0.07319250547113999
511,44,10,2,"Yeah, I sell dilithium crystals. I just need a place to stay tonight. Say, is that your daughter I saw in the window?",1.25,0.06861335298462105
3089,46,6,4,You must be from Monsanto.,1.25,0.07750157099371281
2585,44,10,2,We just want your wife's cornbread and fried chicken recipes.,1.25,0.06861335298462105
754,43,12,1,Come in. I would love to show you my portfolio of crop circles.,1.25,0.06370589892970319
4075,45,8,3,Ephraim suddenly regrets the Amish prohibition on cel phones.,1.25,0.07319250547113999
971,47,4,5,Excuse the shape of the place.,1.25,0.08158335710084598
4080,46,6,4,Trump won.,1.25,0.07750157099371281
2546,44,10,2,"Say, you think you could switch off the lights so Mae and I could get some rest?",1.25,0.06861335298462105
2119,44,10,2,Thank God you showed up. Now get me outta here!,1.25,0.06861335298462105
2269,45,8,3,Welcome Vern. Let's review this year's GMOs.,1.25,0.07319250547113999
1913,44,10,2,"Sorry, my GPS took me the wrong way around Mars. Kansas has always been on my bucket list.",1.25,0.06861335298462105
1109,44,10,2,It's ok - we all have green cards.,1.25,0.06861335298462105
457,43,5,4,Take me to your tractor.,1.25,0.08181113518415854
1167,46,6,4,Are you from Monsanto?,1.25,0.07750157099371281
1437,45,8,3,My name is Zultan and I'd like to earn your vote.,1.25,0.07319250547113999
2296,45,8,3,And for another $50.00 you can plug into the barn.,1.25,0.07319250547113999
2869,46,6,4,We appreciate your interest in our new line of genetically modified seeds.,1.25,0.07750157099371281
2274,46,6,4,Trump sent us to check if there are any illegal aliens working on your farm,1.25,0.07750157099371281
153,45,8,3,I hear you're looking for a new crop duster.,1.25,0.07319250547113999
2518,46,6,4,I got the name of a politician you might be interested in taking.,1.25,0.07750157099371281
3814,46,6,4,Hello friend. Allow me to Identify this Flying Object.,1.25,0.07750157099371281
1601,47,4,5,Donald Trump is our leader. Please take me to yours.,1.25,0.08158335710084598
2524,42,14,0,Is it okay to park here?,1.25,0.05838742081211422
4218,46,6,4,"Well, things don't usually get going until after 10, but you're certainly welcome to come in... even dressed like that.",1.25,0.07750157099371281
1104,45,8,3,"It's about your daughter, we have to talk...",1.25,0.07319250547113999
4212,45,8,3,"Welcome aboard, but I need you to first go through security.",1.25,0.07319250547113999
1219,44,10,2,Excuse me but what's the password to your wifi?,1.25,0.06861335298462105
4274,44,10,2,"Take me to your leader? No, let's not do that.",1.25,0.06861335298462105
4592,46,6,4,Please tell me you're here to run for President,1.25,0.07750157099371281
1827,46,6,4,"No, Mormon actually.",1.25,0.07750157099371281
1379,45,8,3,This is the first time I have tried Uber .,1.25,0.07319250547113999
717,42,14,0,Welcome. In first class we have fish or a vegan tamale.,1.25,0.05838742081211422
2918,45,8,3,Welcome aboard Earthling. Do you know how to fix a toilet?,1.25,0.07319250547113999
1060,44,10,2,This will be my last visit if Trump wins.,1.25,0.06861335298462105
720,43,12,1,"Greetings earthman, we're from France.",1.25,0.06370589892970319
4168,45,8,3,I'm running on the independent ticket and together we can make Earth great again.,1.25,0.07319250547113999
4350,44,10,2,Looks like you're gonna need a bigger wall,1.25,0.06861335298462105
406,44,10,2,Take me too your Leader just doesn't have the same impact as it did back in the fifties !,1.25,0.06861335298462105
830,44,5,4,"""Yes, we welcome 'Trump refugees'"".",1.2452830188679245,0.08039118969013777
4096,43,7,3,"Thank you for inviting me, and ee-ii-ee-ii-oh to you too",1.2452830188679245,0.07574334277585738
1745,41,11,1,"Sorry I'm late, it took me light years to get here!",1.2452830188679245,0.06546506828066133
803,41,11,1,Do you folks have a bathroom that we can use?,1.2452830188679245,0.06546506828066133
485,42,9,2,I come in peace and do you grow organic?,1.2452830188679245,0.07079099215243659
2441,44,5,4,Let me shed some light on why your crops are gone.,1.2452830188679245,0.08039118969013777
4154,42,9,2,Is this your first experience with Uber pool?,1.2452830188679245,0.07079099215243659
975,42,9,2,It looks just like the photos on Airbnb!,1.2452830188679245,0.07079099215243659
2863,44,5,4,You really don't want me to take you to our leader.,1.2452830188679245,0.08039118969013777
448,42,9,2,"Absolutely, welcome aboard! We're getting a lot more volunteers now that Trump clinched the nomination.",1.2452830188679245,0.07079099215243659
4341,43,7,3,We've come down to witness the Trump campaign for ourselves,1.2452830188679245,0.07574334277585738
4337,43,7,3,"Yes sir, I'll be your Uber-ET driver this evening.",1.2452830188679245,0.07574334277585738
827,43,7,3,"Come in, come in. I was just saying to the missus that we should get out and eat the ... meet the neighbours.",1.2452830188679245,0.07574334277585738
4282,41,11,1,We're off! The crop circles went quicker than expected.,1.2452830188679245,0.06546506828066133
1216,41,11,1,Have I got a crop circle for you!,1.2452830188679245,0.06546506828066133
2563,43,7,3,"Hello sir, I'll be doing your crop circle today.",1.2452830188679245,0.07574334277585738
376,45,3,5,"Hello, would you like to take a moment to talk about Glyxkliop Christ, our Lord and Savior?",1.2452830188679245,0.08478462587480352
2658,41,11,1,"Welcome aboard, Crop Circling 101 starts in ten minutes.",1.2452830188679245,0.06546506828066133
394,44,5,4,"There are no illegal aliens here, I assure you.",1.2452830188679245,0.08039118969013777
3368,39,8,2,Hop in. We know where Dorothy is .,1.2448979591836735,0.074520075851043
452,44,7,3,I wanted to visit again before all this 'tightening the borders' nonsense.,1.2407407407407407,0.07446611836866017
3246,44,7,3,"Thanks, we'll be quick. Just long enough to run into Denver for a few items.",1.2407407407407407,0.07446611836866017
622,43,9,2,I understand you want your orifices probed?,1.2407407407407407,0.06961602376844407
1459,42,11,1,We've heard about your daughter.,1.2407407407407407,0.06440169831426679
577,44,7,3,We have hipsters too and they all want 'farm-to-table',1.2407407407407407,0.07446611836866017
1438,44,7,3,"Hey, you don't look like your FarmersOnly.com picture!",1.2407407407407407,0.07446611836866017
3288,44,7,3,This is gonna be one heck of a Rumspringa!,1.2407407407407407,0.07446611836866017
1443,44,7,3,"Sorry, we don't have wi-fi out here on the farm.",1.2407407407407407,0.07446611836866017
225,44,7,3,"Funny, we too are serving mankind!",1.2407407407407407,0.07446611836866017
563,46,3,5,"There's no presidential election up there, right?",1.2407407407407407,0.08332362704556721
1919,44,7,3,Thanks for participating in our crop ration program. You have the potential to be a fine hybrid.,1.2407407407407407,0.07446611836866017
1169,45,5,4,"Hi, I'm your new Monsanto rep.",1.2407407407407407,0.07901907873711286
1587,44,7,3,I loved you in The Day the Earth Stood Still.,1.2407407407407407,0.07446611836866017
2832,45,5,4,These are closer encounters than I had expected.,1.2407407407407407,0.07901907873711286
333,45,5,4,"Don't worry, anal probes are now covered under Obamacare.",1.2407407407407407,0.07901907873711286
800,43,9,2,We sincerely apologize for the sequel.,1.2407407407407407,0.06961602376844407
388,41,13,0,You guys have to land in a city sometime. No one believes me when I tell them.,1.2407407407407407,0.05872620136016884
2710,43,9,2,Unisex restrooms only?,1.2407407407407407,0.06961602376844407
817,43,9,2,Take me to Old MacDonald.,1.2407407407407407,0.06961602376844407
229,44,7,3,Trump. Hillary. Brexit. I feel your pain. Welcome aboard.,1.2407407407407407,0.07446611836866017
2491,45,5,4,"Hello, I'm running as a Third Party candidate and I'd like your vote.",1.2407407407407407,0.07901907873711286
3940,44,7,3,"Sure, if Trump becomes president, you can take him.",1.2407407407407407,0.07446611836866017
3071,43,9,2,Wife says we're out of sugar.,1.2407407407407407,0.06961602376844407
4334,43,9,2,Welcome aboard. You're lucky we still have space. We've been awfully popular since Trump locked up the nomination.,1.2407407407407407,0.06961602376844407
2881,43,9,2,We need someone to show us how to grow kale.,1.2407407407407407,0.06961602376844407
849,44,7,3,Jes dropped by to say howdie.,1.2407407407407407,0.07446611836866017
2889,43,9,2,Thanks for seeing me on short notice Mr. McDonald--I think this remix is a game changer,1.2407407407407407,0.06961602376844407
3648,42,11,1,Do you have any 2%? It's milkshake night.,1.2407407407407407,0.06440169831426679
308,43,9,2,Your frequent flyer miles aren't suffcient for this trip.,1.2407407407407407,0.06961602376844407
2322,43,9,2,"Yes, yes 100% ethanol.",1.2407407407407407,0.06961602376844407
3039,44,7,3,Are you from the tow company?,1.2407407407407407,0.07446611836866017
894,44,7,3,"I'm John, your interplanetary realtor.",1.2407407407407407,0.07446611836866017
2347,43,9,2,Thanks for letting my son do doughnuts in your yard.,1.2407407407407407,0.06961602376844407
2966,44,7,3,"That's correct, Farmer Smith, I am your Uber driver.",1.2407407407407407,0.07446611836866017
2972,42,11,1,"""We desperately need someone to explain the existentialist symbolism in ""Green Acres"".",1.2407407407407407,0.06440169831426679
2376,45,5,4,Do you have a reservation?,1.2407407407407407,0.07901907873711286
191,44,7,3,Good news! We're making the solar system great again and need you to pay for a wall.,1.2407407407407407,0.07446611836866017
2284,43,9,2,Don't let anyone tell you this is just a fly-over state.,1.2407407407407407,0.06961602376844407
2732,43,9,2,"Yes, the farmer and the alien can be friends!",1.2407407407407407,0.06961602376844407
352,43,9,2,I'm in but I need to be home before breakfast and NO funny stuff.,1.2407407407407407,0.06961602376844407
447,43,9,2,"What? Uh.... Yes, I did just purchase the Johnson place.",1.2407407407407407,0.06961602376844407
3306,43,9,2,"Farmer, where is your daughter?",1.2407407407407407,0.06961602376844407
707,44,7,3,I believe you're seeking a president?,1.2407407407407407,0.07446611836866017
4261,44,7,3,You're a life-saver. My GPS is acting up again.,1.2407407407407407,0.07446611836866017
1282,42,11,1,"It's a deal, then---seven quarts of milk every Friday",1.2407407407407407,0.06440169831426679
3184,45,5,4,This is the first time we've tried a Farm to Spaceship meal.,1.2407407407407407,0.07901907873711286
4258,44,7,3,We sent out rescue ships as soon as Trump won the election,1.2407407407407407,0.07446611836866017
1528,43,9,2,Welcome aboard. Your immigration application has been approved.,1.2407407407407407,0.06961602376844407
3321,42,11,1,Darth Vader?? Doesn't sound familiar. What does he look like?,1.2407407407407407,0.06440169831426679
124,44,7,3,"Reason for leaving earth? ""Trump."" Welcome aboard.",1.2407407407407407,0.07446611836866017
445,43,9,2,Could you take Donald Trump instead.,1.2407407407407407,0.06961602376844407
1626,40,8,2,"I""ll have the crop circles completed by the end of the month.",1.24,0.07317856271351829
4051,45,7,3,Looks like things haven't changed much since our last visit to Roswell.,1.2363636363636363,0.07323058165814891
312,45,7,3,Can you fix the tractor beam?,1.2363636363636363,0.07323058165814891
1832,46,5,4,I come in peace; can you work a microwave oven?,1.2363636363636363,0.07769246271931074
2464,45,7,3,"Greetings, Earthling. Have you good Wi-Fi here?",1.2363636363636363,0.07323058165814891
1477,46,5,4,Just play along. They think I'm one of them.,1.2363636363636363,0.07769246271931074
3971,45,7,3,You have package delivered from Amazon,1.2363636363636363,0.07323058165814891
4027,44,9,2,Nice to make your acquaintance. My relatives in Roswell have told me all about you.,1.2363636363636363,0.06847859093607389
2331,46,5,4,I spotted your Mona Lisa crop art and felt compelled to meet you.,1.2363636363636363,0.07769246271931074
2411,46,5,4,"Welcome aboard. Make yourself comfortable, I have a few more stops to make.",1.2363636363636363,0.07769246271931074
2121,45,7,3,I've come a long way for your corn on the cob. I heard it's the best,1.2363636363636363,0.07323058165814891
1779,45,7,3,Greetings. Can you grow weed?,1.2363636363636363,0.07323058165814891
1408,44,9,2,I'm gonna build a wall around Mexico... and Guatemala... and Ecuador... and Honduras...and Canada. I'm gonna make American small farms so profitable your head will spin!,1.2363636363636363,0.06847859093607389
1462,48,1,6,Your dog refused to let us do it but recommended you.,1.2363636363636363,0.08592392047732014
136,46,5,4,We have heard about your presidential election. Help is here!,1.2363636363636363,0.07769246271931074
3988,45,7,3,We heard that you were outstanding in your field!,1.2363636363636363,0.07323058165814891
2029,45,7,3,"Yeah, I'm the crop circle guy.",1.2363636363636363,0.07323058165814891
2154,46,5,4,"It's nice, I'm just used to more space.",1.2363636363636363,0.07769246271931074
86,43,11,1,Thanks for the offer ... but we're going to keep looking,1.2363636363636363,0.06337126117720451
2109,43,11,1,Sorry we're late! We honestly never thought that dude would get the nomination.,1.2363636363636363,0.06337126117720451
2096,45,7,3,You'll be the first illegal alien on our planet.,1.2363636363636363,0.07323058165814891
2244,45,7,3,I hope I can count on your vote in the 2020 election.,1.2363636363636363,0.07323058165814891
2324,45,7,3,"First of all, you should know that we support ethanol.",1.2363636363636363,0.07323058165814891
3956,45,7,3,It was in the FinePrint. They sold us your mortgage.,1.2363636363636363,0.07323058165814891
1947,46,5,4,"... I'll be covering for your proctologist until he's back from Quayzon 5, I mean, the medical conference.",1.2363636363636363,0.07769246271931074
2565,46,5,4,"...Ten! Hey Gort, we have a minyan!",1.2363636363636363,0.07769246271931074
4102,46,5,4,I'm your Uber.,1.2363636363636363,0.07769246271931074
3911,44,9,2,I remember your father.,1.2363636363636363,0.06847859093607389
146,43,11,1,"We're hardly more advanced, this is our first farm to table.",1.2363636363636363,0.06337126117720451
3776,45,7,3,Monsanto thanks you for your business!,1.2363636363636363,0.07323058165814891
3787,43,11,1,Quick - Where's the nearest unisex rest room?,1.2363636363636363,0.06337126117720451
1599,44,9,2,I am from Sirius. And don't call me Shirley.,1.2363636363636363,0.06847859093607389
1511,45,7,3,Are you guys from a 'right to work' planet or do I get union scale?,1.2363636363636363,0.07323058165814891
1605,44,9,2,"Sorry again about the crop circles. Teenagers, you know?",1.2363636363636363,0.06847859093607389
4161,43,11,1,You're going to have to gate check the hat.,1.2363636363636363,0.06337126117720451
2493,46,5,4,Please take me away. There is no one to vote for here.,1.2363636363636363,0.07769246271931074
2643,43,11,1,Yea so from now on just write off each cow as charitable contribution deductions on your income tax...,1.2363636363636363,0.06337126117720451
4142,45,7,3,"Welcome, we've been looking forward to having you over for lunch.",1.2363636363636363,0.07323058165814891
1498,44,9,2,It's a deal. Two of my sons for consistent wifi.,1.2363636363636363,0.06847859093607389
2042,44,9,2,Sorry about the crop circle thing.,1.2363636363636363,0.06847859093607389
2554,44,9,2,"Welcome aboard, high-protein meal--I mean, respected human.",1.2363636363636363,0.06847859093607389
1657,44,9,2,"Hi, Eric Stratton, Rush Chairman, Damn glad to meet you.",1.2363636363636363,0.06847859093607389
2013,45,7,3,"Thank you for coming. We thought instead of talking on the phone, we'd do our probing on board.",1.2363636363636363,0.07323058165814891
1339,44,9,2,So there IS life on farms.,1.2363636363636363,0.06847859093607389
362,45,7,3,"If Trump wins, you and the missis can come stay with us.",1.2363636363636363,0.07323058165814891
740,43,11,1,Welcome back. You're now eligible for our frequent probing rewards program.,1.2363636363636363,0.06337126117720451
3280,45,7,3,"Remember Earl, what happens in the Andromeda galaxy, stays in the Andromeda galaxy.",1.2363636363636363,0.07323058165814891
475,46,5,4,Hello Sir. Do you have a moment to talk about our Lord Gundesplatt729,1.2363636363636363,0.07769246271931074
4446,45,7,3,"Thanks for coming by. Now, maybe you can tell us what those big circles in the fields mean.",1.2363636363636363,0.07323058165814891
3365,45,7,3,"No, we are just getting started. Did you bring the guacamole?",1.2363636363636363,0.07323058165814891
28,44,9,2,Would you like to meet my spaced-out daughter?,1.2363636363636363,0.06847859093607389
4356,44,9,2,I'm here to congratulate you on being the one millionth customer of Sonic Burger.,1.2363636363636363,0.06847859093607389
618,45,7,3,You must be the guys from the crop circle company.,1.2363636363636363,0.07323058165814891
2689,45,7,3,The Missus was wondering if we could borrow a cup of sugar.,1.2363636363636363,0.07323058165814891
3547,46,5,4,I unnerstan' y'all do free prostate exams.,1.2363636363636363,0.07769246271931074
3491,46,5,4,Can you spare a few eggs and a cup of milk?,1.2363636363636363,0.07769246271931074
2923,44,9,2,"Come right in. All we want is to serve man, honest.",1.2363636363636363,0.06847859093607389
3543,45,7,3,Welcome to Voyage to the End of the Universe. First I'll need to see a picture ID and proof of health care coverage.,1.2363636363636363,0.07323058165814891
4303,45,7,3,"I promise you, if this Donald Trump is elected president, we will come back for you",1.2363636363636363,0.07323058165814891
2962,45,7,3,You'll have her back in 5-7 business days.,1.2363636363636363,0.07323058165814891
3147,45,7,3,"""I'd invite you in, but the place is a shambles, since the big bang.",1.2363636363636363,0.07323058165814891
4453,43,11,1,I'm so sorry...we didn't realize those cows belonged to you...,1.2363636363636363,0.06337126117720451
2992,46,5,4,"I know, Dad, I know what you're gonna say, but it's too late. I've seen Paree.",1.2363636363636363,0.07769246271931074
635,44,9,2,"Ok, I'll take you to Cleveland.",1.2363636363636363,0.06847859093607389
4226,44,9,2,I see you've checked your baggage.,1.2363636363636363,0.06847859093607389
1153,46,5,4,Welcome aboard! Window or aisle seat?,1.2363636363636363,0.07769246271931074
937,44,9,2,We knew that if we built this you would come.,1.2363636363636363,0.06847859093607389
1326,44,9,2,"Step right in for your very thorough, free physical examination.",1.2363636363636363,0.06847859093607389
3552,46,5,4,Welcome...we've opened our borders,1.2363636363636363,0.07769246271931074
755,44,9,2,"Hope you don't mind, I had to circle the fields before landing.",1.2363636363636363,0.06847859093607389
3235,44,9,2,"Canada was full, eh?",1.2363636363636363,0.06847859093607389
4281,45,7,3,William Shatner?,1.2363636363636363,0.07323058165814891
4504,45,7,3,Come in. Come on. Pretty soon you won't be in Kansas anymore.,1.2363636363636363,0.07323058165814891
4585,43,11,1,Welcome to Uber Air,1.2363636363636363,0.06337126117720451
3121,43,11,1,"We would be happy to spray your crops, but our fees are astronomical.",1.2363636363636363,0.06337126117720451
4279,45,7,3,We heard you need seasonal help.,1.2363636363636363,0.07323058165814891
3095,46,5,4,Welcome to Airbnb. We've been expecting you.,1.2363636363636363,0.07769246271931074
2793,45,7,3,"Hello, I'm your new Monsanto rep.",1.2363636363636363,0.07323058165814891
4292,45,7,3,Do you know Ziggy Stardust?,1.2363636363636363,0.07323058165814891
