rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
1348,7,15,84,106,1.2735849056603774,0.05613009351186232,552,Can I borrow your phone charger?
1348,5,19,82,106,1.2735849056603774,0.052831793070234584,552,"For the hundredth time, it's not ""gently down the seam."""
1348,7,15,84,106,1.2735849056603774,0.05613009351186232,552,Slow Down! This is a low wake zone.
1348,2,25,79,106,1.2735849056603774,0.04745645162740894,552,Never seen the tide so low.
1348,7,15,84,106,1.2735849056603774,0.05613009351186232,552,"I don't care if getting there is half the fun, you look like an idiot!"
1348,6,17,83,106,1.2735849056603774,0.054505897647256926,552,So you still think global warming's a hoax?
1348,6,17,83,106,1.2735849056603774,0.054505897647256926,552,Help me find my car keys and we'll drive out.
1348,6,17,83,106,1.2735849056603774,0.054505897647256926,552,"Sorry, last marina I saw was at the mirage about 30 miles back."
1348,4,21,81,106,1.2735849056603774,0.051102875062944614,552,Lucky you. My boat sprung a leak.
1415,5,19,83,107,1.2710280373831775,0.052398129761078424,552,Well it wasn't my idea to come to California!
1415,6,17,84,107,1.2710280373831775,0.054054599672127536,552,"Quick, toss me a life jacket!"
1415,5,19,83,107,1.2710280373831775,0.052398129761078424,552,Michael - enough already. Stop rowing!
1415,3,23,81,107,1.2710280373831775,0.0489172006143902,552,Do you happen to have a life vest?
1415,5,19,83,107,1.2710280373831775,0.052398129761078424,552,What do you mean your trying to find the dry dock?
1415,7,15,85,107,1.2710280373831775,0.05566179559598422,552,In retrospect I don't think I was the problem.
1415,6,17,84,107,1.2710280373831775,0.054054599672127536,552,"Heat stroke, heat stroke, heat stroke..."
1415,8,13,86,107,1.2710280373831775,0.05722386942722666,552,"Gently down the STREAM, Ian, gently down the STREAM!"
1415,4,21,82,107,1.2710280373831775,0.05068755526954969,552,"So, do you still deny climate change?"
1415,3,23,81,107,1.2710280373831775,0.0489172006143902,552,I'm doing the crawl. What are you doing?
1415,4,21,82,107,1.2710280373831775,0.05068755526954969,552,"If you can row on sand, I can crawl on water!"
1415,4,21,82,107,1.2710280373831775,0.05068755526954969,552,Why do you always get to ride in the boat?
1415,6,17,84,107,1.2710280373831775,0.054054599672127536,552,"""I'll race ya""."
1415,8,13,86,107,1.2710280373831775,0.05722386942722666,552,"Hell and back, or one way?"
1415,7,15,85,107,1.2710280373831775,0.05566179559598422,552,I should have updated the GPS.
1415,7,15,85,107,1.2710280373831775,0.05566179559598422,552,"Say ""sculling"" one more time and I'll break your oars."
1415,7,15,85,107,1.2710280373831775,0.05566179559598422,552,"Hey man, you're in the wrong cartoon."
1415,5,19,83,107,1.2710280373831775,0.052398129761078424,552,"Michael, how long are you going to row your boat ashore?"
1415,2,25,80,107,1.2710280373831775,0.047080322563607606,552,Next time I'm booking the cruise.
1415,2,25,80,107,1.2710280373831775,0.047080322563607606,552,Going my way?
1415,7,15,85,107,1.2710280373831775,0.05566179559598422,552,Are you ready to admit now that there's a reason the river less travelled by is less travelled by?
1415,8,13,86,107,1.2710280373831775,0.05722386942722666,552,"Sorry, but I liked the majorette in my last desert ordeal."
1415,2,25,80,107,1.2710280373831775,0.047080322563607606,552,Can we switch yet?
1415,5,19,83,107,1.2710280373831775,0.052398129761078424,552,You're going the wrong way!
1415,7,15,85,107,1.2710280373831775,0.05566179559598422,552,Please! Please! There are sand sharks everywhere!!!....
1415,5,19,83,107,1.2710280373831775,0.052398129761078424,552,I say we switch at the next rest stop.
1415,8,13,86,107,1.2710280373831775,0.05722386942722666,552,Apparently we've reached the Dry Tortugas.
1415,5,19,83,107,1.2710280373831775,0.052398129761078424,552,We both could use a little water.
1415,6,17,84,107,1.2710280373831775,0.054054599672127536,552,Do you mind? I can't swim with your oar in the way!
1444,5,16,75,96,1.2708333333333333,0.05634940858565613,552,Where does gently down the stream come in?
1445,6,16,82,104,1.2692307692307692,0.055048978854826666,552,"~No Wake, dammit, No Wake!~"
1445,6,16,82,104,1.2692307692307692,0.055048978854826666,552,Pound sand.
1445,7,14,83,104,1.2692307692307692,0.05671945495458558,552,"Sorry, the last Starbuck's I saw was at least 3 mirages south."
1445,4,20,80,104,1.2692307692307692,0.05154587353209697,552,"'Let's rent a house at the beach,' she said."
1445,7,14,83,104,1.2692307692307692,0.05671945495458558,552,"Ok, then you be the visionary and I'll be the team player."
1445,7,14,83,104,1.2692307692307692,0.05671945495458558,552,"Yeah, life is but a dream alright."
1445,6,16,82,104,1.2692307692307692,0.055048978854826666,552,Why don't I row and you do the swimming?
1445,7,14,83,104,1.2692307692307692,0.05671945495458558,552,"I've heard of ""Rowe v. Wade"", but never ""Row v. Crawl."""
1445,7,14,83,104,1.2692307692307692,0.05671945495458558,552,"I dunno, but it sure beats rowing upstream without a paddle."
1445,6,16,82,104,1.2692307692307692,0.055048978854826666,552,"No, no! You come in BEFORE ""gently down the stream!"""
1445,4,20,80,104,1.2692307692307692,0.05154587353209697,552,Caught anything?
1445,3,22,79,104,1.2692307692307692,0.049701816675055514,552,You gonna toss me a line or what?
1445,4,20,80,104,1.2692307692307692,0.05154587353209697,552,Feel sorry for the next bastard who tells me he doesn't believe in climate change.
1445,3,22,79,104,1.2692307692307692,0.049701816675055514,552,"Hey buddy, man overboard!"
1445,5,18,81,104,1.2692307692307692,0.05332619971058358,552,"Watch out, sand sharks up ahead!"
1445,4,20,80,104,1.2692307692307692,0.05154587353209697,552,The fraternity can kiss my ass!
1445,6,16,82,104,1.2692307692307692,0.055048978854826666,552,Finally
1445,3,22,79,104,1.2692307692307692,0.049701816675055514,552,"Okay Mike, you rode the boat ashore. What's the next verse say?"
1445,5,18,81,104,1.2692307692307692,0.05332619971058358,552,"You need a plus-one for the diamond lane, pal!"
1445,8,12,84,104,1.2692307692307692,0.05834212087104283,552,Wish they'd call off this climate change hoax!
1445,4,20,80,104,1.2692307692307692,0.05154587353209697,552,Row harder. We're the last 2 climate skeptics.
1445,4,20,80,104,1.2692307692307692,0.05154587353209697,552,"Sand, sand everywhere and not a grain to eat"
1445,4,20,80,104,1.2692307692307692,0.05154587353209697,552,"Heat stroke, heat stroke, heat stroke..."
1445,6,16,82,104,1.2692307692307692,0.055048978854826666,552,You need a coxswain?
1445,7,14,83,104,1.2692307692307692,0.05671945495458558,552,"Hey, I'm crawlin' here!"
1445,7,14,83,104,1.2692307692307692,0.05671945495458558,552,Can't you help a drowning man?
1445,7,14,83,104,1.2692307692307692,0.05671945495458558,552,Are you seriously going to drop me off here?
1445,5,18,81,104,1.2692307692307692,0.05332619971058358,552,Your irony is interfering with my stereotype
1445,5,18,81,104,1.2692307692307692,0.05332619971058358,552,"Really, beachfront property?"
1445,5,18,81,104,1.2692307692307692,0.05332619971058358,552,"This IS land, you idiot!"
1445,6,16,82,104,1.2692307692307692,0.055048978854826666,552,Do you have any idea of how annoying you are?
1445,1,26,77,104,1.2692307692307692,0.04579145756610733,552,This is pedestrians only.
1445,5,18,81,104,1.2692307692307692,0.05332619971058358,552,Where's your life jacket??!
1445,7,14,83,104,1.2692307692307692,0.05671945495458558,552,Why is it you kids always have to look for the easy way out of doing everything?
1445,6,16,82,104,1.2692307692307692,0.055048978854826666,552,I asked you to wait!
1445,3,22,79,104,1.2692307692307692,0.049701816675055514,552,You realize you're taking climate change denial to a whole new level?
1445,4,20,80,104,1.2692307692307692,0.05154587353209697,552,"If you must know, I was a coxswain for 4 years at Harvard."
1445,6,16,82,104,1.2692307692307692,0.055048978854826666,552,Isn't it about time you global warming deniers gave up?
1445,10,8,86,104,1.2692307692307692,0.06145906005222981,552,"The OTHER way, you idiot!"
1445,6,16,82,104,1.2692307692307692,0.055048978854826666,552,Can I get a ride? I can't swim any longer.
1445,4,20,80,104,1.2692307692307692,0.05154587353209697,552,It's safe to get out of the boat now.
1445,7,14,83,104,1.2692307692307692,0.05671945495458558,552,"I prayed for water, not Walter!"
1445,10,8,86,104,1.2692307692307692,0.06145906005222981,552,"My God, just how large is this beach!"
1445,6,16,82,104,1.2692307692307692,0.055048978854826666,552,That's your wish?!
1445,4,20,80,104,1.2692307692307692,0.05154587353209697,552,"Wait, is El Niño or La Niña the wet one?"
1445,7,14,83,104,1.2692307692307692,0.05671945495458558,552,Let's switch. I play Rose and you play Jack.
1445,3,22,79,104,1.2692307692307692,0.049701816675055514,552,Have you seen my surfboard?
1445,6,16,82,104,1.2692307692307692,0.055048978854826666,552,Guess what! That boat's a mirage too!
1445,2,24,78,104,1.2692307692307692,0.04778665172843477,552,The hardest day of my life was the day I sold my boat.
1445,6,16,82,104,1.2692307692307692,0.055048978854826666,552,Stroke of genius my ass!
1445,4,20,80,104,1.2692307692307692,0.05154587353209697,552,"It's dessert, not desert. Be careful what you wish for!"
1445,6,16,82,104,1.2692307692307692,0.055048978854826666,552,What part of global are you not getting?
1445,9,10,85,104,1.2692307692307692,0.059920860850938056,552,"Okay, no more megaphone."
1445,5,18,81,104,1.2692307692307692,0.05332619971058358,552,You must be one of those global warming skeptics.
1445,3,22,79,104,1.2692307692307692,0.049701816675055514,552,"Joe, lets go back to gym membership. Its only 20 bucks a month."
1445,4,20,80,104,1.2692307692307692,0.05154587353209697,552,"Come on, lemme back in. I promise not to criticize your rowing technique again."
1445,5,18,81,104,1.2692307692307692,0.05332619971058358,552,"Sing ""row, row, row your boat"" one more time and I swear, your life WILL be but a dream!!"
1445,3,22,79,104,1.2692307692307692,0.049701816675055514,552,"""Slow down would you? Can't you see I'm trying to find my contact lens?"
1445,6,16,82,104,1.2692307692307692,0.055048978854826666,552,You're not leaving without me!
1445,6,16,82,104,1.2692307692307692,0.055048978854826666,552,Why do you always get to row downhill?
1445,5,18,81,104,1.2692307692307692,0.05332619971058358,552,I told you climate change is real!
1445,5,18,81,104,1.2692307692307692,0.05332619971058358,552,I thought you said we were going for dessert.
1445,6,16,82,104,1.2692307692307692,0.055048978854826666,552,And you forgot the life-jackets?!
1445,4,20,80,104,1.2692307692307692,0.05154587353209697,552,I can take the heat - I can even take being lost - but I just can't take that song anymore!
1445,6,16,82,104,1.2692307692307692,0.055048978854826666,552,Hey! Pass on the starboard!
1445,6,16,82,104,1.2692307692307692,0.055048978854826666,552,Have you seen my glasses?
1445,5,18,81,104,1.2692307692307692,0.05332619971058358,552,"I said merrily, dammit!"
1445,5,18,81,104,1.2692307692307692,0.05332619971058358,552,wait! You need a coxswain!
1445,6,16,82,104,1.2692307692307692,0.055048978854826666,552,Where's your life vest?
1445,3,22,79,104,1.2692307692307692,0.049701816675055514,552,Watch it! I'm crawling here!
1445,6,16,82,104,1.2692307692307692,0.055048978854826666,552,"For the last time, stop saying there's no more room in the boat!"
1445,6,16,82,104,1.2692307692307692,0.055048978854826666,552,Michael! Stop rowing the boat ashore!
1445,7,14,83,104,1.2692307692307692,0.05671945495458558,552,"Yes, this is the other Dead Sea."
1445,5,18,81,104,1.2692307692307692,0.05332619971058358,552,"What do you mean, 'The other choice was a camel'?"
1445,7,14,83,104,1.2692307692307692,0.05671945495458558,552,"Life is but a dream, right."
1520,8,13,87,108,1.2685185185185186,0.05674705903526818,552,There's sand in my suit.
1520,8,13,87,108,1.2685185185185186,0.05674705903526818,552,Quick sand my ass.
1520,5,19,84,108,1.2685185185185186,0.051971318143448894,552,Still sure this was a shortcut?
1520,7,15,86,108,1.2685185185185186,0.0552010728394295,552,That's what you get for asking to be transferred to dry land
1520,3,23,82,108,1.2685185185185186,0.0485270787963912,552,"Only now do I appreciate the fact that you named your boat after your wife, Sandy."
1520,3,23,82,108,1.2685185185185186,0.0485270787963912,552,Let's hope we're all part of a mirage
1520,6,17,85,108,1.2685185185185186,0.05361052299778273,552,"I believe, Michael, that you've clearly rowed your boat ashore."
1520,8,13,87,108,1.2685185185185186,0.05674705903526818,552,"Coach, OK to switch to the backstroke< the crawl is killing me?"
1520,4,21,83,108,1.2685185185185186,0.0502786996951927,552,You can stop now; you've scraped off all the barnacles.
1520,6,17,85,108,1.2685185185185186,0.05361052299778273,552,"Michael, you've rowed far enough!"
1520,8,13,87,108,1.2685185185185186,0.05674705903526818,552,"We got it, Michael. Now please stop rowing our boat ashore."
1531,6,16,83,105,1.2666666666666666,0.05458244204176815,552,Why don't you cry me a river?
1531,4,20,81,105,1.2666666666666666,0.05111695034861345,552,"O.k, o.k. Global warning exists. Now throw me a life preserver."
1531,5,18,82,105,1.2666666666666666,0.0528780937259731,552,I promise I believe in climate change now.
1531,6,16,83,105,1.2666666666666666,0.05458244204176815,552,What say we drop man-overboard training 'til we get to the coast ?
1531,3,22,80,105,1.2666666666666666,0.04929292474374421,552,"Excuse me, this is a no wake zone!"
1531,3,22,80,105,1.2666666666666666,0.04929292474374421,552,And you said Al Gore was full of it!
1531,4,20,81,105,1.2666666666666666,0.05111695034861345,552,Did you happen to find a set of keys?
1531,5,18,82,105,1.2666666666666666,0.0528780937259731,552,I think you can safely let me in the boat now.
1531,7,14,84,105,1.2666666666666666,0.05623515948579823,552,"Get it right this time, Herb. When I get to 'gently' you come in with ' row, row, row'."
1531,3,22,80,105,1.2666666666666666,0.04929292474374421,552,Are you SURE this is going to be an Olympic sport?
1531,8,12,85,105,1.2666666666666666,0.057840672070294495,552,Hi this is Ezekiel did you order an Uber?
1531,2,24,79,105,1.2666666666666666,0.04739875785969762,552,"Careful, it's pretty shallow ahead of you."
1531,4,20,81,105,1.2666666666666666,0.05111695034861345,552,Still don't believe in global warming?
1544,6,15,82,103,1.2621359223300972,0.0551224603632834,552,Can I get a lift?
1544,10,7,86,103,1.2621359223300972,0.06164377724393597,552,I should try walking on the water? Now you tell me!
1544,6,15,82,103,1.2621359223300972,0.0551224603632834,552,I would give you a push but I am in the middle of Sun Salutation.
1544,6,15,82,103,1.2621359223300972,0.0551224603632834,552,There still isn't a drop to drink.
1544,3,21,79,103,1.2621359223300972,0.049672763253145714,552,What are you doing here in my mirage?
1544,5,17,81,103,1.2621359223300972,0.05336776393481544,552,No thanks; I'm waiting for an UberSelect.
1544,3,21,79,103,1.2621359223300972,0.049672763253145714,552,"For the last time, I don't need a life preserver!"
1544,4,19,80,103,1.2621359223300972,0.051553378340343764,552,Global warming took all of the fun out of Lake Winnipesaukee.
1544,6,15,82,103,1.2621359223300972,0.0551224603632834,552,"So, do you still think that global warming is a hoax?"
1544,3,21,79,103,1.2621359223300972,0.049672763253145714,552,May the ocean rise to meet you.
1544,4,19,80,103,1.2621359223300972,0.051553378340343764,552,"I saw it too, but at some point you have to admit it was just a mirage."
1544,6,15,82,103,1.2621359223300972,0.0551224603632834,552,"That ""Land ahoy!"" talk is getting to me, OK?"
1544,7,13,83,103,1.2621359223300972,0.05682299750630295,552,"For the last time, it's my turn in the boat!!"
1544,5,17,81,103,1.2621359223300972,0.05336776393481544,552,Different strokes for different folks.
1544,5,17,81,103,1.2621359223300972,0.05336776393481544,552,I'm too much ballast? That's what you're most worried about?
1544,7,13,83,103,1.2621359223300972,0.05682299750630295,552,"No, I do NOT want to discuss Roe v Wade again!"
1544,3,21,79,103,1.2621359223300972,0.049672763253145714,552,Who do you think you're calling a mirage?
1544,5,17,81,103,1.2621359223300972,0.05336776393481544,552,"You're in the,wrong cartoon."
1544,7,13,83,103,1.2621359223300972,0.05682299750630295,552,I'm really sorry to hear about the blisters on your hands.
1544,1,25,77,103,1.2621359223300972,0.04567984885049357,552,Can't you just toss me a life preserver?
1544,3,21,79,103,1.2621359223300972,0.049672763253145714,552,Admit it. We're lost!
1544,6,15,82,103,1.2621359223300972,0.0551224603632834,552,At least you've got a paddle.
1544,4,19,80,103,1.2621359223300972,0.051553378340343764,552,How bout a ride to shore?
1544,8,11,84,103,1.2621359223300972,0.0584741007173336,552,"Keep rowing, Wikileaks said there was a beach here, the government is just hiding it from us."
1544,6,15,82,103,1.2621359223300972,0.0551224603632834,552,Caught anything?
1544,6,15,82,103,1.2621359223300972,0.0551224603632834,552,"Way to cut me off, buddy!"
1544,4,19,80,103,1.2621359223300972,0.051553378340343764,552,Row if you want to. I'm going to swim.
1544,6,15,82,103,1.2621359223300972,0.0551224603632834,552,"No, I nave NOT seen your camel!"
1544,5,17,81,103,1.2621359223300972,0.05336776393481544,552,"Hey, Speed Racer! This is a no-wake zone!"
1544,4,19,80,103,1.2621359223300972,0.051553378340343764,552,"Enough with the ""Row, row, row your boat"" already!"
1544,0,27,76,103,1.2621359223300972,0.04354631077260595,552,"Well, are you going to just sit there and let me drown or pull me in?"
1544,6,15,82,103,1.2621359223300972,0.0551224603632834,552,Drop anchor! I've lost my contact lens!
1544,5,17,81,103,1.2621359223300972,0.05336776393481544,552,You told me we were going for dessert...
1544,6,15,82,103,1.2621359223300972,0.0551224603632834,552,Stop! Can't you see I'm drowning here?
1544,8,11,84,103,1.2621359223300972,0.0584741007173336,552,I feel like we left the stove on.
1544,6,15,82,103,1.2621359223300972,0.0551224603632834,552,"No, dammit! You sing ""row, row, row your boat"" when I sing ""gently down the stream!"""
1544,4,19,80,103,1.2621359223300972,0.051553378340343764,552,Stop yer splashin'!
1544,6,15,82,103,1.2621359223300972,0.0551224603632834,552,"I told you ""Camels are the ships of the desert"", but would you listen???"
1544,6,15,82,103,1.2621359223300972,0.0551224603632834,552,"Impressive rowing, but the camel is still the ship of the desert."
1544,4,19,80,103,1.2621359223300972,0.051553378340343764,552,"Don't feel bad. I could have sworn it was water, too!"
1544,6,15,82,103,1.2621359223300972,0.0551224603632834,552,"Well now that you've lost the Professor and Marry Ann, it's down to us!"
1544,3,21,79,103,1.2621359223300972,0.049672763253145714,552,For the last time. It's a mirage
1544,4,19,80,103,1.2621359223300972,0.051553378340343764,552,"Really, you're going to quote Donne to me?"
1544,6,15,82,103,1.2621359223300972,0.0551224603632834,552,Let’s call it a draw and just walk.
1544,8,11,84,103,1.2621359223300972,0.0584741007173336,552,You're in denial.
1544,4,19,80,103,1.2621359223300972,0.051553378340343764,552,Another hour then it's my turn in the boat.
1544,5,17,81,103,1.2621359223300972,0.05336776393481544,552,You were right - your way is faster.
1544,4,19,80,103,1.2621359223300972,0.051553378340343764,552,This mirage ain't big enough for the two of us.
1544,4,19,80,103,1.2621359223300972,0.051553378340343764,552,"No, thanks, it's a nice day, I will swim."
1544,6,15,82,103,1.2621359223300972,0.0551224603632834,552,When I was your age I'd crawl to school twenty miles each day in a sand storm uphill.
1544,5,17,81,103,1.2621359223300972,0.05336776393481544,552,... Life is but a dream.
1544,4,19,80,103,1.2621359223300972,0.051553378340343764,552,Hey. No wake!
1544,5,17,81,103,1.2621359223300972,0.05336776393481544,552,"Trust me, if I can crawl on it... you can walk on it."
1544,4,19,80,103,1.2621359223300972,0.051553378340343764,552,Save me! The place is teeming with sand sharks!
1544,4,19,80,103,1.2621359223300972,0.051553378340343764,552,I'm crawlin' here! I'm crawlin' here!
1544,9,9,85,103,1.2621359223300972,0.06007984573715579,552,I'd keep rowing. You're starting to look like a fried chicken sandwich.
1544,3,21,79,103,1.2621359223300972,0.049672763253145714,552,"I assure you, it won't capsize if you stop and pull me in."
1544,4,19,80,103,1.2621359223300972,0.051553378340343764,552,You said it would be my turn soon...!
1544,6,15,82,103,1.2621359223300972,0.0551224603632834,552,"It's a marathon, not a sprint!"
1544,8,11,84,103,1.2621359223300972,0.0584741007173336,552,"No, No, No!! You start row, row, row your boat, when I finish gently down the stream!"
1544,6,15,82,103,1.2621359223300972,0.0551224603632834,552,Where's your life jacket??!
1544,4,19,80,103,1.2621359223300972,0.051553378340343764,552,You're a little dingy.
1544,5,17,81,103,1.2621359223300972,0.05336776393481544,552,"Cross-training's a bitch, eh?"
1544,3,21,79,103,1.2621359223300972,0.049672763253145714,552,I thought tides were supposed to rise with global warming!
1608,6,15,83,104,1.2596153846153846,0.054648022203794944,552,You're not Uber!
1608,4,19,81,104,1.2596153846153846,0.05111744649348446,552,It's my turn to row now.
1608,7,13,84,104,1.2596153846153846,0.05633038991674542,552,"""You should never, ever have questioned our guide's credentials""."
1608,8,11,85,104,1.2596153846153846,0.057963948498689105,552,"Front crawl, butterfly, breaststroke--sure. But I'm telling you, heatstroke is NOT a competitive event, Coach!"
1608,6,15,83,104,1.2596153846153846,0.054648022203794944,552,"Hey--that's not what ""one if by land"" means!"
1613,7,12,83,102,1.2549019607843137,0.056915940547878206,552,Waze says it's clear sailing till we hit the 405.
1613,2,22,78,102,1.2549019607843137,0.047631281576555405,552,Do you take credit cards?
1613,5,16,81,102,1.2549019607843137,0.05339616247371909,552,We are in the same boat!
1613,4,18,80,102,1.2549019607843137,0.051546223005715035,552,"Hey, I'm walking here!"
1613,4,18,80,102,1.2549019607843137,0.051546223005715035,552,Why do you always get to steer?
1613,4,18,80,102,1.2549019607843137,0.051546223005715035,552,What climate change? This is just cyclical!
1613,3,20,79,102,1.2549019607843137,0.049627371937167965,552,Isn't climate change a bitch?
1613,5,16,81,102,1.2549019607843137,0.05339616247371909,552,"This miracle lacks the wow factor, stick with walking on water."
1613,3,20,79,102,1.2549019607843137,0.049627371937167965,552,"Nice mirage, now can you conjure up some water to go with it?!"
1613,5,16,81,102,1.2549019607843137,0.05339616247371909,552,"Don't just sit there, I lost my contact lens!"
1613,6,14,82,102,1.2549019607843137,0.05518412115531701,552,Now will you turn on the GPS?
1613,9,8,85,102,1.2549019607843137,0.06023037780040406,552,Boat without water; you can't even do a mirage right!
1613,7,12,83,102,1.2549019607843137,0.056915940547878206,552,You keep forgetting that it is a dry heat.
1613,5,16,81,102,1.2549019607843137,0.05339616247371909,552,Are you sure that's a one-man dinghy?
1613,4,18,80,102,1.2549019607843137,0.051546223005715035,552,Row v. whatever
1613,5,16,81,102,1.2549019607843137,0.05339616247371909,552,You can stop singing that song now!
1613,5,16,81,102,1.2549019607843137,0.05339616247371909,552,"Yes, I've heard of sand sharks."
1613,5,16,81,102,1.2549019607843137,0.05339616247371909,552,"Stop hogging the rowing machine, it's my turn."
1613,8,10,84,102,1.2549019607843137,0.05859659844406078,552,"Row v. ""Wait"""
1613,7,12,83,102,1.2549019607843137,0.056915940547878206,552,"I said merrily, merrily, merrily"
1613,5,16,81,102,1.2549019607843137,0.05339616247371909,552,"Hey, slow down. This is a no wake zone"
1613,5,16,81,102,1.2549019607843137,0.05339616247371909,552,"This is not, 'just like crossfit.'"
1613,6,14,82,102,1.2549019607843137,0.05518412115531701,552,How many more miles until you admit it's a sea change?
1613,7,12,83,102,1.2549019607843137,0.056915940547878206,552,Thank God I found you.
1613,5,16,81,102,1.2549019607843137,0.05339616247371909,552,Are you running a local or express?
1613,4,18,80,102,1.2549019607843137,0.051546223005715035,552,I think you are in total denial of our situation.
1613,7,12,83,102,1.2549019607843137,0.056915940547878206,552,"Michael, you rowed your boat ashore, hallelujah!"
1613,4,18,80,102,1.2549019607843137,0.051546223005715035,552,"""For the last time Michael, row the boat ashore!"
1613,4,18,80,102,1.2549019607843137,0.051546223005715035,552,Whether it floats your boat is really not the point.
1613,7,12,83,102,1.2549019607843137,0.056915940547878206,552,Idiot!
1613,6,14,82,102,1.2549019607843137,0.05518412115531701,552,Do you honestly still think we might need the damn boat?
1613,8,10,84,102,1.2549019607843137,0.05859659844406078,552,exactly how did the ship sink?
1613,4,18,80,102,1.2549019607843137,0.051546223005715035,552,"I know its my turn to row, but I get sea sick."
1613,4,18,80,102,1.2549019607843137,0.051546223005715035,552,You said it's my turn three dunes ago.
1613,5,16,81,102,1.2549019607843137,0.05339616247371909,552,No wake please!
1613,4,18,80,102,1.2549019607843137,0.051546223005715035,552,You look like you need a coxswain.
1613,4,18,80,102,1.2549019607843137,0.051546223005715035,552,It's a reverse mirage. Keep paddling.
1613,5,16,81,102,1.2549019607843137,0.05339616247371909,552,Global warming? Nonsense! it's the media that's the problem!
1613,5,16,81,102,1.2549019607843137,0.05339616247371909,552,"Hey, I'm crawlin' here!"
1613,2,22,78,102,1.2549019607843137,0.047631281576555405,552,Your wake is disturbing my swim!
1613,3,20,79,102,1.2549019607843137,0.049627371937167965,552,What do you mean what am I doing!
1613,5,16,81,102,1.2549019607843137,0.05339616247371909,552,Why don't you get out and push?
1613,5,16,81,102,1.2549019607843137,0.05339616247371909,552,Have you seen my contact lens by any chance?
1613,4,18,80,102,1.2549019607843137,0.051546223005715035,552,My turn!
1613,4,18,80,102,1.2549019607843137,0.051546223005715035,552,You just couldn't take directions from that camel could you!
1613,6,14,82,102,1.2549019607843137,0.05518412115531701,552,Only 4 more years...
1613,3,20,79,102,1.2549019607843137,0.049627371937167965,552,I'm guessing you're one of those 'glass half-full' kind of guys.
1613,5,16,81,102,1.2549019607843137,0.05339616247371909,552,You're STILL denying climate science?!!!
1613,4,18,80,102,1.2549019607843137,0.051546223005715035,552,"Quit saying ""Life is a beach"", dammit!"
1613,6,14,82,102,1.2549019607843137,0.05518412115531701,552,"Perception is reality? Give me a break, man."
1613,4,18,80,102,1.2549019607843137,0.051546223005715035,552,Let's see your mirage license.
1613,4,18,80,102,1.2549019607843137,0.051546223005715035,552,"'Row, row, row your boat' got old when we hit land, Leonard."
1613,6,14,82,102,1.2549019607843137,0.05518412115531701,552,We're gonna need a bigger ocean.
1613,6,14,82,102,1.2549019607843137,0.05518412115531701,552,"Remind me about how ""climate warming"" is bullshit and will have no effect whatsoever on our lives or leisure activities."
1613,5,16,81,102,1.2549019607843137,0.05339616247371909,552,Do I look like I know which way to water?
1613,7,12,83,102,1.2549019607843137,0.056915940547878206,552,"Michael, this is too far ashore."
1613,8,10,84,102,1.2549019607843137,0.05859659844406078,552,"Whaddya mean, surge pricing?"
1613,5,16,81,102,1.2549019607843137,0.05339616247371909,552,No! It is not my turn to row!
1613,5,16,81,102,1.2549019607843137,0.05339616247371909,552,"I would ask to get on board , but you don't have any life jackets ."
1613,5,16,81,102,1.2549019607843137,0.05339616247371909,552,Let me know when you want to switch places.
1613,6,14,82,102,1.2549019607843137,0.05518412115531701,552,No... I'm not a @*<%ing mermaid!
1613,4,18,80,102,1.2549019607843137,0.051546223005715035,552,Still in denial?
1613,3,20,79,102,1.2549019607843137,0.049627371937167965,552,"Tomorrow, I get to row."
1613,4,18,80,102,1.2549019607843137,0.051546223005715035,552,"If you think that's bad, try swimming."
1613,2,22,78,102,1.2549019607843137,0.047631281576555405,552,"Pipe down with that ""Merrily, Merrily"" yammer, would you!"
1613,5,16,81,102,1.2549019607843137,0.05339616247371909,552,That's what's wrong with rowing backwards.
1613,3,20,79,102,1.2549019607843137,0.049627371937167965,552,Is this your idea of a watershed moment?
1613,3,20,79,102,1.2549019607843137,0.049627371937167965,552,"You didn't happen to find one of my contacts back there, did you?"
1613,5,16,81,102,1.2549019607843137,0.05339616247371909,552,"You realize you've entered the swimming zone, don't you?"
1613,3,20,79,102,1.2549019607843137,0.049627371937167965,552,"It's alright for you in that rowboat - out here, life is anything but a dream."
1613,7,12,83,102,1.2549019607843137,0.056915940547878206,552,Slow down! I'm doing the crawl stroke.
1613,4,18,80,102,1.2549019607843137,0.051546223005715035,552,"I thought you said it would rain, Noah!"
1613,4,18,80,102,1.2549019607843137,0.051546223005715035,552,And I thought I was the crazy one
1613,4,18,80,102,1.2549019607843137,0.051546223005715035,552,Enough already just admit that Global Warming is real!!
1613,4,18,80,102,1.2549019607843137,0.051546223005715035,552,"You know something, it is a perfect way to get the barnacles off."
1613,6,14,82,102,1.2549019607843137,0.05518412115531701,552,"I'm starting to re-think this whole ""Global Warming is a scam"" thing"
1613,2,22,78,102,1.2549019607843137,0.047631281576555405,552,ONE OF US is seeing things!
1613,7,12,83,102,1.2549019607843137,0.056915940547878206,552,"Yeah, that's right...I'm sick and tired of you always hogging the boat!"
1691,6,14,83,103,1.2524271844660195,0.05470173630408332,552,I'm gonna win this race if it's the last thing I do.
1691,4,18,81,103,1.2524271844660195,0.05110327911672932,552,"OK let's agree, you have your mirage and I have mine."
1691,7,12,84,103,1.2524271844660195,0.05641495691552932,552,Stroke! Stroke! Stroke!
