rank,caption,score,precision,count,unfunny,somewhat_funny,funny
821,Are you sure that this is the best the Witness Protection Program can come up with?,1.2641509433962264,0.08149075203848938,53.0,43.0,6.0,4.0
821,"I'm not coming out until you call me ""honey""",1.2641509433962264,0.07690938345133104,53.0,42.0,8.0,3.0
821,Men have a nesting instinct too. Mine's insectual.,1.2641509433962264,0.07203723938303844,53.0,41.0,10.0,2.0
821,"It's not you, it's the bees.",1.2641509433962264,0.08149075203848938,53.0,43.0,6.0,4.0
821,"you got full custody of the kids, our dog every other weekend, the house, our vacation villa and now you want the beehive? I don't think so honey!",1.2641509433962264,0.08149075203848938,53.0,43.0,6.0,4.0
821,"Ok, maybe I'm not the best husband, Doris. But how many women can say they're married to the No. 1 ranked Hide-and-Seek player in the world?",1.2641509433962264,0.07690938345133104,53.0,42.0,8.0,3.0
821,Your floral dress is enraging them.,1.2641509433962264,0.07203723938303844,53.0,41.0,10.0,2.0
821,Actually getting in here was the easy part....,1.2641509433962264,0.07203723938303844,53.0,41.0,10.0,2.0
821,"I decided to bee, rather than not to bee, but I'm not sure that was the best decision.",1.2641509433962264,0.07203723938303844,53.0,41.0,10.0,2.0
821,Kafka put me here!,1.2641509433962264,0.07203723938303844,53.0,41.0,10.0,2.0
821,What can I say? I like being part of a community.,1.2641509433962264,0.06681073606086448,53.0,40.0,12.0,1.0
821,"It just seems like whenever I let someone get close, they get hurt.",1.2641509433962264,0.07203723938303844,53.0,41.0,10.0,2.0
821,You just can't believe how busy I've been.,1.2641509433962264,0.07203723938303844,53.0,41.0,10.0,2.0
821,Now we can't go out tonight. You're such a buzzkill.,1.2641509433962264,0.07203723938303844,53.0,41.0,10.0,2.0
821,"I told you honey, buzz off!",1.2641509433962264,0.07203723938303844,53.0,41.0,10.0,2.0
821,I'm a keeper.,1.2641509433962264,0.07203723938303844,53.0,41.0,10.0,2.0
821,I just listed the place on AirBee&Bee.,1.2641509433962264,0.08995621978311415,53.0,45.0,2.0,6.0
821,I found it on Air-Be-a-Bee.,1.2641509433962264,0.07690938345133104,53.0,42.0,8.0,3.0
821,"I love you too, but it's rent-controlled.",1.2641509433962264,0.08149075203848938,53.0,43.0,6.0,4.0
821,Did you buzz?,1.2641509433962264,0.07203723938303844,53.0,41.0,10.0,2.0
821,They keep telling me it's the worst case of hives they've ever seen.,1.2641509433962264,0.07690938345133104,53.0,42.0,8.0,3.0
821,"I hope our explanation of the birds and the bees comports with a Creationists version of ""science"".",1.2641509433962264,0.08582792128866484,53.0,44.0,4.0,5.0
821,I have hives.,1.2641509433962264,0.08149075203848938,53.0,43.0,6.0,4.0
821,You're not as sweet as you look.,1.2641509433962264,0.07203723938303844,53.0,41.0,10.0,2.0
821,It's Trump's new Habitat for Humanity Program.,1.2641509433962264,0.07690938345133104,53.0,42.0,8.0,3.0
821,There is such a sense of belonging. And SHE doesn't judge me.,1.2641509433962264,0.07203723938303844,53.0,41.0,10.0,2.0
821,"If it has anything to do with cross-pollination, then yes I can grant your wish.",1.2641509433962264,0.07203723938303844,53.0,41.0,10.0,2.0
821,The queen made me an offer I couldn't refuse.,1.2641509433962264,0.07203723938303844,53.0,41.0,10.0,2.0
821,I'm calling it the secret life of Steve.,1.2641509433962264,0.08582792128866484,53.0,44.0,4.0,5.0
821,Has your mother gone home yet?,1.2641509433962264,0.07690938345133104,53.0,42.0,8.0,3.0
821,I thought you told me to buzz off.,1.2641509433962264,0.07690938345133104,53.0,42.0,8.0,3.0
821,Did you bring the birds?,1.2641509433962264,0.07690938345133104,53.0,42.0,8.0,3.0
913,Of course I can tell you what the buzz is all about.,1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,"When you called me 'Honey,' I remember thinking, 'What a bizarre metaphor!'",1.2549019607843137,0.08328141404547178,51.0,42.0,5.0,4.0
913,I don't know if we can be together. You're not a WASP.,1.2549019607843137,0.08328141404547178,51.0,42.0,5.0,4.0
913,We're both WASP's - I'm just willing to own up to it.,1.2549019607843137,0.08328141404547178,51.0,42.0,5.0,4.0
913,"I'm sorry, the queen bee position has already been taken.",1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,What does a nice Jewish girl like you see in a WASP like me?,1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,It turns out the spells in the Harry Potter books work but you have to get them exactly right.,1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,First time in an Airbnb?,1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,I would rather put up with these bees for a week than your Mother!!,1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,We think the dress makes you look fat.,1.2549019607843137,0.08328141404547178,51.0,42.0,5.0,4.0
913,It helps my arthritis.,1.2549019607843137,0.06769677059463558,51.0,39.0,11.0,1.0
913,Still working on that sting operation?,1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,Worst piñata ever.,1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,Little help here?!,1.2549019607843137,0.08328141404547178,51.0,42.0,5.0,4.0
913,"It'll never work. You're Italian and I'm, well, you know.",1.2549019607843137,0.08328141404547178,51.0,42.0,5.0,4.0
913,What happened to the dog house?,1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,"Either you're with them, or against them.",1.2549019607843137,0.06769677059463558,51.0,39.0,11.0,1.0
913,I spent last week with the birds.,1.2549019607843137,0.08328141404547178,51.0,42.0,5.0,4.0
913,You never wanted to marry a wasp!,1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,"If Trump can be President, I can be Queen.",1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,They're busy. Would you like to leave a message?,1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,"Hold on, l think she's upstairs.",1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,I told you when I left you I needed my space.,1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,"I'm sorry, but I feel needed here.",1.2549019607843137,0.06769677059463558,51.0,39.0,11.0,1.0
913,Get the Epipen; they're about to make me their queen!,1.2549019607843137,0.06769677059463558,51.0,39.0,11.0,1.0
913,You knew I was a WASP when you married me.,1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,Your Bumble profile didn't say anything about a pollen allergy.,1.2549019607843137,0.08328141404547178,51.0,42.0,5.0,4.0
913,"No, ouch I'm never ouch coming home ouch and for your ouch information they are not ouch bees, they're ouch hornets.",1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,You told me to embrace my inner queen.,1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,You buzzed?,1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,That dress looks ridiculous.,1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,"Well, you did tell me to buzz off.",1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,Tell me it's not just about the honey.,1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,Can't you see I'm busy?,1.2549019607843137,0.06769677059463558,51.0,39.0,11.0,1.0
913,"Remember “The Fly,” that movie where Jeff Goldblum screwed up a science experiment? Well, I . . . .",1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,"It's called a sting, Gretchen.",1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,Fine. I’ll switch to agave nectar.,1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,"Sorry honey, she's a queen.",1.2549019607843137,0.06163228880588905,51.0,38.0,13.0,0.0
913,What really stings is the HOA fees.,1.2549019607843137,0.08328141404547178,51.0,42.0,5.0,4.0
913,Get me the Benadryl. My hives are back.,1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,Now I know why you only posted a headshot on your dating profile.,1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,"White, yes. Anglo Saxon, yes but I'm actually Catholic.",1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,"Believe me, there's been quite a buzz about us around here.",1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,Has your mother left yet?,1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,"Honey, I can explain...",1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,I see you in there with your other honey!,1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,I'm hivernating.,1.2549019607843137,0.08328141404547178,51.0,42.0,5.0,4.0
913,"I do drone on, don't I?",1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,I knew you were a WASP!,1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,"Sorry, I've been busy.",1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,Singularly the worst case of hives the doctor had ever seen.,1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,I've been thinking we should move in together.,1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,I'm generating a lot of buzz,1.2549019607843137,0.06769677059463558,51.0,39.0,11.0,1.0
913,Can I please just go back to sleeping on the couch?,1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,I think we should pollinate other people.,1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,It's none of your beeswax!,1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,At least I don't have to watch the news anymore.,1.2549019607843137,0.06163228880588905,51.0,38.0,13.0,0.0
913,"Above all, be yourself.",1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,Do you still think I'm a buzz killer?,1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,There's been a lot of buzz around my new tiny house.,1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,Tell the IRS agent I'm not here!,1.2549019607843137,0.08328141404547178,51.0,42.0,5.0,4.0
913,"Yes, but I'm saving so much on rent.",1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,"Sure, there could be some stinging involved but think of all the free honey.",1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,Now you see what all the buzz is about.,1.2549019607843137,0.08328141404547178,51.0,42.0,5.0,4.0
913,Every year it's harder and harder to be a WASP.,1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,"Ummmmmm, you really should have called first.",1.2549019607843137,0.06769677059463558,51.0,39.0,11.0,1.0
913,"Could I interest you in some organic, vegan, gluten, hormone, and antibiotic free honey?",1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,I feel a swarm of emotions.,1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,What did you think I meant when I wrote wasp on my profile?,1.2549019607843137,0.08328141404547178,51.0,42.0,5.0,4.0
913,I always hated when you call me honey.,1.2549019607843137,0.08328141404547178,51.0,42.0,5.0,4.0
913,The doctor says I have hives.,1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,My hives are back.,1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,"Okay, I confess. I'm a queen.",1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,It sounds worse than it is.,1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,It's roomier than I thought. Let's take it.,1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,"You knew I was a WASP when you married me, Consuela.",1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,"Yes, Margaret, this is the source of all buzzwords.",1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,"If you're looking for a drone, I can make myself available.",1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,Don't you dare call me honey,1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,My doctor said it's the worst case of hives he ever saw.,1.2549019607843137,0.08328141404547178,51.0,42.0,5.0,4.0
913,You're such a buzzkill.,1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,"And you thought ""Alice in Wonderful Land"" was scary!",1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,Please tell me you are not The Girl Who Kicked the Hornets' Nest.,1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,"Before I come down, do you remember where I left the EpiPen?",1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,You don't look like your profile picture either.,1.2549019607843137,0.08328141404547178,51.0,42.0,5.0,4.0
913,"Honey, I'm home!",1.2549019607843137,0.0784313725490196,51.0,41.0,7.0,3.0
913,"Sorry Judith, I only date WASPS.",1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,You've always known that I hate picnics.,1.2549019607843137,0.07326094781282119,51.0,40.0,9.0,2.0
913,Mother never told me about those low-hanging fruit !!!,1.2549019607843137,0.08328141404547178,51.0,42.0,5.0,4.0
1002,I still live with my mother. We all do.,1.2452830188679245,0.07079099215243659,53.0,42.0,9.0,2.0
1003,You don't want to know.,1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1003,"Probably a good idea not to call me ""Honey""",1.2448979591836735,0.08002238337427613,49.0,40.0,6.0,3.0
1003,"Next time, buzz first.",1.2448979591836735,0.06857770460427194,49.0,38.0,10.0,1.0
1003,"'I told you, I just don't date WASPS'",1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1003,I see that you now have Medicare Part Bee coverage.,1.2448979591836735,0.06857770460427194,49.0,38.0,10.0,1.0
1003,Given the state of things...I like this society better.,1.2448979591836735,0.06857770460427194,49.0,38.0,10.0,1.0
1003,"The co-op board is pretty strict, but I think we're in, Muff.",1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1003,Did you bring my epi-pen?,1.2448979591836735,0.08516995935747561,49.0,41.0,4.0,4.0
1003,Just mind your own beeswax.,1.2448979591836735,0.08002238337427613,49.0,40.0,6.0,3.0
1003,Don't hang around. It's a sting operation.,1.2448979591836735,0.06857770460427194,49.0,38.0,10.0,1.0
1003,"When I called you honey, who knew you would take it this far?",1.2448979591836735,0.06206900541120632,49.0,37.0,12.0,0.0
1003,It's less square footage than I was hoping for but the location is great.,1.2448979591836735,0.08516995935747561,49.0,41.0,4.0,4.0
1003,I'm not like other bees...,1.2448979591836735,0.08002238337427613,49.0,40.0,6.0,3.0
1003,"It's not as bad as it looks, but that could be the hive mind mentality speaking.",1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1003,I'm starting to think it's not just in my ears.,1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1003,Would you like to come up and see my itchings?,1.2448979591836735,0.08516995935747561,49.0,41.0,4.0,4.0
1003,"After next week in the birds nest, I get my sex ed teaching certificate.",1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1003,"regardless, saying a man can't be the queen seems very sexist to me.",1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1003,"Yeah I know it's small and infested with bees, but it's only $1200 and IN the park.",1.2448979591836735,0.08002238337427613,49.0,40.0,6.0,3.0
1003,"Yeah, hydrocortisone cream, generic is fine.",1.2448979591836735,0.08002238337427613,49.0,40.0,6.0,3.0
1003,Warfare ain't what it used to be.,1.2448979591836735,0.08002238337427613,49.0,40.0,6.0,3.0
1003,There is something I need to tell you. I am a queen.,1.2448979591836735,0.08516995935747561,49.0,41.0,4.0,4.0
1003,"Honey, I love you.",1.2448979591836735,0.06206900541120632,49.0,37.0,12.0,0.0
1003,Sorry the queen isn't available can you come back tomorrow?,1.2448979591836735,0.08002238337427613,49.0,40.0,6.0,3.0
1003,I'd invite you in but I don't want to disturb my roommates.,1.2448979591836735,0.06206900541120632,49.0,37.0,12.0,0.0
1003,Every beekeeper I called refused to believe this.,1.2448979591836735,0.08516995935747561,49.0,41.0,4.0,4.0
1003,"Sure, it looks uncomfortable and awkward, but it is still better than a week with your family.",1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1003,Does this make me WASPish enough now for your Mother?,1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1003,Who says I'm not the Queen?,1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1003,"Your knew I was white and protestant, right?",1.2448979591836735,0.08002238337427613,49.0,40.0,6.0,3.0
1003,"Looks like a man, stings like a bee.",1.2448979591836735,0.06857770460427194,49.0,38.0,10.0,1.0
1003,That's no way to speak to the Queen.,1.2448979591836735,0.08002238337427613,49.0,40.0,6.0,3.0
1003,"Sweetie, you're not listening... they made me—a paralegal from Canarsie—their queen.",1.2448979591836735,0.08516995935747561,49.0,41.0,4.0,4.0
1003,The dog house was full.,1.2448979591836735,0.06857770460427194,49.0,38.0,10.0,1.0
1003,But I told you I was a WASP when we started dating.,1.2448979591836735,0.08002238337427613,49.0,40.0,6.0,3.0
1003,Hive you heard the buzz?,1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1003,I moved here for the competent female leadership.,1.2448979591836735,0.08516995935747561,49.0,41.0,4.0,4.0
1003,"Karen, it's true - I live with my parents.",1.2448979591836735,0.08002238337427613,49.0,40.0,6.0,3.0
1003,Getting the buzz on was the easy part.,1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1003,"When I read WASP on your profile, I thought it meant something else.",1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1003,I am NOT afraid of intimacy.,1.2448979591836735,0.08002238337427613,49.0,40.0,6.0,3.0
1003,"You told me to ""buzz off"". Can you be more specific next time?",1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1003,Will you be my keeper?,1.2448979591836735,0.08516995935747561,49.0,41.0,4.0,4.0
1003,It beats the doghouse. I’m staying.,1.2448979591836735,0.06857770460427194,49.0,38.0,10.0,1.0
1003,Top secret sting operation.,1.2448979591836735,0.08002238337427613,49.0,40.0,6.0,3.0
1003,'I've got SUCH a buzz on.',1.2448979591836735,0.08516995935747561,49.0,41.0,4.0,4.0
1003,Are you now convinced I'm a keeper?,1.2448979591836735,0.06857770460427194,49.0,38.0,10.0,1.0
1003,I always called you honey but I didn't think you took me serious.,1.2448979591836735,0.08516995935747561,49.0,41.0,4.0,4.0
1003,"If Donald Trump can be president, why can't I be the King of bees?",1.2448979591836735,0.09462876015811944,49.0,43.0,0.0,6.0
1003,"It's surprisingly roomy, the rent's not bad, and the park views are sensational.",1.2448979591836735,0.06857770460427194,49.0,38.0,10.0,1.0
1003,"You knew I was a WASP when you married me, Consuela.",1.2448979591836735,0.08516995935747561,49.0,41.0,4.0,4.0
1003,"Please quit calling me ""honey.""",1.2448979591836735,0.08516995935747561,49.0,41.0,4.0,4.0
1003,Did you see my EpiPen®?,1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1003,Stop searching for imaginary red flags.,1.2448979591836735,0.06857770460427194,49.0,38.0,10.0,1.0
1003,It's kind of like acupuncture but cheaper!,1.2448979591836735,0.08516995935747561,49.0,41.0,4.0,4.0
1003,Tiny houses are all the buzz these days.,1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1003,They'll return my torso if we stop eating honey.,1.2448979591836735,0.08002238337427613,49.0,40.0,6.0,3.0
1003,Would you rather I have a man cave?,1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1003,Me? I'm studying sudden bee colony collapse. Why do you ask?,1.2448979591836735,0.08516995935747561,49.0,41.0,4.0,4.0
1003,The doghouse was occupied.,1.2448979591836735,0.08002238337427613,49.0,40.0,6.0,3.0
1003,It's the getting out that's the hard part.,1.2448979591836735,0.06857770460427194,49.0,38.0,10.0,1.0
1003,Apparently a wicked witch does not like to be called honey.,1.2448979591836735,0.08516995935747561,49.0,41.0,4.0,4.0
1003,I bought the Queen-for-a-Day package.,1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1003,The next time we fight I think I'd prefer the doghouse,1.2448979591836735,0.08002238337427613,49.0,40.0,6.0,3.0
1003,You don't look like your profile pic.,1.2448979591836735,0.08002238337427613,49.0,40.0,6.0,3.0
1003,But all of my friends' wives let them have manhives.,1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1003,"Yes honey, but do we have any band aids?",1.2448979591836735,0.06206900541120632,49.0,37.0,12.0,0.0
1003,Still trying to fit in?,1.2448979591836735,0.08002238337427613,49.0,40.0,6.0,3.0
1003,"I know, darling, you're going to have a hard time to explain this to 9-1-1.",1.2448979591836735,0.08002238337427613,49.0,40.0,6.0,3.0
1003,"As far as I can tell, this is the last refuge for a male WASP.",1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1003,Don't touch me. I've got a bad case of hives.,1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1003,"To be fair, my profile did say ""Wasp.""",1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1003,That medication for chronic hives--get rid of it.,1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1003,They have free Wi-Fi.,1.2448979591836735,0.08002238337427613,49.0,40.0,6.0,3.0
1003,Beats being in the doghouse.,1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1003,What? Haven't you ever played hive and seek?,1.2448979591836735,0.06857770460427194,49.0,38.0,10.0,1.0
1003,Hive been expecting you.,1.2448979591836735,0.08002238337427613,49.0,40.0,6.0,3.0
1003,"With the hives, it must be an allergic reaction.",1.2448979591836735,0.08516995935747561,49.0,41.0,4.0,4.0
1003,It's not you. It's just that I break out in hives whenever we're together.,1.2448979591836735,0.08002238337427613,49.0,40.0,6.0,3.0
1003,At least Donald Trump can't reach me here.,1.2448979591836735,0.06857770460427194,49.0,38.0,10.0,1.0
1003,Could you scratch my nose?,1.2448979591836735,0.08002238337427613,49.0,40.0,6.0,3.0
1003,I've converted.,1.2448979591836735,0.08002238337427613,49.0,40.0,6.0,3.0
1003,It's my man hive.,1.2448979591836735,0.06857770460427194,49.0,38.0,10.0,1.0
1003,Did you remember the Epi-Pen?,1.2448979591836735,0.06857770460427194,49.0,38.0,10.0,1.0
1003,My roommates think you're a bit of a buzzkill.,1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1003,Not all WASPs are this tightly wrapped,1.2448979591836735,0.08516995935747561,49.0,41.0,4.0,4.0
1003,"Best buzz, ever!",1.2448979591836735,0.09002367529160576,49.0,42.0,2.0,5.0
1003,An empty nest at last.,1.2448979591836735,0.07452007585104299,49.0,39.0,8.0,2.0
1091,"It's 10,000 bedrooms but no bath.",1.24,0.08359279336187311,50.0,42.0,4.0,4.0
1092,"""if you are experiencing depression, thoughts of suicide and if you see you deceased husbands face on a bee hive, stop taking Latuda and call your physician immediately""!",1.2352941176470589,0.09496057470137044,34.0,28.0,4.0,2.0
1092,"I got 99 problems, and the bees are all of them.",1.2352941176470589,0.09496057470137044,34.0,28.0,4.0,2.0
1094,"So in the future, be careful where you set your time-travel coordinates.",1.2340425531914894,0.0624267634368288,47.0,36.0,11.0,0.0
1094,I self-identify as a wasp.,1.2340425531914894,0.07581055041090795,47.0,38.0,7.0,2.0
1094,"I do Mondays through Wednesdays, the Queen Thursdays through Saturdays. We alternate on Sundays.",1.2340425531914894,0.06944184742215101,47.0,37.0,9.0,1.0
1094,"Not tonight, my hive's acting up.",1.2340425531914894,0.0816842024739688,47.0,39.0,5.0,3.0
1094,I'm not coming home. She makes me feel like a King,1.2340425531914894,0.07581055041090795,47.0,38.0,7.0,2.0
1094,Can you call my phone? I can't find it.,1.2340425531914894,0.0816842024739688,47.0,39.0,5.0,3.0
1094,"You've never called me ""Honey.""",1.2340425531914894,0.0816842024739688,47.0,39.0,5.0,3.0
1094,What?!... I told you I wanted to start making my own honey!,1.2340425531914894,0.07581055041090795,47.0,38.0,7.0,2.0
1094,"Honestly, I was just getting honey. I was not flirting with the Queen.",1.2340425531914894,0.07581055041090795,47.0,38.0,7.0,2.0
1094,"Well, it's a lot more comfortable than living with you.",1.2340425531914894,0.08716294117348178,47.0,40.0,3.0,4.0
1094,"Then run away, you always run away",1.2340425531914894,0.07581055041090795,47.0,38.0,7.0,2.0
1094,"I didn't mean that literally, Honey.",1.2340425531914894,0.08716294117348178,47.0,40.0,3.0,4.0
1094,"An encouraging word, please.",1.2340425531914894,0.06944184742215101,47.0,37.0,9.0,1.0
1094,"Funny you should ask. I've been busy as a ... well, you know.",1.2340425531914894,0.06944184742215101,47.0,37.0,9.0,1.0
1094,It's not what it seems like.,1.2340425531914894,0.0816842024739688,47.0,39.0,5.0,3.0
1094,Did your mother leave yet?,1.2340425531914894,0.07581055041090795,47.0,38.0,7.0,2.0
1094,"Honey, comb your hair.",1.2340425531914894,0.07581055041090795,47.0,38.0,7.0,2.0
1094,She made me feel needed.,1.2340425531914894,0.07581055041090795,47.0,38.0,7.0,2.0
1094,They elected me their queen.,1.2340425531914894,0.06944184742215101,47.0,37.0,9.0,1.0
1094,I think you heard me incorrectly. I said mind your own beeswax honey not mine your own beeswax.,1.2340425531914894,0.0816842024739688,47.0,39.0,5.0,3.0
1094,"Your still my queen, honest.",1.2340425531914894,0.0816842024739688,47.0,39.0,5.0,3.0
1094,What do you mean I never told you my parents were wasps!?,1.2340425531914894,0.07581055041090795,47.0,38.0,7.0,2.0
1094,Your mother thinks I'm too WASPy for you.,1.2340425531914894,0.07581055041090795,47.0,38.0,7.0,2.0
1094,Bzzt. Over here.,1.2340425531914894,0.07581055041090795,47.0,38.0,7.0,2.0
1094,Lower your voice. This is a sting operation.,1.2340425531914894,0.07581055041090795,47.0,38.0,7.0,2.0
1094,The doctor said it's the worst case of hives they've ever seen.,1.2340425531914894,0.06944184742215101,47.0,37.0,9.0,1.0
1094,I said 'beelzebub' three times in the mirror and this is what happened.,1.2340425531914894,0.0816842024739688,47.0,39.0,5.0,3.0
1094,"Honey, don't be such a buzz kill.",1.2340425531914894,0.06944184742215101,47.0,37.0,9.0,1.0
1094,"No, actually I'm Jewish.",1.2340425531914894,0.08716294117348178,47.0,40.0,3.0,4.0
1094,What's the Buzz around here you ask,1.2340425531914894,0.07581055041090795,47.0,38.0,7.0,2.0
1094,"Oh, hi honey...well, this is awkward.",1.2340425531914894,0.0816842024739688,47.0,39.0,5.0,3.0
1094,My therapist says this will cure my fear of bees.,1.2340425531914894,0.07581055041090795,47.0,38.0,7.0,2.0
1094,I've never had to bring my Epipen on a first date.,1.2340425531914894,0.06944184742215101,47.0,37.0,9.0,1.0
1094,The Lord of the Flies job was taken.,1.2340425531914894,0.07581055041090795,47.0,38.0,7.0,2.0
1094,"If you want to come in, you'll have to take your shoes off.",1.2340425531914894,0.07581055041090795,47.0,38.0,7.0,2.0
1094,'Money'? I thought you said go out and make some 'honey.',1.2340425531914894,0.0816842024739688,47.0,39.0,5.0,3.0
1094,Do you ever hear buzzing in your ear?,1.2340425531914894,0.07581055041090795,47.0,38.0,7.0,2.0
1094,What did you expect? My dating profile clearly said WASP!,1.2340425531914894,0.07581055041090795,47.0,38.0,7.0,2.0
1094,You said you wanted fresh and local.,1.2340425531914894,0.07581055041090795,47.0,38.0,7.0,2.0
1094,"The Queen regrettably must decline your request for an audience, as she currently is meeting with her drones.",1.2340425531914894,0.0816842024739688,47.0,39.0,5.0,3.0
1094,I really think our sex therapist is right and this is for the best.,1.2340425531914894,0.0816842024739688,47.0,39.0,5.0,3.0
1094,"Trust me, it's not what you think.",1.2340425531914894,0.06944184742215101,47.0,37.0,9.0,1.0
1094,"Yes dear, I understand that your day is going more worse than mine.",1.2340425531914894,0.06944184742215101,47.0,37.0,9.0,1.0
1094,I told you this Air Bee-n-Bee had a great view of the park.,1.2340425531914894,0.0816842024739688,47.0,39.0,5.0,3.0
1094,"On the plus side, I'm the only guy here.",1.2340425531914894,0.07581055041090795,47.0,38.0,7.0,2.0
