,caption,funny,somewhat_funny,unfunny,count,score,precision,rank
802,"As you grow older, it just gets smaller.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,3135
803,Now can we agree that size doesn't matter?,1.0,2.0,9.0,12.0,1.3333333333333333,0.18802535827258876,3136
804,"symbolically,son, these last few inches are always for the man of the house.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,3138
805,Are you going to ask it to Prom or are you going to finally help out here?,1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,3139
806,Keep digging. You're close to the treasure.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,3142
807,So I've shoveled the walk and you're my witness. I'm off for your mother.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,3144
808,"Lift with your knuckles, not your back.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2777
809,Try to keep up.,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,3145
810,Its' called trickle down economics.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,3150
811,I disagree with you - size DOES matter!,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,3152
812,Just making a Frosty the Snow Cocktail.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,3153
813,"I appreciate your ambition, son. It seems you can take it from here.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,3154
814,"Your'e right, I am less likely to die of a heart attack with this shovel, but I'm more likely to die of old age.",0.0,2.0,11.0,13.0,1.1538461538461537,0.10415433852097389,3155
815,Forget character. You're learning a valuable lesson in strategizing expectations.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,3158
816,"Oh! So now, all of a sudden size does matter.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,3147
817,And one day your son will keep you from having a heart attack.,8.0,11.0,15.0,34.0,1.7941176470588236,0.1386168738889622,2775
818,If only I had bought two big shovels.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2774
819,Its too big for the sand box .,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2768
820,Stop shoveling outside of the box!,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2428
821,"Whew. Rob, are you sure by door-to-door the campaign manager meant from the front door to the door of the polling booth?",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2427
822,I'm embracing minimalism.,1.0,6.0,9.0,16.0,1.5,0.15811388300841897,2424
823,"Outsourcing works this way at my company too, son.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2423
824,"See, it's no different than shoveling sand at the beach.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2422
825,I know Kung Fu Panda 3 starts in ten minutes; I'm shoveling as fast as I can.,0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,2421
826,"Over here, Johnney. Like this.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2417
827,"Son, I told you to get the shovel your size...",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2416
828,It's the latest iShovel.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2414
829,I should have gone to Costco also.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2413
830,"You're learning a trade, kid.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2411
831,"Remember, not a word about my 'stamina' to your mother.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2407
832,"Because you speaks so softly, that's why.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2406
833,Do ya wanna trade?,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2405
834,This is what is called a teachable moment.,0.0,1.0,6.0,7.0,1.1428571428571428,0.1543033499620919,2433
835,Hey dad! Mom told me to bring this to you. She thinks you are avoiding her!!!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2403
836,"My dear, it's not the size of the tool, it's its correct application.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2400
837,And so ends today’s lesson in humiliation.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2398
838,"'Lazy kids will do anything to avoid work.""",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2394
839,"It's not the siaze of the shovel, son, it's how you use it!",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2393
840,I'll be done by March.,1.0,3.0,9.0,13.0,1.3846153846153846,0.18040060614705497,2390
841,sometimes less is more,0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,2388
842,"Whadya mean ""What am I doing here""? I'm the latest conceptual art installation from the Museum of Contemporary Art.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2386
843,"Like I say, size doesn't matter.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2383
844,Why use that when I've got this app on my phone?,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2382
845,"It is quality, not quantity, that is the most personally satisfying.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2381
846,"Since I only get you on the weekends, I need to be creative with the character building exercises.",0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,2380
847,If size mattered you wouldn't be here.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2377
848,Do you have to condensate for something over there?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2373
849,Is he holding the shovel or is the shovel holding him?,0.0,0.0,6.0,6.0,1.0,0.18257418583505536,2362
850,See? Manual labor is not at all like Minecraft.,0.0,5.0,8.0,13.0,1.3846153846153846,0.14044168141158103,2402
851,"Compensating? No, I'm not 'compensating'. You?",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2359
852,"Yes Bobby, that's the one that gave your mother her bad back",0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,2434
853,Forget the shovel. Go into the house and get your toothbrush to help daddy clean the walk.,1.0,0.0,8.0,9.0,1.2222222222222223,0.2222222222222222,2436
854,Call your mother. This could go viral.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2488
855,Straight A's = small shovel.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2486
856,Wanna swap?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2484
857,You're sure your mother's inside?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2483
858,I had to win the gambling with a son and get bigger one...,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2481
859,Things seem bigger when you are young. When you are older it will seem small.,1.0,3.0,9.0,13.0,1.3846153846153846,0.18040060614705497,2479
860,"Yes, my shovel is 99% bigger, but you're 99% bigger than me. So it works out. Keep shoveling.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2477
861,Don't judge a man by its cover. A little man can sometimes do more than a big man.,0.0,0.0,6.0,6.0,1.0,0.18257418583505536,2476
862,It is all in how you use it.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2475
863,"Oh no, life's nothing but an Etcha-a-S . . .",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2472
864,"Go tell Mom she wins, we're moving to Florida.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2470
865,"Put some muscle into it, son. Like this.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2468
866,Put some elbow into it.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2467
867,The cold made it shrink.,2.0,1.0,10.0,13.0,1.3846153846153846,0.2129903554594378,2466
868,"Remember, lift with your knees, not your back!",3.0,2.0,11.0,16.0,1.5,0.2041241452319315,2435
869,That's the last time you tell Mom about Dad's secret beer cooler.,0.0,0.0,6.0,6.0,1.0,0.18257418583505536,2465
870,Can you believe your mother calls me a perfectionist?,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2461
871,You're handling it with kid gloves.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2459
872,Get on the walkway dummy!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2457
873,Bend at your knees!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2455
874,"Just remember, son: Size doesn't matter.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2454
875,I have an idea: let's switch coats.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2453
876,"My mom says it's to bad you don't have a bigger one, and then she laughed.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2449
877,You knew going into this business venture that I was the brains and YOU were the muscle!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2448
878,I told you our therapist is wrong -- size does matter!,0.0,0.0,6.0,6.0,1.0,0.18257418583505536,2447
879,Now you go out and sign up three more kids to shovel; that's how you retire early.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2444
880,You'll understand when you're old enough to drink coffee.,0.0,0.0,6.0,6.0,1.0,0.18257418583505536,2443
881,"If this turns to rain, I'll take your umbrella.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2442
882,"And when it all melts, I have a shot glass you can use to clear away the flooding.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2440
883,I call this the 'Bernie Sanders' strategy.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2438
884,I'm glad you are helping me son!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2462
885,"I believe in quality, not quantity.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2355
886,'...Let's swap wives too',0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2353
887,This isn't as funny as I thought it would be.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2351
888,This is why you got a snow day.,0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,2271
889,"It's a lesson in politics, Jeffery.",1.0,0.0,8.0,9.0,1.2222222222222223,0.2222222222222222,2269
890,He's got his mother's biceps,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2267
891,Make America great again my ass!!,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2266
892,"A sled? You don't want one, I've seen Citizen Kane.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2265
893,"It's not the size of the tool, son, it's whether your gonna use the darn thing.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2263
894,"See, it's about the motion of the ocean, son.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2262
895,"The shovel shaming continued for another winter, and Wally wondered if he'd ever emerge from his father's shadow.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2261
896,"You're right, dear. My shovel works a lot better.",0.0,0.0,6.0,6.0,1.0,0.18257418583505536,2260
897,"Don't overexert yourself, Junior!",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2258
898,Is this the Mr. Softie residence .,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2257
899,It is a Lake House and I am getting close.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2256
900,"Unlike some pathetic losers I know, I prefer to undercompensate.",0.0,2.0,9.0,11.0,1.1818181818181819,0.12196734422726127,2254
901,"there's an obvious dick joke here, but i'm not going to tell it because you're eight and i suspect it's not, like, good parenting to give you the impression that i've spent a lot of time considering the sizes of dicks",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2253
902,"The Mystery: Why big man are usually ""small"".",0.0,0.0,9.0,9.0,1.0,0.11785113019775792,2274
903,Your father's no wussy!,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2252
904,"God loves a lonely hero, son...",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2248
905,Go tell Mom she made her point; size does matter!,0.0,1.0,6.0,7.0,1.1428571428571428,0.1543033499620919,2246
906,"Sure, it would be easier. But the detailing would be all wrong.",1.0,3.0,9.0,13.0,1.3846153846153846,0.18040060614705497,2237
907,El nino?,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2232
908,Wanna exchange shovels?,0.0,0.0,6.0,6.0,1.0,0.18257418583505536,2231
909,I'm teaching you about the national debt.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2226
910,Do you have any evidence that I swapped mine for yours?,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2224
911,Only the mediocre workman blames his tools!,3.0,5.0,11.0,19.0,1.5789473684210527,0.17631360738808577,2221
912,"Remember, son, it's not the size of your shovel but how you throw the snow!",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2220
913,Life's full of ironies isn't it?,0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,2219
914,I'm totally taking the fifth.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2218
915,Where do I get one of those?,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2216
916,"Remember kid, it's not the size of the shovel, but how you use it.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2213
917,It's Effective!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2212
918,"Some women might tell you that size matters, but I know my wife.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2251
919,"A convenient mixup, mom.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2277
920,You've got to lift with your legs. Watch me do it.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2278
921,John was ironic; his wife was a surrealist.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2280
922,I can't feel my face when I'm with you,0.0,0.0,8.0,8.0,1.0,0.1336306209562122,2349
923,Mom says she needs that spatula for the flapjacks.,0.0,0.0,8.0,8.0,1.0,0.1336306209562122,2346
924,I told you not to stop!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2344
925,"Hey pal, you need to get a new perspective",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2337
926,"Thank you son, but spatulas are a family tradition.",1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,2334
927,"I figure that by the time I finish, the snow will have melted.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2332
928,You ask why? Because I'm the father.,0.0,0.0,6.0,6.0,1.0,0.18257418583505536,2329
929,Where were you nine hours ago?,0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,2328
930,"Sure, son, we can go sledding, but let Daddy finish his chores first.",1.0,0.0,9.0,10.0,1.2,0.19999999999999998,2327
931,"When I was your age we had to shovel our way to school, two miles each way — uphill in the snow!",1.0,2.0,9.0,12.0,1.3333333333333333,0.18802535827258876,2325
932,Never bring a meta shovel to a proto snowfall.,0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,2324
933,"The trick is, the longer you spend in the snow, the more likely you are to win an Oscar.",0.0,6.0,8.0,14.0,1.4285714285714286,0.13725270326150324,2322
934,I asked my teacher today about child labor laws.,0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,2320
935,"Bigger isn't necessarily better, son.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2317
936,We weren't hired to shovel the lawn.,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2316
937,"By an inch is a cinch, by a yard is extra hard.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2315
938,Sunny Boy! A credit card on a popsicle stick is all you need!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2314
939,"Come on, Tom Sawyer is going to let me do his driveway too.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2282
940,Now do you believe me that size doesn't matter?,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2283
941,"Son, it's a poor workman who blames his tools.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2284
942,I know your wife told you that size doesn't matter. But...,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2285
943,Even after 25 years I still like to prove to your mother that size doesn't matter.,0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,2290
944,See? That what you get with socialist redistribution.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2291
945,Tell your mom to get out here so I can finally prove to her that size doesn't matter.,1.0,0.0,9.0,10.0,1.2,0.19999999999999998,2489
946,Next time I get to choose odd or even!,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2293
947,"Good job, Dad. It's not the size of the shovel, but how you use it.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2299
948,Hey kid. Get busy!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2301
949,C'mon son! success is 1% inspiration 99% perspiration,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2309
950,"When you wear big boy pants, you use the baby shovel.",1.0,0.0,9.0,10.0,1.2,0.19999999999999998,2311
951,Next we have to do the driveway.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2312
952,"I will trade you for that ""scoop"" shovel.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2313
953,Have a nice Spring!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2296
954,That's what you call a shovel. This is a SHOVEL,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1095
955,Hey Dad... FEEL THE BERN!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2491
956,"I feel like we would make better progress if we switched shovels, don't you think?",1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,2494
957,Pass the salt!,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2694
958,"On average, they're both perfect.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2693
959,"When you could'nt afford an expensive snow shovel, but Santa gave it to you for Christmas...",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2692
960,It's just an optical illusion.,0.0,1.0,6.0,7.0,1.1428571428571428,0.1543033499620919,2691
961,It's the motion that counts.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2688
962,"You see son, A poor workman blames his tools.",0.0,1.0,6.0,7.0,1.1428571428571428,0.1543033499620919,2685
963,"Because the snow is heavier up here, that's why.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2683
964,Tomorrow we'll get into guns vs. butter.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2681
965,Still think bigger is better?,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2679
966,"It's cotton candy, Bro!",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2678
967,It's all in the wrist action.,0.0,5.0,8.0,13.0,1.3846153846153846,0.14044168141158103,2674
968,What did you expect? I'm for Bernie Sanders.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2673
969,I triple dog dare you!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2671
970,I am getting paid by the hour. How about you??,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2670
971,hurry up Bobby! Find the Dog! BARK! BarK!,0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,2695
972,Damn Daniel!!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2669
973,Just look at your old man go!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2663
974,And that's how men did it when they were your age.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2661
975,"Careful son, that's not a toy.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2660
976,"Hey Dad, Mom says maybe you could use this instead of a spatula.",1.0,0.0,10.0,11.0,1.1818181818181819,0.18181818181818182,2659
977,Don't speak so softly.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2658
978,Wrong! Slow and steady does NOT always win the race.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2657
979,I have less character to build.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2655
980,Mommy said it was right in the garage where she said it was???,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2654
981,"It's quality not quantity, kiddo.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2650
982,I've been at this for two days and NOW you find the shovel!,2.0,6.0,10.0,18.0,1.5555555555555556,0.1661211114658671,2648
983,"If my scoop is ten times smaller, when will we finish Johnny?",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2647
984,It is all about leverage!,0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,2642
985,"Mine is too small. Yours is too big. Come on, let's switch hats.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2640
986,"Mrs. Robinson, weren’t you the one that taught me that it’s not the size of your shovel but it’s how you swivel it?",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2636
987,"Nonetheless, the entire walk is clear of snow.",1.0,4.0,9.0,14.0,1.4285714285714286,0.1727058642362825,2665
988,Why didn’t I think of buying a bigger shovel?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2634
989,"No, I can't come dig you out!",0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,2699
990,I only use that one for political snowjobs.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2704
991,"Daddy, suffering independence or socialist leanings?",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2763
992,"Come on, Willie, I used to walk to school barefooted in this stuff.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2762
993,You knew I was a short order cook when you asked me to help.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2761
994,"Remember Son, it's not the size of your shovel, but how you use it.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2760
995,"Junior, this is what I mean by counter intuitive!",0.0,1.0,6.0,7.0,1.1428571428571428,0.1543033499620919,2759
996,"Ok, you've proved your point that it's not size that counts but what you do with it. Can we go back inside now?",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2755
997,"So who wants to grow up big and strong like you, Daddy, now?",0.0,0.0,8.0,8.0,1.0,0.1336306209562122,2749
998,Thank you. I feel validated.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2748
999,This is my fetish.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2745
1000,Short man. Tall Shovel,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2742
1001,"I guess it's true, it's not the size of the shovel, but the size of the shoveler !",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2741
1002,"What? Lady, my name's Melvin, not Sisyphus.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2739
1003,Final offer I'll triple your allowance for the shovel.,0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,2737
1004,"OK, you won the coin flip. When will you start shoveling?",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2736
1005,"I told you, my son, size doesn't matter",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2702
1006,Remember how I love bonsai?,1.0,0.0,9.0,10.0,1.2,0.19999999999999998,2735
1007,You told me that size doesn't count for everything.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2733
1008,"Ok,now do you see the difference between a Daddy shovel and a little boy's shovel?",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2732
1009,Now you show up!,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2731
1010,"It's shovel full, not mindful.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2728
1011,"You see, there's an inverse correlation between the size of the shovel and the amount of character built.",1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,2726
1012,"Someday you will learn, son, that it helps to adapt when you're not well endowed.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2723
1013,Don't bring a spoon to a shovel fight.,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2721
1014,Faster.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2719
1015,Mr. Hitchcock and his gnome enjoyed the changing seasons.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2716
1016,"Well, at least I have one important thing bigger than you.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2713
1017,Mom says to use this to shovel the walk unless you want her to flip the burgers with a plunger,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2712
1018,You can take this job and shovel it.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2710
1019,"It's all in the wrist, son.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2707
1020,Your find in life Son the Devil is in the detail,0.0,0.0,6.0,6.0,1.0,0.18257418583505536,2705
1021,Of course I knew we had that in the shed.,2.0,1.0,10.0,13.0,1.3846153846153846,0.2129903554594378,2734
1022,It's not as mismatched as it looks. Are you familiar with 'parallax error'?,1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,2632
1023,"It's the city drones, Charlie! Shovel faster before we get fined!",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2631
1024,I told you we should have picked up the milk and eggs yesterday.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2626
1025,"One small scoop by me, one giant walkway cleared.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2550
1026,"Hey son, this is what I call teamwork!",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2549
1027,You're still not getting a bigger allowance.,0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,2547
1028,"Sorry I mentioned we switch tools, Napoleon. Carry on!",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2545
1029,Your allowance just became non-non-negotiable.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2544
1030,""" Have fun, Im going to ""DISNEYLAND"".",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2541
1031,I see we have a future politician in the family.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2539
1032,"Maybe when you're through shoveling the lawn, you can mow the sidewalk.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2537
1033,"You see? It's not the engine, it's the engineer.",1.0,0.0,9.0,10.0,1.2,0.19999999999999998,2536
1034,"Sorry, this is more exercise.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2533
1035,"Because when I'm done shoveling the sidewalk I have to rub Grandma's nasty feet, that's why.",2.0,1.0,10.0,13.0,1.3846153846153846,0.2129903554594378,2532
1036,This is what we get for shopping on Craigslist.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2531
1037,"... and in high heels, too.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2530
1038,You're overcompensating.,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2528
1039,"I saw it on ""Escape from Alcatraz."" What's your excuse?",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2551
1040,"Did he say a 100 foot path 36 "" wide or a 36 foot path, one hundred inches wide?",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2526
1041,"As I told your mother, bigger is not necessarily better.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2521
1042,Shovel Envy,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2518
1043,"Thanks, but I'm getting paid by the hour, if you get my drift.",0.0,4.0,7.0,11.0,1.3636363636363635,0.1521200048243774,2515
1044,Grandpa wants to know if you would like a cup of hot Coco?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2513
1045,"I'm almost finished,then we'll play",0.0,0.0,5.0,5.0,1.0,0.22360679774997896,2511
1046,Do you see how I'm lifting with my legs?,1.0,8.0,9.0,18.0,1.5555555555555556,0.14512159026911448,2509
1047,Because I'm the detail man that's why!!!,1.0,5.0,9.0,15.0,1.4666666666666666,0.1652319197418807,2508
1048,Your mother used all the driveway salt in the pasta.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2507
1049,"Hey, when I was your age, I didn't get any help shoveling.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2506
1050,Don't tell your mother.,1.0,0.0,8.0,9.0,1.2222222222222223,0.2222222222222222,2500
1051,Size does not matter if you have LOWBANDWITH.,1.0,0.0,9.0,10.0,1.2,0.19999999999999998,2499
1052,It's like you WANT me to go back to work.,0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,2498
1053,"If you're Yoda, give me The Force; if not, give me your shovel.",1.0,3.0,9.0,13.0,1.3846153846153846,0.18040060614705497,2497
1054,"Everyone, son, has their own path and their own journey.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2496
1055,Because your father is a trained archeologist.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2525
1056,"I'm trying to fulfill my duty as your parent to demonstrate a cliché-laden metaphoric life lesson about the virtues of hard work, perseverance and overcoming obstacles; could you just let me?",1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,2553
