caption,funny,somewhat_funny,unfunny,count,score,precision,rank,contest
Is a bird on the gun worth two in the bush?,3.0,3.0,15.0,21.0,1.4285714285714286,0.16288220358559116,709,519
What sort of twisted mind brings a songbird on a hunt?,2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
"That's not chutzpah, that's cojones!",3.0,3.0,15.0,21.0,1.4285714285714286,0.16288220358559116,709,519
"Ever since he landed on Bernie Sander's podium, he thinks he can land anywhere he wants!",3.0,3.0,15.0,21.0,1.4285714285714286,0.16288220358559116,709,519
It's obvious--it's a decoy,3.0,3.0,15.0,21.0,1.4285714285714286,0.16288220358559116,709,519
I guess Darwin was wrong on at least two counts.,1.0,7.0,13.0,21.0,1.4285714285714286,0.1304101327393253,709,519
He likes living on the edge.,2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
"A cuckoo, no doubt.",2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
"There he goes again, jumping the gun.",1.0,7.0,13.0,21.0,1.4285714285714286,0.1304101327393253,709,519
Uber penetrates another market.,2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
At least he is no Cheney,3.0,3.0,15.0,21.0,1.4285714285714286,0.16288220358559116,709,519
Those Bugs Bunny cartoons will be the death of him.,2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
I thought he meant he was going over to the other side of the forest.,2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
One on the gun beats two in the bush.,2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
We call it 'Hidden in plain sight'.,3.0,3.0,15.0,21.0,1.4285714285714286,0.16288220358559116,709,519
Evolution works in mysterious ways.,4.0,1.0,16.0,21.0,1.4285714285714286,0.1768969106762544,709,519
The kid always shows off when he knows Elmer is out of ammo.,2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
A bird on the gun is worth three in the bush.,3.0,3.0,15.0,21.0,1.4285714285714286,0.16288220358559116,709,519
Just stay quiet. I think we're gonna be okay with this guy.,3.0,3.0,15.0,21.0,1.4285714285714286,0.16288220358559116,709,519
I call it Gun-Stockholm Syndrome.,2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
She does all her own stunts.,2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
Geez Harriet. I told you you weren't spending enough time on that egg.,1.0,7.0,13.0,21.0,1.4285714285714286,0.1304101327393253,709,519
He really committed to hiding in plain sight.,2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
Petey is riding shot gun again.,1.0,7.0,13.0,21.0,1.4285714285714286,0.1304101327393253,709,519
"You know, the extreme sports movement is getting out of hand.",2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
They met on Twitter,0.0,9.0,12.0,21.0,1.4285714285714286,0.11065666703449764,709,519
Don't just perch there. Poop.,3.0,3.0,15.0,21.0,1.4285714285714286,0.16288220358559116,709,519
Guns don't kill birds; birds kill birds!,2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
I preferred it when he used a dog.,2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
"Keep your friends close, your enemy closer.",2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
The one on the gun is dumber than the two in the bush.,1.0,7.0,13.0,21.0,1.4285714285714286,0.1304101327393253,709,519
"OK, George got the gun; you get the shells and I'll take the hat.",2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
Pair of two..on a branch to your right..don't look now,2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
Dumbass.,3.0,3.0,15.0,21.0,1.4285714285714286,0.16288220358559116,709,519
Earl is depressed again.,2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
Kids are always looking for a rush these days.,0.0,9.0,12.0,21.0,1.4285714285714286,0.11065666703449764,709,519
I agree. Bruce has gone over to the dark side.,1.0,7.0,13.0,21.0,1.4285714285714286,0.1304101327393253,709,519
Should we tell Steve that he landed on the wrong branch?,3.0,3.0,15.0,21.0,1.4285714285714286,0.16288220358559116,709,519
I had to stop following him. All he tweets about is the Second Amendment.,2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
"Impressive. Personally, I would have chosen ""Truth"".",3.0,3.0,15.0,21.0,1.4285714285714286,0.16288220358559116,709,519
Some of us like living on the edge.,2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
I love deer season.,2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
Millennials need mentoring.,0.0,9.0,12.0,21.0,1.4285714285714286,0.11065666703449764,709,519
"Look Marge, Tweetledumb is hunting for Tweetledee again.",2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
I did't think he would take the bet,3.0,3.0,15.0,21.0,1.4285714285714286,0.16288220358559116,709,519
I should've known from his tweets that he was a stool pigeon.,3.0,3.0,15.0,21.0,1.4285714285714286,0.16288220358559116,709,519
An endangered species classification changes everything.,1.0,7.0,13.0,21.0,1.4285714285714286,0.1304101327393253,709,519
"47, 48, 49...New Record!",2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
I blame the video games.,3.0,3.0,15.0,21.0,1.4285714285714286,0.16288220358559116,709,519
One day his pranks will backfire on him,1.0,7.0,13.0,21.0,1.4285714285714286,0.1304101327393253,709,519
#occupyshotgun,3.0,3.0,15.0,21.0,1.4285714285714286,0.16288220358559116,709,519
I can't wait to tweet about this.,1.0,7.0,13.0,21.0,1.4285714285714286,0.1304101327393253,709,519
"I don't know what to make of this. We're in the bush, but he's not in his hand.",2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
We have to address Bobby's impulse control.,1.0,7.0,13.0,21.0,1.4285714285714286,0.1304101327393253,709,519
Well that explains the fancy birdhouse and expensive suet.,3.0,3.0,15.0,21.0,1.4285714285714286,0.16288220358559116,709,519
Riding shotgun must be thrilling.,3.0,3.0,15.0,21.0,1.4285714285714286,0.16288220358559116,709,519
"A bird on the gun is worth two in the bush, I think we are safe.",3.0,3.0,15.0,21.0,1.4285714285714286,0.16288220358559116,709,519
She's one of our embedded journalists...,2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
"Remember Son: ""Keep your friends close and your enemies closer.""",3.0,3.0,15.0,21.0,1.4285714285714286,0.16288220358559116,709,519
They call us bird-brains?,2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
I think we need to get ourselves a new lookout...,1.0,7.0,13.0,21.0,1.4285714285714286,0.1304101327393253,709,519
Is one on the gun worth two in the bush?,2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
"I said double dog dare, he HAD to do it.",4.0,1.0,16.0,21.0,1.4285714285714286,0.1768969106762544,709,519
"So THIS is what Junior means by ""riding shotgun""",3.0,3.0,15.0,21.0,1.4285714285714286,0.16288220358559116,709,519
It's my wife's idiot nephew.,3.0,3.0,15.0,21.0,1.4285714285714286,0.16288220358559116,709,519
He's taking this Mocking Jay thing to a whole new level.,2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
"If you think about it, he really is in the safest spot.",2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
Fight or flight is lost on her.,2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
That Sanders rally sure made him cocky.,1.0,7.0,13.0,21.0,1.4285714285714286,0.1304101327393253,709,519
Perhaps we ought to consider the advantages of helicopter parenting.,1.0,7.0,13.0,21.0,1.4285714285714286,0.1304101327393253,709,519
It's always been an odd relationship.,2.0,5.0,14.0,21.0,1.4285714285714286,0.14754222271266354,709,519
And you thought tweeting online was dangerous,2.0,4.0,13.0,19.0,1.4210526315789471,0.15886640593223536,785,519
"Quiet, he's still looking for two in the bush.",3.0,2.0,14.0,19.0,1.4210526315789471,0.17631360738808574,785,519
This month you get a free rifle with your Audubon Society membership.,1.0,6.0,12.0,19.0,1.4210526315789471,0.13925006900339948,785,519
Now he's just showing off,2.0,4.0,13.0,19.0,1.4210526315789471,0.15886640593223536,785,519
Risk taking! That's your side of the family!,1.0,6.0,12.0,19.0,1.4210526315789471,0.13925006900339948,785,519
Something tells me his cataract surgery wasn't a success.,3.0,2.0,14.0,19.0,1.4210526315789471,0.17631360738808574,785,519
Good thing Elmer's hunting wabbits today.,2.0,4.0,13.0,19.0,1.4210526315789471,0.15886640593223536,785,519
"Well, for ""Hamilton"" tickets, sure.",2.0,4.0,13.0,19.0,1.4210526315789471,0.15886640593223536,785,519
"If he gets that in his hand, we're safe.",3.0,2.0,14.0,19.0,1.4210526315789471,0.17631360738808574,785,519
"Boy, the NRA know how to drive memberships!",2.0,4.0,13.0,19.0,1.4210526315789471,0.15886640593223536,785,519
"Ever since Larry got that modeling gig at Twitter, he thinks he's invincible.",1.0,6.0,12.0,19.0,1.4210526315789471,0.13925006900339948,785,519
"My God, he's whistling Peter and the Wolf.",2.0,4.0,13.0,19.0,1.4210526315789471,0.15886640593223536,785,519
Song birds sure know how to rub it in.,3.0,2.0,14.0,19.0,1.4210526315789471,0.17631360738808574,785,519
"Dude, he is so grounded.",3.0,2.0,14.0,19.0,1.4210526315789471,0.17631360738808574,785,519
"""It's my fault, I never should have told him he was a son of a gun"".",2.0,4.0,13.0,19.0,1.4210526315789471,0.15886640593223536,785,519
Don't play chicken with him.,3.0,2.0,14.0,19.0,1.4210526315789471,0.17631360738808574,785,519
"Too lazy to fly, always riding shotgun.",0.0,8.0,11.0,19.0,1.4210526315789471,0.11637279966159292,785,519
"Hey, he's your son too!",2.0,4.0,13.0,19.0,1.4210526315789471,0.15886640593223536,785,519
"Logically, I know that it's meant to draw us out, but emotionally, all I want is to flap my wings and create a stir.",2.0,4.0,13.0,19.0,1.4210526315789471,0.15886640593223536,785,519
Lucky for us he forgot his glasses today!,4.0,0.0,15.0,19.0,1.4210526315789471,0.19218335351058446,785,519
They' re friends with benefits.,3.0,2.0,14.0,19.0,1.4210526315789471,0.17631360738808574,785,519
Don't worry dear I took the bullets out last night.,1.0,6.0,12.0,19.0,1.4210526315789471,0.13925006900339948,785,519
"So that's what you meant by ""riding shotgun!""",2.0,4.0,13.0,19.0,1.4210526315789471,0.15886640593223536,785,519
"He used to work in a mine, but decided decoy work was safer.",3.0,2.0,14.0,19.0,1.4210526315789471,0.17631360738808574,785,519
That proves it. Anyone can join the NRA.,2.0,4.0,13.0,19.0,1.4210526315789471,0.15886640593223536,785,519
Not in his hand...,1.0,6.0,12.0,19.0,1.4210526315789471,0.13925006900339948,785,519
We should tweet him,2.0,4.0,13.0,19.0,1.4210526315789471,0.15886640593223536,785,519
Safest place to be!,3.0,2.0,14.0,19.0,1.4210526315789471,0.17631360738808574,785,519
I'd say he's branching out.,2.0,4.0,13.0,19.0,1.4210526315789471,0.15886640593223536,785,519
Quail Tzu: Keep your enemies closer?,2.0,4.0,13.0,19.0,1.4210526315789471,0.15886640593223536,785,519
"I'm just saying, climate change has reduced the number of perches",0.0,8.0,11.0,19.0,1.4210526315789471,0.11637279966159292,785,519
Birdwatching makes me so nervous these days.,1.0,6.0,12.0,19.0,1.4210526315789471,0.13925006900339948,785,519
This is how I'll always remembers him.,1.0,6.0,12.0,19.0,1.4210526315789471,0.13925006900339948,785,519
Beats voting Republican!,2.0,4.0,13.0,19.0,1.4210526315789471,0.15886640593223536,785,519
"When I told him to be a lookout, that's not what I had in mind.",1.0,6.0,12.0,19.0,1.4210526315789471,0.13925006900339948,785,519
Dude he just doesn't give a tweet.,3.0,2.0,14.0,19.0,1.4210526315789471,0.17631360738808574,785,519
I've warned him repeatedly about the dangers of hitch-hiking but he just won't listen..,1.0,6.0,12.0,19.0,1.4210526315789471,0.13925006900339948,785,519
Beware! One bird on a barrel is safer than two on a bush.,2.0,4.0,13.0,19.0,1.4210526315789471,0.15886640593223536,785,519
"""I know he is on the endangered list, but he doesn't have to be pompous about it"".",2.0,3.0,12.0,17.0,1.4117647058823528,0.17275500183045192,823,519
"No, actually it's strategy is rather brilliant.",2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
Now that's Chutzpah!,1.0,7.0,14.0,22.0,1.4090909090909092,0.12585793731694053,824,519
Let's stay in the bush.,4.0,1.0,17.0,22.0,1.4090909090909092,0.16978584561937995,824,519
That quail knows Dick Cheney shoots only lawyers.,1.0,7.0,14.0,22.0,1.4090909090909092,0.12585793731694053,824,519
Now why didn't I think of that?,2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
Early bird gets the slug,1.0,7.0,14.0,22.0,1.4090909090909092,0.12585793731694053,824,519
That's the last place he'll look,1.0,7.0,14.0,22.0,1.4090909090909092,0.12585793731694053,824,519
That's the Bluebird of Haplessness.,3.0,3.0,16.0,22.0,1.4090909090909092,0.15651910121031104,824,519
He thinks an enemy kept close at hand is better than two friends in bush.,2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
Is this your first trip to Switzerland?,4.0,1.0,17.0,22.0,1.4090909090909092,0.16978584561937995,824,519
ignorance is bliss,3.0,3.0,16.0,22.0,1.4090909090909092,0.15651910121031104,824,519
I hate how he insists on riding shotgun all of the time,1.0,7.0,14.0,22.0,1.4090909090909092,0.12585793731694053,824,519
He always wanted a mobile home.,2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
I find the new gunsight offensive.,2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
Now that's definitely worth two in the bush.,2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
I'm not following his tweets.,2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
The young ones think they're so clever.,3.0,3.0,16.0,22.0,1.4090909090909092,0.15651910121031104,824,519
We let him learn through trial and error,3.0,3.0,16.0,22.0,1.4090909090909092,0.15651910121031104,824,519
Can’t decide which one is dumber.,2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
She claims it's platonic.,0.0,9.0,13.0,22.0,1.4090909090909092,0.10729033533674227,824,519
This isn't sitting well with the dog unions.,3.0,3.0,16.0,22.0,1.4090909090909092,0.15651910121031104,824,519
"I'd say he's a sitting duck, but that would be racist.",3.0,3.0,16.0,22.0,1.4090909090909092,0.15651910121031104,824,519
She turned.,2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
"Not to worry, he's hunting wabbits.",2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
I heard that he got laid off at the coal mine,3.0,3.0,16.0,22.0,1.4090909090909092,0.15651910121031104,824,519
"It appears our friend has gone ""cuckoo""!",2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
Seems like he's everywhere now after that Bernie Sanders podium thing.,2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
I think we found the source of all the NRA Tweets.,2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
I told her hitchhiking was dangerous!,3.0,3.0,16.0,22.0,1.4090909090909092,0.15651910121031104,824,519
"Well, if it isn't little Bird-edict Arnold.",3.0,3.0,16.0,22.0,1.4090909090909092,0.15651910121031104,824,519
"I don't know what that's worth, but it definitely isn't two in the bush.",2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
"He says he's a spy, but I say he's a sellout.",1.0,7.0,14.0,22.0,1.4090909090909092,0.12585793731694053,824,519
He's worth two of us.,2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
You wanna tell him or should I?,2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
He overheard hunter's wife say he only shoots blanks.,3.0,3.0,16.0,22.0,1.4090909090909092,0.15651910121031104,824,519
He's really rather harmless. In his mind he's guarding Buckingham Palace.,3.0,3.0,16.0,22.0,1.4090909090909092,0.15651910121031104,824,519
Looks like his best bird-hunting days are behind him.,3.0,3.0,16.0,22.0,1.4090909090909092,0.15651910121031104,824,519
He clearly thinks he's better than us two in the bush!,2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
"Yep, he's playing for the other team.",2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
"Ugh, but he always gets to ride shotgun!",1.0,7.0,14.0,22.0,1.4090909090909092,0.12585793731694053,824,519
"If you see something, tweet something.",2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
I think the element of surprise has backfired!,2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
Fred insists that his First Amendment rights trumps any Second Amendment claim.,1.0,7.0,14.0,22.0,1.4090909090909092,0.12585793731694053,824,519
One day his sleep flying is really going to get him in trouble...,1.0,7.0,14.0,22.0,1.4090909090909092,0.12585793731694053,824,519
Rumor has it he gets fresh worms for being a spotter.,1.0,7.0,14.0,22.0,1.4090909090909092,0.12585793731694053,824,519
They both need glasses.,0.0,9.0,13.0,22.0,1.4090909090909092,0.10729033533674227,824,519
They've teamed up to hunt and peck.,1.0,7.0,14.0,22.0,1.4090909090909092,0.12585793731694053,824,519
I never imagined our son would become a hawk.,3.0,3.0,16.0,22.0,1.4090909090909092,0.15651910121031104,824,519
They call that a cheep trick.,3.0,3.0,16.0,22.0,1.4090909090909092,0.15651910121031104,824,519
"If I understand the math, he should feel a trickle down his neck soon.""",3.0,3.0,16.0,22.0,1.4090909090909092,0.15651910121031104,824,519
"Quick, give me your iPhone.",2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
The new NRA publicists are on to something.,2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
I guess we do have tiny brains.,2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
I hope that counts as a bird in hand.,2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
"If birds have balls, he is exhibit A.",3.0,3.0,16.0,22.0,1.4090909090909092,0.15651910121031104,824,519
Now that's a Cuckoo bird.,2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
"Well, that one certainly isn't worth two of us.",1.0,7.0,14.0,22.0,1.4090909090909092,0.12585793731694053,824,519
Now that's what we call a dodo bird.,2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
Sometimes Bernie supporters can be too optimistic.,3.0,3.0,16.0,22.0,1.4090909090909092,0.15651910121031104,824,519
I'll bet you ten to one that the decoy is the one holding the gun.,1.0,7.0,14.0,22.0,1.4090909090909092,0.12585793731694053,824,519
Eddie must think that's a barrel of laughs.,2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
"A swift, he's not.",2.0,5.0,15.0,22.0,1.4090909090909092,0.14201839569111904,824,519
Remember--he's more scared of us than we are of him.,3.0,3.0,16.0,22.0,1.4090909090909092,0.15651910121031104,824,519
He's been like that since Susan left.,3.0,3.0,16.0,22.0,1.4090909090909092,0.15651910121031104,824,519
He'll be OK as long as he keeps his mouth shut,1.0,7.0,14.0,22.0,1.4090909090909092,0.12585793731694053,824,519
It's that damn second amendment--what about our rights?,1.0,7.0,14.0,22.0,1.4090909090909092,0.12585793731694053,824,519
He just loves a good practical joke.,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
Songbirds have brass and a penchant for irony.,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
What makes you think they're intelligent?,1.0,6.0,13.0,20.0,1.4,0.1337712108119877,890,519
Told ya. . . we got nuthin' to worry about . . .,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
She'll never live to tell the quail.,0.0,8.0,12.0,20.0,1.4,0.11239029738980323,890,519
This isn't going to end well.,1.0,6.0,13.0,20.0,1.4,0.1337712108119877,890,519
I have no clue why Doug insists on riding shotgun.,1.0,6.0,13.0,20.0,1.4,0.1337712108119877,890,519
So much for last week's intervention,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
And I thought planking was a stupid craze.,1.0,6.0,13.0,20.0,1.4,0.1337712108119877,890,519
It makes them both feel macho.,3.0,2.0,15.0,20.0,1.4,0.16858544608470488,890,519
He's been insufferable ever since he found out nobody hunts robins.,1.0,6.0,13.0,20.0,1.4,0.1337712108119877,890,519
"His father told him ""Keep your friends close and your enemies closer.""",0.0,8.0,12.0,20.0,1.4,0.11239029738980323,890,519
"Apparently, he used to be a wedding photographer",2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
He called it first.,4.0,0.0,16.0,20.0,1.4,0.1835325870964494,890,519
All in all I'd rather be two in the bush.,1.0,6.0,13.0,20.0,1.4,0.1337712108119877,890,519
Bernie told him guns are safer in rural America.,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
She says that they are just friends!,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
"Looks like a stool pigeon, from here.",1.0,6.0,13.0,20.0,1.4,0.1337712108119877,890,519
I knew we couldn't trust him.,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
I wonder how many followers he has.,3.0,2.0,15.0,20.0,1.4,0.16858544608470488,890,519
"They seem happy, but i can't see them staying together",1.0,6.0,13.0,20.0,1.4,0.1337712108119877,890,519
"If you think about it, that is actually the safest place to be.",2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
That's Louise. She handles his twitter account.,1.0,6.0,13.0,20.0,1.4,0.1337712108119877,890,519
"In this case, I'm inclined to think that two in the bush are better.",2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
So much for birds of a feather flocking together!,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
"Talk about ""out on a limb""!",0.0,8.0,12.0,20.0,1.4,0.11239029738980323,890,519
"I know, it's crazy, but he says he's hiding in plain sight.",2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
Now that's what I'd call a bird brain!,1.0,6.0,13.0,20.0,1.4,0.1337712108119877,890,519
"""He'll do anything for attention"".",1.0,6.0,13.0,20.0,1.4,0.1337712108119877,890,519
He must feel a lot safer with somebody riding shotgun.,3.0,2.0,15.0,20.0,1.4,0.16858544608470488,890,519
Apparently riding shotgun was high on his bucket list.,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
Apparently our son has jumped the gun.,3.0,2.0,15.0,20.0,1.4,0.16858544608470488,890,519
He's actually safer there.,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
Can't wait to tweet about this ... little Petey riding shotgun!,0.0,8.0,12.0,20.0,1.4,0.11239029738980323,890,519
"So naïve, must be a Republican.",2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
Show-off!,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
It's one of those new sights that gives you a bird's eye view.,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
I told him taking the stock option was risky.,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
Ernie's getting pretty brazen with his support of open carry.,3.0,2.0,15.0,20.0,1.4,0.16858544608470488,890,519
"Awww, she always calls shotgun!",2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
Bob! That's not your Uber!,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
Hindsight is tweety-tweety.,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
Is that worth two in the bush?,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
It always amazes me that I have friends in the NRA.,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
"You see, Bob, this is what Xanax does to people.",1.0,6.0,13.0,20.0,1.4,0.1337712108119877,890,519
"If you can't tweet 'em, join 'em!",2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
Embedded journalism.,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
There's a good example of keeping your enemies closer.,1.0,6.0,13.0,20.0,1.4,0.1337712108119877,890,519
I'm following the NRA's every tweet.,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
It's his poise that I admire.,1.0,6.0,13.0,20.0,1.4,0.1337712108119877,890,519
That's why we call him Robin the Boy Wonder.,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
And now we end our tour of the forest with the oblivious hunter...,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
"Well, I'll be darned. Hiding in plain sight works!",1.0,6.0,13.0,20.0,1.4,0.1337712108119877,890,519
Old dude with his sights set on a young chick.,3.0,2.0,15.0,20.0,1.4,0.16858544608470488,890,519
Hard to tell which one is the cuckoo.,0.0,8.0,12.0,20.0,1.4,0.11239029738980323,890,519
Looks like a suicide by hunter.,3.0,2.0,15.0,20.0,1.4,0.16858544608470488,890,519
I've felt much safer since LaMar discovered the joys of marijuana.,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
"He's good looking, but kind of a dodo.",2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
He will never be able to outdo his Bernie stunt.,3.0,2.0,15.0,20.0,1.4,0.16858544608470488,890,519
I always knew Tony was a stool pigeon.,1.0,6.0,13.0,20.0,1.4,0.1337712108119877,890,519
There's no way she's worth the two of us.,3.0,2.0,15.0,20.0,1.4,0.16858544608470488,890,519
He's taking his stand on guns a little too far this time.,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
I thought you called Shotgun.,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
"Yes, he's a son of a bitch , but he's our son of a bitch.",2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
I regret telling him that he's special.,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
"We can only hope this ""keep your friends close and your enemies closer"" thing works out for Freddie.",1.0,6.0,13.0,20.0,1.4,0.1337712108119877,890,519
Bird-brains of a feather flock together.,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
Are you sure you taught him everything you know?,0.0,8.0,12.0,20.0,1.4,0.11239029738980323,890,519
"Honey, are you sure that marching him off to military school is really the best plan?",1.0,6.0,13.0,20.0,1.4,0.1337712108119877,890,519
Now that's what I call living on the edge.,1.0,6.0,13.0,20.0,1.4,0.1337712108119877,890,519
He lost the bet.,1.0,6.0,13.0,20.0,1.4,0.1337712108119877,890,519
He thinks riding shotgun is safer.,1.0,6.0,13.0,20.0,1.4,0.1337712108119877,890,519
It's the new Duck Dynasty decoy,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
Our tweety's riding shotgun.,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
I can't believe you tricked him into thinking that's a pear tree.,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
I told him Trump won New York,3.0,2.0,15.0,20.0,1.4,0.16858544608470488,890,519
You think it's camouflage?,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
That decoy is never going to work.,2.0,4.0,14.0,20.0,1.4,0.1521771820505364,890,519
I guess. we can't call him chicken anymore.,1.0,6.0,13.0,20.0,1.4,0.1337712108119877,890,519
His last tweet was was against gun control.,1.0,6.0,13.0,20.0,1.4,0.1337712108119877,890,519
Damn he got to ride shotgun again!!!!,1.0,7.0,15.0,23.0,1.391304347826087,0.12156961659470115,970,519
Loneliness makes strange bedfellows!,2.0,5.0,16.0,23.0,1.391304347826087,0.13686395014372166,970,519
He wanted to change the system from within.,1.0,7.0,15.0,23.0,1.391304347826087,0.12156961659470115,970,519
"You're right, he is a little cuckoo!",2.0,5.0,16.0,23.0,1.391304347826087,0.13686395014372166,970,519
He uses it for Twitter blasts.,2.0,5.0,16.0,23.0,1.391304347826087,0.13686395014372166,970,519
Kids.,2.0,5.0,16.0,23.0,1.391304347826087,0.13686395014372166,970,519
