,target_id,mean,precision,count,score,caption,contest,funny,somewhat_funny,unfunny,rank
1364,4074,1.3511450381679388,0.05300557158600242,131,1.3511450381679388,I hope that's not his menu....,590,9,28,94,1338
1365,4223,1.3511450381679388,0.036627762256996654,131,1.3511450381679388,And they say we're the missing link!,590,0,0,131,1338
1366,4278,1.3511450381679388,0.054102037219083784,131,1.3511450381679388,Impressive. But they still taste like chicken.,590,10,26,95,1338
1367,4283,1.3511450381679388,0.047142248129224,131,1.3511450381679388,Wait'll you see what he's done with his place.,590,4,38,89,1338
1368,4444,1.3511450381679388,0.05300557158600242,131,1.3511450381679388,"You know, I just don't get prehistoric art.",590,9,28,94,1338
1369,4485,1.3511450381679388,0.054102037219083784,131,1.3511450381679388,THAT IS HIS DINNER MENU,590,10,26,95,1338
1370,4501,1.3511450381679388,0.056230863904511805,131,1.3511450381679388,After he stopped walking on all fours he really found himself.,590,12,22,97,1338
1371,4517,1.3511450381679388,0.054102037219083784,131,1.3511450381679388,A Michelangeloasauras.,590,10,26,95,1338
1372,4523,1.3511450381679388,0.048371803468277096,131,1.3511450381679388,"Yes, his enthusiasm is good but his use of perspective is crap.",590,5,36,90,1338
1373,4571,1.3511450381679388,0.05188594036020284,131,1.3511450381679388,"In the future, they'll discover these paintings and he'll be famous.",590,8,30,93,1338
1374,4665,1.3511450381679388,0.05300557158600242,131,1.3511450381679388,"He calls it, Afternoon in Jurassic Park with Rex.",590,9,28,94,1338
1375,4690,1.3511450381679388,0.05188594036020284,131,1.3511450381679388,He keeps going on about a big rock falling from the sky.,590,8,30,93,1338
1376,4743,1.3511450381679388,0.05074161009434197,131,1.3511450381679388,"Don't worry, the wall always adds ten pounds.",590,7,32,92,1338
1377,4749,1.3511450381679388,0.05131696504095284,131,1.3511450381679388,He claims he has a brain with two sides.,590,7,31,93,1338
1378,4942,1.3511450381679388,0.04957087030575442,131,1.3511450381679388,I'm worried about future generations - they'll think we're primitive.,590,6,34,91,1338
1379,4968,1.3511450381679388,0.05300557158600242,131,1.3511450381679388,"Don't club yet, Grok. Me want to see how story ends.",590,9,28,94,1338
1380,5047,1.3511450381679388,0.05300557158600242,131,1.3511450381679388,Let's sign our name when he's done,590,9,28,94,1338
1381,5121,1.3511450381679388,0.05300557158600242,131,1.3511450381679388,"No, he's a reptile. Amphibians can't draw.",590,9,28,94,1338
1382,5149,1.3511450381679388,0.05074161009434197,131,1.3511450381679388,You can really see the Jurassic influence in his work.,590,7,32,92,1338
1383,5205,1.3511450381679388,0.05074161009434197,131,1.3511450381679388,"My apologies, Bob. It appears your theory of devolution isn’t so farfetched after all.",590,7,32,92,1338
1384,5252,1.3511450381679388,0.056230863904511805,131,1.3511450381679388,"If we became bipeds, we could paint too.",590,12,22,97,1338
1385,5284,1.3511450381679388,0.04324433052306882,131,1.3511450381679388,"That barely looks like us, he'll never make it.",590,1,44,86,1338
1386,5346,1.3511450381679388,0.05074161009434197,131,1.3511450381679388,"Sure, he's avant-garde now, but one day he'll be a fossil.",590,7,32,92,1338
1387,5351,1.3511450381679388,0.047142248129224,131,1.3511450381679388,They're actually quite evolved.,590,4,38,89,1338
1388,5407,1.3511450381679388,0.05300557158600242,131,1.3511450381679388,Where did he get the charcoal?,590,9,28,94,1338
1389,5476,1.3511450381679388,0.04957087030575442,131,1.3511450381679388,I hate being on the menu.,590,6,34,91,1338
1390,5575,1.3511450381679388,0.056230863904511805,131,1.3511450381679388,I saved a starving artist. Now I have to feed him.,590,12,22,97,1338
1391,5672,1.3511450381679388,0.05074161009434197,131,1.3511450381679388,I think we're on the menu.,590,7,32,92,1338
1392,5698,1.3511450381679388,0.05188594036020284,131,1.3511450381679388,I got a new Designosaur.,590,8,30,93,1338
1393,5805,1.3511450381679388,0.04957087030575442,131,1.3511450381679388,What a talented artist. He makes your work look prehistoric!,590,6,34,91,1338
1394,200,1.3507462686567164,0.04884189333971502,134,1.3507462686567164,Great. Now we're stuck out here until he runs out of wall.,590,6,35,93,1395
1395,208,1.3507462686567164,0.0413788042505316,134,1.3507462686567164,You'd think he never heard of wallpaper.,590,0,47,87,1395
1396,325,1.3507462686567164,0.04997750889792474,134,1.3507462686567164,See? I told you that even my lizard could do that.,590,7,33,94,1395
1397,1716,1.3507462686567164,0.05217464036205944,134,1.3507462686567164,He's got no sense of scale.,590,9,29,96,1395
1398,3353,1.3507462686567164,0.05217464036205944,134,1.3507462686567164,They'll be worth a fortune after he's extinct.,590,9,29,96,1395
1399,4850,1.3507462686567164,0.05217464036205944,134,1.3507462686567164,"It's gonna make us look a lot better in 30,000 years.",590,9,29,96,1395
1400,5845,1.3507462686567164,0.05323921437760225,134,1.3507462686567164,Please tell me I am not that hairy?,590,10,27,97,1395
1401,2403,1.3495934959349594,0.05225010318018693,124,1.3495934959349594,I find his work primitive yet strongly appropriate to both subject and medium.,590,7,30,87,1402
1402,25,1.3488372093023255,0.055740221001045184,129,1.3488372093023255,"If he can draw, then we can talk.",590,11,23,95,1403
1403,140,1.3488372093023255,0.055740221001045184,129,1.3488372093023255,Fake news.,590,11,23,95,1403
1404,154,1.3488372093023255,0.05001351899443389,129,1.3488372093023255,Don’t worry. History is told by winners,590,6,33,90,1403
1405,192,1.3488372093023255,0.04066305282627383,129,1.3488372093023255,His work is so derivative.,590,0,0,129,1403
1406,518,1.3488372093023255,0.059928860837466014,129,1.3488372093023255,Let's Invent Spray Paint Instead of Fire.,590,15,15,99,1403
1407,522,1.3488372093023255,0.04940435271008743,130,1.3488372093023255,Who's NINA ?,590,6,34,90,1403
1408,652,1.3488372093023255,0.052379386634649534,129,1.3488372093023255,"They'll think we were nine feet tall, or that the floor dropped",590,8,29,92,1403
1409,654,1.3488372093023255,0.05352311813814527,129,1.3488372093023255,"Great, now in 50,000 years we're gonna be blamed for this crap.",590,9,27,93,1403
1410,714,1.3488372093023255,0.05001351899443389,129,1.3488372093023255,It was bad enough when she started walking on her hind legs.,590,6,33,90,1403
1411,802,1.3488372093023255,0.05352311813814527,129,1.3488372093023255,I didn't know he could stand on two legs!,590,9,27,93,1403
1412,984,1.3488372093023255,0.051210117293503166,129,1.3488372093023255,"The sociocultural aspect is a little obvious, isn't it?",590,7,31,91,1403
1413,1139,1.3488372093023255,0.051210117293503166,129,1.3488372093023255,The composition is a little primitive.,590,7,31,91,1403
1414,1381,1.3488372093023255,0.048787580911527545,129,1.3488372093023255,"I agree, the wall adds 10 pounds.",590,5,35,89,1403
1415,1422,1.3488372093023255,0.0475300328233749,129,1.3488372093023255,"Do you still think his brain is the size of a walnut?""",590,4,37,88,1403
1416,1936,1.3488372093023255,0.055740221001045184,129,1.3488372093023255,That is SO not how the event transpired.,590,11,23,95,1403
1417,2243,1.3488372093023255,0.05352311813814527,129,1.3488372093023255,"No need to fret. In a few thousand years, everybody will assume *we* did it.",590,9,27,93,1403
1418,2398,1.3488372093023255,0.051210117293503166,129,1.3488372093023255,"... and not a word to my wife!! She loves his work, has five of his paintings.",590,7,31,91,1403
1419,2782,1.3488372093023255,0.051210117293503166,129,1.3488372093023255,we have to wipe them all out or we're just going to look stupid.,590,7,31,91,1403
1420,2927,1.3488372093023255,0.05464291542585925,129,1.3488372093023255,And yet he still pisses on the floor...,590,10,25,94,1403
1421,2982,1.3488372093023255,0.04688861274005896,130,1.3488372093023255,"Decent enough technique, but not overly original.",590,4,38,88,1403
1422,3080,1.3488372093023255,0.04490941948161424,129,1.3488372093023255,We'd better get out of here before someone thinks we did this.,590,2,41,86,1403
1423,3363,1.3488372093023255,0.0475300328233749,129,1.3488372093023255,"We can't kill him, this story is just getting good.""",590,4,37,88,1403
1424,3765,1.3488372093023255,0.05464291542585925,129,1.3488372093023255,In cave painting nobody knows you're a palaeopteryx,590,10,25,94,1403
1425,3887,1.3488372093023255,0.05352311813814527,129,1.3488372093023255,I hear he's the best interior designer in town,590,9,27,93,1403
1426,3913,1.3488372093023255,0.05464291542585925,129,1.3488372093023255,'No way! They'll just say it's fake news',590,10,25,94,1403
1427,4065,1.3488372093023255,0.052379386634649534,129,1.3488372093023255,I told you I wanted wallpaper!,590,8,29,92,1403
1428,4225,1.3488372093023255,0.051210117293503166,129,1.3488372093023255,"His art is derivative and shallow, but all the critics get eaten.",590,7,31,91,1403
1429,4294,1.3488372093023255,0.05464291542585925,129,1.3488372093023255,He said he'll show us 'fire' next week.,590,10,25,94,1403
1430,4309,1.3488372093023255,0.052379386634649534,129,1.3488372093023255,"You know, 40,000 years from now we're going to be blamed for this.",590,8,29,92,1403
1431,4836,1.3488372093023255,0.052379386634649534,129,1.3488372093023255,Our broker hired him to stage the cave.,590,8,29,92,1403
1432,5105,1.3488372093023255,0.055740221001045184,129,1.3488372093023255,Now that there's fire and charcoal everybody's got a story to write.,590,11,23,95,1403
1433,5328,1.3488372093023255,0.055740221001045184,129,1.3488372093023255,What do you mean we should just leave it there? Eons from now they'll think we lived like animals.,590,11,23,95,1403
1434,5756,1.3488372093023255,0.051210117293503166,129,1.3488372093023255,But who's ever going to believe his arms could reach that high?,590,7,31,91,1403
1435,5778,1.3488372093023255,0.051210117293503166,129,1.3488372093023255,Now you can see why the critics are all so positive.,590,7,31,91,1403
1436,5881,1.3488372093023255,0.051210117293503166,129,1.3488372093023255,"Of course his art work is worth a fortune, he's been extinct for millions of years.",590,7,31,91,1403
1437,18,1.3484848484848484,0.051560035419588084,132,1.3484848484848484,Those stupid drawings of his will never come off.,590,8,30,94,1438
1438,977,1.3484848484848484,0.04747236858379212,133,1.3484848484848484,"Summa cum laude, Phi Beta Kappa, a $200,000 Ivy League education, and the only job he can land is cave decorator!",590,5,37,91,1438
1439,1144,1.3484848484848484,0.051560035419588084,132,1.3484848484848484,It's gonna take forever to scrub that off!,590,8,30,94,1438
1440,1188,1.3484848484848484,0.05375647025686342,132,1.3484848484848484,Look who thinks he's an artist!,590,10,26,96,1438
1441,1415,1.3484848484848484,0.05375647025686342,132,1.3484848484848484,OK you tell him it's not his cave,590,10,26,96,1438
1442,1618,1.3484848484848484,0.05042595394700277,132,1.3484848484848484,You're sure he said having us 'over' for dinner?,590,7,32,93,1438
1443,1653,1.3484848484848484,0.05042595394700277,132,1.3484848484848484,He said it is a menu! What's a menu?,590,7,32,93,1438
1444,1710,1.3484848484848484,0.04747236858379212,133,1.3484848484848484,You tell him he's an anachronism,590,5,37,91,1438
1445,1910,1.3484848484848484,0.049265773214893435,132,1.3484848484848484,Let it go ahead and draw. After its gone extinct the cave will be worth a fortune.,590,6,34,92,1438
1446,2749,1.3484848484848484,0.051560035419588084,132,1.3484848484848484,It will be more valuable after he dies.,590,8,30,94,1438
1447,2768,1.3484848484848484,0.052669703563558316,132,1.3484848484848484,Very primitive - she must have been raised by Neanderthals.,590,9,28,95,1438
1448,2828,1.3484848484848484,0.05042595394700277,132,1.3484848484848484,It lacks the gravitas of his earlier work.,590,7,32,93,1438
1449,2859,1.3484848484848484,0.052669703563558316,132,1.3484848484848484,My daughter can do that.,590,9,28,95,1438
1450,2997,1.3484848484848484,0.05375647025686342,132,1.3484848484848484,My kid could paint that.,590,10,26,96,1438
1451,3136,1.3484848484848484,0.039492572123524916,132,1.3484848484848484,I can't believe no one told us about the new emojis.,590,0,0,132,1438
1452,3186,1.3484848484848484,0.05042595394700277,132,1.3484848484848484,I never suspected it was them.,590,7,32,93,1438
1453,3209,1.3484848484848484,0.055866617371064325,132,1.3484848484848484,"If we kill him now, those drawings will be worth a fortune someday.",590,12,22,98,1438
1454,3318,1.3484848484848484,0.05042595394700277,132,1.3484848484848484,"There was a mixup at the agency - we asked for a wall re-tile, but they sent us a wall reptile instead.",590,7,32,93,1438
1455,3372,1.3484848484848484,0.054821697488138525,132,1.3484848484848484,"We'll let him finish, kill him, and then take all the credit",590,11,24,97,1438
1456,3540,1.3484848484848484,0.049265773214893435,132,1.3484848484848484,"No, no. Let's not wipe them out yet... I want to see how they make fire.",590,6,34,92,1438
1457,3541,1.3484848484848484,0.055866617371064325,132,1.3484848484848484,"Ugh, is my butt really that big?",590,12,22,98,1438
1458,3663,1.3484848484848484,0.055866617371064325,132,1.3484848484848484,"Yes, I know he's a troglodyte, but his painting style is cutting edge.",590,12,22,98,1438
1459,3668,1.3484848484848484,0.045608498631828635,132,1.3484848484848484,Now it's your turn to clean up the graffiti!,590,3,40,89,1438
1460,3856,1.3484848484848484,0.051560035419588084,132,1.3484848484848484,When you said Liz was doing the wall decoration I though she was a woman.,590,8,30,94,1438
1461,3994,1.3484848484848484,0.049265773214893435,132,1.3484848484848484,"We’ll get credit for these eventually, just give it some time.",590,6,34,92,1438
1462,4087,1.3484848484848484,0.039492572123524916,132,1.3484848484848484,"""The iconicity of the metaphorical perturbation resonates with the disjunctive eloquence.'",590,0,0,132,1438
1463,4233,1.3484848484848484,0.04807760382399875,132,1.3484848484848484,"I like new perspectives in art, but I find his work rather cold-blooded.",590,5,36,91,1438
1464,4647,1.3484848484848484,0.05375647025686342,132,1.3484848484848484,"When he goes extinct, we'll claim the credit.",590,10,26,96,1438
1465,4686,1.3484848484848484,0.056892348848407014,132,1.3484848484848484,"I agree with you, Thad, but at least he's out of that godawful neo-cubism phase.",590,13,20,99,1438
1466,4832,1.3484848484848484,0.052669703563558316,132,1.3484848484848484,"That's nothing, I hear they've got a Brontosaurus up north who likes to stack really big rocks.",590,9,28,95,1438
1467,5194,1.3484848484848484,0.040218073840423835,132,1.3484848484848484,It’s among the finest examples of primitive expressionism I’ve ever seen.,590,0,0,132,1438
1468,5242,1.3484848484848484,0.051560035419588084,132,1.3484848484848484,Shh... That's Tyron Rex. He did Stonehenge!,590,8,30,94,1438
1469,5835,1.3484848484848484,0.046859316773224996,132,1.3484848484848484,And he does it all without opposable thumbs!,590,4,38,90,1438
1470,964,1.3482142857142858,0.05337668378039046,112,1.3482142857142858,What's the hieroglyph for plagiarism?,590,5,29,78,1471
1471,5651,1.348148148148148,0.05185185185185185,135,1.348148148148148,"They're charming in a primitive sort of way, but I've always preferred his early Cretaceous Period for its authenticity.",590,9,29,97,1472
1472,430,1.346456692913386,0.050467075690712376,127,1.346456692913386,Let him be. In the future everybody will assume we are the artists.,590,6,32,89,1473
1473,481,1.346456692913386,0.04921322334311391,127,1.346456692913386,Just think of what this will do for home prices around here.,590,5,34,88,1473
1474,533,1.346456692913386,0.04921322334311391,127,1.346456692913386,Not art. Menu!,590,5,34,88,1473
1475,604,1.346456692913386,0.04239126640069635,127,1.346456692913386,Hm... I never did like pre-modernism.,590,0,44,83,1473
1476,1172,1.346456692913386,0.04592908021544748,128,1.346456692913386,That will definitely confuse anthropologists!,590,3,39,86,1473
1477,1916,1.346456692913386,0.04984409233094381,127,1.346456692913386,I can't see a future in it either...,590,6,33,88,1473
1478,2200,1.346456692913386,0.05405440647746247,127,1.346456692913386,It has a sort of primitive charm.,590,9,26,92,1473
1479,2633,1.346456692913386,0.05519839885887648,127,1.346456692913386,He’s my ghost writer,590,10,24,93,1473
1480,2655,1.346456692913386,0.0472701257285179,127,1.346456692913386,You just don't see artists like that anymore.,590,4,37,86,1473
1481,2744,1.346456692913386,0.052885673699763484,127,1.346456692913386,We are all just notches on the wall.,590,8,28,91,1473
1482,3330,1.346456692913386,0.052885673699763484,127,1.346456692913386,Whaddaya wanna bet we get blamed for that?,590,8,28,91,1473
1483,3844,1.346456692913386,0.05405440647746247,127,1.346456692913386,He goes by Picassosaurus.,590,9,26,92,1473
1484,4328,1.346456692913386,0.0282337466771904,127,1.346456692913386,He's pretty good. Let's stay at your place and let him finish.,590,0,0,127,1473
1485,4364,1.346456692913386,0.05631915849457,127,1.346456692913386,Let him finish. The value will skyrocket once they're extinct.,590,11,22,94,1473
1486,4927,1.346456692913386,0.05741804586094321,127,1.346456692913386,That is Lizardo de Vinci.,590,12,20,95,1473
1487,5127,1.346456692913386,0.05462939728852202,128,1.346456692913386,My feeling? Too abstract. We club.,590,10,25,93,1473
1488,5215,1.346456692913386,0.05405440647746247,127,1.346456692913386,Looks like we're on the menu.,590,9,26,92,1473
1489,5216,1.346456692913386,0.04921322334311391,127,1.346456692913386,So he's got talent but will he have staying power.,590,5,34,88,1473
1490,5529,1.346456692913386,0.050467075690712376,127,1.346456692913386,Did you hear he got a full ride to RISD?,590,6,32,89,1473
1491,5549,1.346456692913386,0.05405440647746247,127,1.346456692913386,"Superficially it's about the hunt. But all paintings are in their essence, self-portraits.",590,9,26,92,1473
1492,5570,1.346456692913386,0.051690522397485734,127,1.346456692913386,How does it feel to have a pet that's smarter than you?,590,7,30,90,1473
1493,35,1.3461538461538465,0.053177551028583014,130,1.3461538461538465,"He claims to be a herbivore, but look at that list of groceries.",590,9,27,94,1494
1494,88,1.3461538461538465,0.055374841779920934,130,1.3461538461538465,I didn't know they could stand upright.,590,11,23,96,1494
1495,422,1.3461538461538465,0.05204412886215588,130,1.3461538461538465,I hit him with club. You co-opt his aesthetic.,590,8,29,93,1494
1496,719,1.3461538461538465,0.05204412886215588,130,1.3461538461538465,He says there'll be a caption contest someday.,590,8,29,93,1494
1497,1513,1.3461538461538465,0.0542873145198251,130,1.3461538461538465,"Do you want to tell him he could save 15% or more by switching to Geico, or should I?",590,10,25,95,1494
1498,1761,1.3461538461538465,0.05644141818317591,130,1.3461538461538465,"Cave art or graffiti?! Look man, it's a reptile, standing on two legs and painting--in color!",590,12,21,97,1494
1499,1835,1.3461538461538465,0.049699800605907465,130,1.3461538461538465,You realize he's got a pea-sized brain and he's touching up our cave drawings!,590,6,33,91,1494
1500,2052,1.3461538461538465,0.048485148199114494,130,1.3461538461538465,"I don't know about you, but I've never been a big fan of Primitive Art.",590,5,35,90,1494
1501,2064,1.3461538461538465,0.04786626477699784,131,1.3461538461538465,It's easy. Club him and we'll get the credit,590,5,36,90,1494
1502,2277,1.3461538461538465,0.053177551028583014,130,1.3461538461538465,Let's tell everybody we drew them,590,9,27,94,1494
1503,2358,1.3461538461538465,0.05204412886215588,130,1.3461538461538465,I have no idea what it's doing but we have bigger sticks - let's kill it.,590,8,29,93,1494
1504,2925,1.3461538461538465,0.048485148199114494,130,1.3461538461538465,Tell me about it . . .same design on the wallpaper at Granite Home Decorating for a tenth of the price.,590,5,35,90,1494
1505,3153,1.3461538461538465,0.05204412886215588,130,1.3461538461538465,His method has been dead for 65 million years.,590,8,29,93,1494
1506,3542,1.3461538461538465,0.055374841779920934,130,1.3461538461538465,He's changed completely since he went on Prozoic.,590,11,23,96,1494
1507,5842,1.3461538461538465,0.05088546712612377,130,1.3461538461538465,You look better with short hair.,590,7,31,92,1494
1508,1183,1.3458646616541354,0.05447099807345302,133,1.3458646616541354,I told you he wasn't a herbivore,590,11,24,98,1509
1509,2489,1.3458646616541354,0.051237936448103434,133,1.3458646616541354,You can't have your art and eat it too.,590,8,30,95,1509
1510,4471,1.3458646616541354,0.051237936448103434,133,1.3458646616541354,Paleolithographs.,590,8,30,95,1509
1511,5994,1.3458646616541354,0.04657941031452528,133,1.3458646616541354,I'm not that fat am I?,590,4,38,91,1509
1512,366,1.3442622950819672,0.051754859475962256,122,1.3442622950819672,"You call that ""art""? My three year old could do that....",590,6,30,86,1513
1513,1459,1.34375,0.05369870286120865,128,1.34375,Did he make me look fat?,590,9,26,93,1514
1514,2654,1.34375,0.05369870286120865,128,1.34375,Looks like we're back on the menu.,590,9,26,93,1514
1515,2825,1.34375,0.0548323096817868,128,1.34375,I’ve got a five year old nephew who could do that!,590,10,24,94,1514
1516,3852,1.34375,0.05135647667870523,128,1.34375,This is gonna fool the hell out of someone later on.,590,7,30,91,1514
1517,5397,1.34375,0.04762765172314731,128,1.34375,Let him go. Someday we'll get credit for it.,590,4,36,88,1514
1518,5972,1.34375,0.050144353628174335,128,1.34375,Art isn't just dying. It's going extinct.,590,6,32,90,1514
1519,66,1.3435114503816794,0.05283617015694881,131,1.3435114503816794,It's the elusive Picassosaurus,590,9,27,95,1520
1520,1291,1.3435114503816794,0.053936079658706636,131,1.3435114503816794,"If he draws one more fake news horse, I'll club him!",590,10,25,96,1520
1521,5630,1.3435114503816794,0.05501400277244557,131,1.3435114503816794,My five-year old could do that.,590,11,23,97,1520
1522,1968,1.3432835820895523,0.05412454787773655,134,1.3432835820895523,"They'll be known as his Paleolithic period works, you knuckle dragger.",590,11,24,99,1523
1523,703,1.3416666666666666,0.05292009903070132,121,1.3416666666666666,I hope the clubs work better than the spears did.,590,7,28,86,1524
1524,562,1.3412698412698412,0.05059982861216776,126,1.3412698412698412,I knew it was a mistake to ask you to pick out the wallpaper .,590,6,31,89,1525
1525,868,1.3412698412698412,0.05059982861216776,126,1.3412698412698412,...but exactly how much is this decorator going to cost me?,590,6,31,89,1525
1526,879,1.3412698412698412,0.05423370756764775,126,1.3412698412698412,I prefer impressionists- let's eat him.,590,9,25,92,1525
1527,929,1.3412698412698412,0.05423370756764775,126,1.3412698412698412,"Don't worry, I bought her washable markers to draw with.",590,9,25,92,1525
1528,963,1.3412698412698412,0.05305007926053462,126,1.3412698412698412,My cave drawings paleo in comparison.,590,8,27,91,1525
1529,967,1.3412698412698412,0.054815938375851934,127,1.3412698412698412,"I think he's gifted...don't you, honey?",590,10,24,93,1525
1530,1048,1.3412698412698412,0.05539204964177855,126,1.3412698412698412,"He thinks because he can stand up, he can do anything.",590,10,23,93,1525
1531,1378,1.3412698412698412,0.051839432699103474,126,1.3412698412698412,"Now remember; club first, critique second.",590,7,29,90,1525
1532,1452,1.3412698412698412,0.05059982861216776,126,1.3412698412698412,It's how they count calories.,590,6,31,89,1525
1533,1473,1.3412698412698412,0.05305007926053462,126,1.3412698412698412,"As soon as he finishes the apartment, we'll eat him.",590,8,27,91,1525
1534,1485,1.3412698412698412,0.03119360620831077,126,1.3412698412698412,Lascaux find another cave,590,0,0,126,1525
1535,1649,1.3412698412698412,0.05539204964177855,126,1.3412698412698412,It's a Banskysaurus.,590,10,23,93,1525
1536,1700,1.3412698412698412,0.05305007926053462,126,1.3412698412698412,The last time someone critiqued him they lost a leg.,590,8,27,91,1525
1537,1851,1.3412698412698412,0.05763894011417554,126,1.3412698412698412,Looks like we're gonna discover plagiarism.,590,12,19,95,1525
1538,1856,1.3412698412698412,0.05059982861216776,126,1.3412698412698412,Don't be critical. He'll evolve.,590,6,31,89,1525
1539,1918,1.3412698412698412,0.05423370756764775,126,1.3412698412698412,If we do this we can change history,590,9,25,92,1525
1540,2134,1.3412698412698412,0.05305007926053462,126,1.3412698412698412,We're totally stealing this and putting it on our Facebook Wall.,590,8,27,91,1525
1541,2352,1.3412698412698412,0.027974361079441543,126,1.3412698412698412,I can't wait for these graffiti artists to go extinct.,590,0,0,126,1525
1542,2724,1.3412698412698412,0.05305007926053462,126,1.3412698412698412,"Can it really be considered ""post-modern?""",590,8,27,91,1525
1543,2915,1.3412698412698412,0.05423370756764775,126,1.3412698412698412,"With him out of the way, we could take the credit.",590,9,25,92,1525
1544,2960,1.3412698412698412,0.056526659997751375,126,1.3412698412698412,He's the last one. I say we eat him!,590,11,21,94,1525
1545,2972,1.3412698412698412,0.05423370756764775,126,1.3412698412698412,He recently completed his Jurassic period and is now embracing Realism.,590,9,25,92,1525
1546,2981,1.3412698412698412,0.05059982861216776,126,1.3412698412698412,I thought we weren't keeping score.,590,6,31,89,1525
1547,3062,1.3412698412698412,0.05305007926053462,126,1.3412698412698412,You tell him no graffiti.,590,8,27,91,1525
1548,3101,1.3412698412698412,0.056526659997751375,126,1.3412698412698412,"He's reptilian, but he paints like a primate.",590,11,21,94,1525
1549,3240,1.3412698412698412,0.05305007926053462,126,1.3412698412698412,I just can't separate the artist from the predator,590,8,27,91,1525
1550,3255,1.3412698412698412,0.05423370756764775,126,1.3412698412698412,Can you believe that little reptile has been short-listed for the Booker Prize?!,590,9,25,92,1525
1551,3319,1.3412698412698412,0.05305007926053462,126,1.3412698412698412,"If I'm being honest, I much preferred his earlier work.",590,8,27,91,1525
1552,3344,1.3412698412698412,0.05059982861216776,126,1.3412698412698412,They say he's ahead of his time.,590,6,31,89,1525
1553,3410,1.3412698412698412,0.05423370756764775,126,1.3412698412698412,Fake news again!,590,9,25,92,1525
1554,3682,1.3412698412698412,0.05423370756764775,126,1.3412698412698412,"He's doing it again, the meaningless drawing thing.",590,9,25,92,1525
1555,3760,1.3412698412698412,0.05059982861216776,126,1.3412698412698412,Looks like plagiarism to me.,590,6,31,89,1525
1556,3861,1.3412698412698412,0.051839432699103474,126,1.3412698412698412,I finally got him to stop with those happy little clouds.,590,7,29,90,1525
1557,3885,1.3412698412698412,0.05059982861216776,126,1.3412698412698412,Everybody’s a critic.,590,6,31,89,1525
1558,3934,1.3412698412698412,0.05305007926053462,126,1.3412698412698412,He'd be more successful if he didn't eat his patrons.,590,8,27,91,1525
1559,4791,1.3412698412698412,0.05539204964177855,126,1.3412698412698412,Do we exit through the gift shop?,590,10,23,93,1525
1560,4865,1.3412698412698412,0.048681274275685936,127,1.3412698412698412,Representational art always seems so obvious.,590,5,34,88,1525
1561,4906,1.3412698412698412,0.05305007926053462,126,1.3412698412698412,Special?....my two year old could do that.,590,8,27,91,1525
1562,4969,1.3412698412698412,0.05305007926053462,126,1.3412698412698412,He's drawn to prey.,590,8,27,91,1525
1563,5280,1.3412698412698412,0.05423370756764775,126,1.3412698412698412,The elders want limits on self-expression. And we need meat.,590,9,25,92,1525
1564,5347,1.3412698412698412,0.05539204964177855,126,1.3412698412698412,Just more fake news.,590,10,23,93,1525
1565,5498,1.3412698412698412,0.05305007926053462,126,1.3412698412698412,It cost me an arm and a leg but a picassosaurus is worth it.,590,8,27,91,1525
1566,5650,1.3412698412698412,0.045998893586001684,127,1.3412698412698412,Not only does he do nice work...we got him for 2 pterodactyls.,590,3,38,86,1525
1567,6037,1.3412698412698412,0.056526659997751375,126,1.3412698412698412,"Big deal, let's see him grow a beard.",590,11,21,94,1525
1568,1935,1.3410852713178294,0.05447081132773332,129,1.3410852713178294,"As long as we clobber him, BEFORE he signs it, we can take all the credit for it.",590,10,24,95,1569
1569,1012,1.3392857142857142,0.05608639718555095,112,1.3392857142857142,"There is no religious significance. I said ""prey,"" not ""pray""!",590,7,24,81,1570
1570,133,1.3387096774193548,0.05478314396897372,124,1.3387096774193548,It’s a limited series...The gallery is calling it “Pre-Extinction Art”,590,9,24,91,1571
1571,332,1.3387096774193548,0.04774909395514276,125,1.3387096774193548,I think his images are very derivative.,590,4,35,86,1571
1572,595,1.3387096774193548,0.048430787163929116,124,1.3387096774193548,"I was going to go with wall paper, but this really makes the place one-of-a-kind.",590,4,34,86,1571
1573,671,1.3387096774193548,0.05357296444629326,124,1.3387096774193548,"I say we kill him, and up the value of his art.",590,8,26,90,1571
1574,758,1.3387096774193548,0.05478314396897372,124,1.3387096774193548,I say it perpetuates an unrealistic body image for young cavepeople.,590,9,24,91,1571
1575,869,1.3387096774193548,0.055967161860208725,124,1.3387096774193548,Let's kill it and take credit for the origin of symbolic behavior.,590,10,22,92,1571
1576,957,1.3387096774193548,0.047057526515492734,124,1.3387096774193548,"I just thought of a new word... ""plagiarism"".",590,3,36,85,1571
1577,1016,1.3387096774193548,0.0523348084548162,124,1.3387096774193548,When he becomes extinct we’ll take credit.,590,7,28,89,1571
1578,1106,1.3387096774193548,0.05478314396897372,124,1.3387096774193548,Chiaroscuro good. Perspective bad. Ugg.,590,9,24,91,1571
1579,1229,1.3387096774193548,0.055967161860208725,124,1.3387096774193548,This kind of thing is really messing with my ideas on evolution.,590,10,22,92,1571
1580,2023,1.3387096774193548,0.05478314396897372,124,1.3387096774193548,He said something about a cartoon caption contest.,590,9,24,91,1571
1581,2048,1.3387096774193548,0.044918985812393966,125,1.3387096774193548,"Another primitive artist? What is it about you and primitive art, anyway?",590,2,39,84,1571
