,Unnamed: 0,unfunny,funny,caption,score,precision,somewhat_funny
499,499,58,6,The stone will be delivered next week,1.3580246913580247,0.06873783163987683,17
500,500,57,5,"Frankly, I preferred the pen",1.3580246913580247,0.06645485327079889,19
501,501,62,10,"Your majesty, the people are concerned you're letting your big sword go to your head.",1.3580246913580247,0.07719752197957276,9
502,502,53,6,The people say that you don't get the point.,1.356164383561644,0.07394582073379749,14
503,503,55,8,Your Xanax prescription is ready for pick up.,1.356164383561644,0.07892413706595254,10
504,504,53,6,"If you would prefer, Your Majesty, I could have it replaced with a dark cloud.",1.356164383561644,0.07394582073379749,14
505,505,53,6,Petitioner humbly inquires if you might reconsider the understated qualities of the pen.,1.356164383561644,0.07394582073379749,14
506,506,55,8,Get to the point!,1.356164383561644,0.07892413706595254,10
507,507,54,5,"Your pipe, bowl and fiddlers are here. but your chair movers are stuck in traffic!",1.3552631578947372,0.06934264622446201,17
508,508,54,5,The pen will arrive next week,1.3552631578947372,0.06934264622446201,17
509,509,54,5,The owner's manual says the thread should have been replaced six weeks ago.,1.3552631578947372,0.06934264622446201,17
510,510,53,4,"It says, Dear John.",1.3552631578947372,0.06676470169504571,19
511,511,53,2,As your Royal Accountant I think I've figured out why your homeowner's insurance is so high.,1.3544303797468351,0.0598547812125051,24
512,512,54,3,"Okay, I stand corrected about that whole pen being mightier thing, your grace.",1.3544303797468351,0.06250731780215787,22
513,513,56,5,Why don't I just cut to the chase?,1.3544303797468351,0.06750040495038664,18
514,514,68,6,The queen fears you are overcompensating,1.3541666666666667,0.06102050034200233,22
515,515,57,4,"Yea, maybe the pen isn't really mightier.",1.3536585365853655,0.06345457709467803,21
516,516,59,6,I'm supposed to keep reading until the rope breaks.,1.3536585365853655,0.06803463528798477,17
517,517,58,5,"The revised Ikea instruction manual says ""To prevent injury, the sword must be firmly anchored to a wall""",1.3536585365853655,0.06578447747392062,19
518,518,59,6,It's from the Giant; he wants his pocketknife back.,1.3536585365853655,0.06803463528798477,17
519,519,60,7,"Your majesty, the royal florist suggest that the noble sword of truth be replaced by the hanging basket of geraniums.",1.3536585365853655,0.07021271765870794,15
520,520,60,7,"Let's see. There's something about a dude named Damocles, then a long bit about living by the sword, but essentially it's asking, 'Do you feel lucky?'",1.3536585365853655,0.07021271765870794,15
521,521,50,6,It says here it's a gift from a Mr. Damocles.,1.3529411764705883,0.0777332110449888,12
522,522,54,6,"We are still searching for a fork and spoon, your Majesty.",1.3513513513513509,0.0730983332284813,14
523,523,51,3,The royal decorator says moving the throne would ruin the feng shui.,1.3513513513513509,0.06505894696308392,20
524,524,55,5,"Sorry Sire, but their words are still mightier.",1.3506493506493509,0.0685915171800525,17
525,525,56,6,"Yes sire, there actually is a fairly detailed section here on ""Term Limits"".",1.3506493506493509,0.07103914222961645,15
526,526,54,4,The people want to be heard about severance packages.,1.3506493506493509,0.06605325676606114,19
527,527,53,3,"I think ""live by the sword, die by the sword"" may be a bit harsh.",1.3506493506493509,0.0634134782971646,21
528,528,56,6,"By royal decree, from this day forward, the size of your sword DOES matter.",1.3506493506493509,0.07103914222961645,15
529,529,56,6,"Sire, It appears ye olde warranty on the rope has expired.",1.3506493506493509,0.07103914222961645,15
530,530,55,3,"Sire, the wizard predicts that you may be nearing the end of your rope!",1.35,0.0618798345509313,22
531,531,58,6,"I understand where you're coming from, Sire, but it's more of a safety issue.",1.35,0.06912655794018842,16
532,532,57,5,"The Queen liked the Calder mobile, but I think this is more 'me.'",1.35,0.06679839306791514,18
533,533,56,4,The sheath is on back-order.,1.35,0.06438609803562538,20
534,534,57,5,It's from Regal Rope and Wire about the recall ...,1.35,0.06679839306791514,18
535,535,58,6,"It's a list of demands from the ropemakers' guild, Sire. They await your decision.",1.35,0.06912655794018842,16
536,536,57,5,The council fears you misconstrued the wisdom of Solomon.,1.35,0.06679839306791514,18
537,537,64,8,It's a tribute by the National Sword Guild in honor of Your Highness' impending Open Carry Proclamation.,1.3488372093023255,0.0697218273136729,14
538,538,53,4,Sorry your highness but I think that big pen looked a lot mightier.,1.346666666666667,0.06709770563962754,18
539,539,54,5,"Your Highness, the serfs want to cut a deal.",1.346666666666667,0.06973135924720286,16
540,540,56,7,"The Queen includes yet another postscript, Your Majesty.",1.346666666666667,0.07472070116897449,12
541,541,56,7,"According to our polls, a yellow corvette would convey the same message without being as threatening.",1.346666666666667,0.07472070116897449,12
542,542,52,3,Your policy specifically excludes acts of Damocles.,1.346666666666667,0.06435636519989102,20
543,543,57,6,"Sadly, there's nothing in here about moving the throne.",1.3461538461538465,0.07026642385937759,15
544,544,55,4,"On the bright side, you're still within the margin of error.",1.3461538461538465,0.06535571632217829,19
545,545,56,5,The royal decorator wants to know if you've decided on his request for a raise.,1.3461538461538465,0.06785550816982637,17
546,546,56,5,Ye Olde Insurance Company regrets to inform his majesty that his term life policy has been revoked with cause.,1.3461538461538465,0.06785550816982637,17
547,547,57,6,Sir Pranksalot is a-frayed you're a sword loser.,1.3461538461538465,0.07026642385937759,15
548,548,55,4,"A gift to you, from your loving peasants.",1.3461538461538465,0.06535571632217829,19
549,549,54,3,Homeland Security seems to have a concern your Excellency.,1.3461538461538465,0.0627564285391123,21
550,550,55,4,"You have a point this time, the pen is not always mightier than the sword.",1.3461538461538465,0.06535571632217829,19
551,551,57,6,"Our last item to discuss concerns your eBay listing for the sword. Since you still do not have any bids, perhaps we should consider including free shipping.",1.3461538461538465,0.07026642385937759,15
552,552,58,7,And...cut!,1.3461538461538465,0.07259731851098937,13
553,553,55,4,The queen awaits your answer regarding her authority.,1.3461538461538465,0.06535571632217829,19
554,554,58,7,A gift from Sir Alexander Calder,1.3461538461538465,0.07259731851098937,13
555,555,56,5,...but if thee move thy throne but a little thy reign will become less stressful.,1.3461538461538465,0.06785550816982637,17
556,556,57,4,Should you opt out of this agreement...,1.3456790123456788,0.06373288641550769,20
557,557,57,4,"The ""Bristol Stomp"" dance contest will begin overhead in three minutes...",1.3456790123456788,0.06373288641550769,20
558,558,55,5,"Sire, the town has sent a message regarding your new tax policy.",1.3421052631578947,0.06895875090187209,16
559,559,55,5,Here's your problem. The instructions say that you should never place the throne directly under the sword.,1.3421052631578947,0.06895875090187209,16
560,560,57,7,The royal soothsayer predicts imminent change,1.3421052631578947,0.07387194130325367,12
561,561,56,6,"The King of Sheaths requests an alliance, Your Majesty.",1.3421052631578947,0.0714575854540923,14
562,562,55,5,"Sire, your kingdom hangs by a thread.",1.3421052631578947,0.06895875090187209,16
563,563,56,6,This is the final recall notice on rope purchased in the kingdom.,1.3421052631578947,0.0714575854540923,14
564,564,52,2,"Good news, Sire! The earthquake watch has been lifted.",1.3421052631578947,0.06084963226675307,22
565,565,54,4,Might your highness find it more relaxing to go for a dip in the alligator moat?,1.3421052631578947,0.06636589585746575,18
566,566,54,4,Why not a spoon of Damocles?,1.3421052631578947,0.06636589585746575,18
567,567,55,5,Going under the knife will not improve your appearance.,1.3421052631578947,0.06895875090187209,16
568,568,54,4,"Just a little off the top then, your highness?",1.3421052631578947,0.06636589585746575,18
569,569,58,6,The Queen wanted me to inform you that she's hired a new interior decorator.,1.3417721518987342,0.06950951625150825,15
570,570,58,6,It shall be proclaimed that the pen is mightier than most swords.,1.3417721518987342,0.06950951625150825,15
571,571,58,6,"Hear ye, hear ye, hear ye. So long, your Majesty.",1.3417721518987342,0.06950951625150825,15
572,572,59,7,The only person left on the list is Damocles.,1.3417721518987342,0.07180628659345781,13
573,573,57,5,The cable service will be here next Thursday some time between 8 AM and 5 PM.,1.3417721518987342,0.06713421560348777,17
574,574,58,6,"Good news, Sire, complaints are down 90%.",1.3417721518987342,0.06950951625150825,15
575,575,61,7,"This time, I think the peasants are really serious, your majesty.",1.3414634146341464,0.06988507836437738,14
576,576,59,5,I'll take the good news first...,1.3414634146341464,0.06543466920135302,18
577,577,53,6,"It's from Hamlet, sire.",1.3380281690140845,0.07490748679672549,12
578,578,54,7,"Perhaps we should omit the phrase "" the pen is mightier than the sword.",1.3380281690140845,0.07754705710162786,10
579,579,55,6,The sword should be pointing downward according to your feng shui consultant,1.337837837837838,0.07270371429951814,13
580,580,53,4,"Um, yeah, about that pen is mightier than the sword thing.....",1.337837837837838,0.0674193116180728,17
581,581,53,4,The crown prince hopes that you like his present.,1.337837837837838,0.0674193116180728,17
582,582,55,6,"The lady replies ""despite having gone under the knife, you still have a face that only a mother could love, so I won't marry you. And please don't kill the messenger.""",1.337837837837838,0.07270371429951814,13
583,583,55,4,Lloyds cancelled.,1.3376623376623376,0.06564884527012349,18
584,584,54,3,"Her highness, the Queen, wishes to let you know she has moved her throne to the adjacent chamber.",1.3376623376623376,0.06299212161566223,20
585,585,59,8,"Be patient, your majesty. You're...er, I mean...I'm almost finished.",1.3376623376623376,0.07534470707311537,10
586,586,54,3,...and your mother-in-law is coming to stay,1.3376623376623376,0.06299212161566223,20
587,587,55,4,Into our lives a little reign must fall.,1.3376623376623376,0.06564884527012349,18
588,588,60,9,The orange-headed clown prince says his is bigger.,1.3376623376623376,0.07757956163572853,8
589,589,55,4,"I here by promise to return the Queen, AND her throne, AND the Royal Golden Chandelier. But only after the King returns my pocket knife. Cordially, The Giant",1.3376623376623376,0.06564884527012349,18
590,590,57,6,The Feng Shui master stopped by today.,1.3376623376623376,0.07066327111461151,14
591,591,58,7,"You might want to change that line "" what do I look like, chopped liver'",1.3376623376623376,0.07304150453184358,12
592,592,57,6,"Well, they are hungry, and it is quite a large cake...",1.3376623376623376,0.07066327111461151,14
593,593,57,6,Hear ye! Hear ye! Duck!,1.3376623376623376,0.07066327111461151,14
594,594,58,7,"It's name, of ancient lore, is Brexit, sire.",1.3376623376623376,0.07304150453184358,12
595,595,56,5,"The Duke of Damocles inquires as to whether you have received his message of ""heads up"", sire.",1.3376623376623376,0.0682021582133502,16
596,596,55,4,"Sir, if you please, survey results show it's 82% more effective than our previous ""Exit"" sign.",1.3376623376623376,0.06564884527012349,18
597,597,58,5,It is hereby declared 'The King has the biggest dirk in all the Land.',1.3375,0.06642724677362481,17
598,598,59,6,"Sir, not to suggest that the pen is mightier than the sword, but the balance of power seems to be hanging by a thread.",1.3375,0.0687679780866544,15
599,599,60,7,Damocles wrote. He wants his sword back.,1.3375,0.07103161624466328,13
600,600,52,4,And...fare thee well on behalf of the staff.,1.3333333333333333,0.06851887098275318,16
601,601,56,4,"A letter opener, from the Crown Prince.",1.3333333333333333,0.0649461639976082,18
602,602,53,3,"Sire, your schedule for today is still up in the air.",1.3333333333333333,0.0639068391025881,19
603,603,55,5,"Sire, are you sure you wanted it sharpened?",1.3333333333333333,0.06931669932133816,15
604,604,56,6,"She demands half of your crown and throne, but says the sword is all yours.",1.3333333333333333,0.07186908351415902,13
605,605,52,6,It appears his majesty has earned a rating of A+ from the National Sword Association.,1.3333333333333333,0.0763250850850649,11
606,606,50,4,The Royal Philosopher says that you must regard the sword as a perfect symbol of the constant peril faced by those in power . . . or just move the damned throne.,1.3333333333333333,0.07051952704202798,15
607,607,54,4,"Sire, after two years of deliberation, the survival committee has determined that moving your throne backwards by 26 inches would be the best solution",1.3333333333333333,0.06666666666666665,17
608,608,56,6,"It says, ""With best wishes from William of Ockham.""",1.3333333333333333,0.07186908351415902,13
609,609,54,4,Who's Damocles?,1.3333333333333333,0.06666666666666665,17
610,610,55,3,"""It looks like there could be cutbacks soon"".",1.3333333333333333,0.062329799333897165,20
611,611,55,5,"Sire, if you can just bend over a little bit to sign this decree, I think the kingdom will be happy with the results...",1.3333333333333333,0.06931669932133816,15
612,612,57,7,Popularity polls are showing a sudden drop.,1.3333333333333333,0.07433387871977032,11
613,613,57,5,Says here that the pen is on back-order.,1.3333333333333333,0.06746113363266698,16
614,614,58,6,Then at noon the decorator will be executed.,1.3333333333333333,0.06988565578146122,14
615,615,54,6,It's a cease and desist order from a Mr. Damocles.,1.3333333333333333,0.07400883929781431,12
616,616,60,8,"Death has written, sire, wanting his metaphor back.",1.3333333333333333,0.07449835937794573,10
617,617,52,2,"Looks like you're right Sire, we definitely ordered the light saber!",1.3333333333333333,0.061022321520274224,21
618,618,54,4,Why the sudden interest in succession?,1.3333333333333333,0.06666666666666665,17
619,619,53,5,Your premium goeth up.,1.3333333333333333,0.07131670202330193,14
620,620,50,2,"I prefer Dagger of Damocles for the alliteration, but hey, you're in charge.",1.3333333333333333,0.0625488854200668,20
621,621,57,7,"The consultants admire it, but question his majesty's ability to wield it effectively.",1.3333333333333333,0.07433387871977032,11
622,622,55,5,"It's from the rebel peasants My Liege, now demanding big cuts in government...",1.3333333333333333,0.06931669932133816,15
623,623,47,3,The poll results also indicate that the people feel you are over-compensating for something.,1.3333333333333333,0.0694075270947238,16
624,624,52,4,"Yes, I will make sure they get the point.",1.3333333333333333,0.06851887098275318,16
625,625,56,6,"Statement piece or not, it does sort of tie the room together.",1.3333333333333333,0.07186908351415902,13
626,626,55,7,Speed it up. My time is about to be cut short.,1.3333333333333333,0.07660642662948694,10
627,627,54,4,"They've responded, your majesty, with a tremendous display of forks.",1.3333333333333333,0.06666666666666665,17
628,628,54,4,"Sire, a sort of justice is about to befall you.",1.3333333333333333,0.06666666666666665,17
629,629,52,4,We're winning the Arms Race.,1.3333333333333333,0.06851887098275318,16
630,630,56,5,Good news! The people now believe the sword is mightier!,1.3289473684210529,0.06853903458111421,15
631,631,56,5,"Sir, I don't think the pen is mightier than this sword.",1.3289473684210529,0.06853903458111421,15
632,632,57,6,"The campaign will be called ""BREXIT."" We are cutting off ties with Feudal Europe.",1.3289473684210529,0.07105263157894735,13
633,633,59,8,"Due to an error in production, your cord was accidentally woven of recreational hemp.",1.3289473684210529,0.07583027654082859,9
634,634,56,5,The instructions say that it should be mounted vertically.,1.3289473684210529,0.06853903458111421,15
635,635,59,8,All indicators suggest the majority favors Rexit.,1.3289473684210529,0.07583027654082859,9
636,636,53,2,52% think that you should exit,1.3289473684210529,0.0603735677458588,21
637,637,58,7,"According to your policy, the property owner assumes full responsibility. Damocles would be off the hook.",1.3289473684210529,0.07348029427864372,11
638,638,49,0,It seems your nerves aren't the only thing fraying.,1.3287671232876712,0.055362354579827126,24
639,639,53,4,"The metalsmith passed the annual quality inspection, but the thread merchant failed.",1.3287671232876712,0.06772784006480058,16
640,640,53,4,There has been a recall of all Heavy Duty Horse Hair rope effective immediately.,1.3287671232876712,0.06772784006480058,16
641,641,53,4,A gift from the E.U. for Brexit,1.3287671232876712,0.06772784006480058,16
642,642,53,4,Occupational health recommended we hang the interior designer.,1.3287671232876712,0.06772784006480058,16
643,643,52,3,He says his pen is REALLY huge.,1.3287671232876712,0.06485786626183465,18
644,644,55,6,"A Mr Cruz gifted it, Mr. Trump",1.3287671232876712,0.07313067295911857,12
645,645,52,3,Parlament is considering your proposal to relocate the throne - but there is some opposition,1.3287671232876712,0.06485786626183465,18
646,646,53,4,"But wait there's more! If you act in the next 20 seconds, we'll send you absolutely free the king-size knife sheath ...",1.3287671232876712,0.06772784006480058,16
647,647,55,6,Damocles says you're missing the point.,1.3287671232876712,0.07313067295911857,12
648,648,55,6,You could cut the tension with a knife.,1.3287671232876712,0.07313067295911857,12
649,649,53,4,The scabbard is sold separately.,1.3287671232876712,0.06772784006480058,16
650,650,51,4,"Wait...I have one more piece of bad news, well two pieces, really.",1.3285714285714283,0.06966773723437257,15
651,651,51,4,""" I can't sign that. It would hang over my head forever"".",1.3285714285714283,0.06966773723437257,15
652,652,53,6,The rigger's guild requests that his majesty reopen negotiations.,1.3285714285714283,0.07537739025234334,11
653,653,61,7,The Royal Mohel sends his regrets and says start the bris without him.,1.325,0.07065471397999526,12
654,654,57,5,Sorry Sire. It is another letter from an insurance company that refuses to cover you.,1.3246753246753251,0.06777782863036942,15
655,655,55,3,"If it's all the same to you, my lord, I'll remain standing.",1.3246753246753251,0.0625324480132615,19
656,656,58,6,It's from Parliament Sire. They have denied your funding request for a helmet.,1.3246753246753251,0.07025380810679205,13
657,657,62,10,"Sire, the Giants Mohel has arrived.",1.3246753246753251,0.0793892407832378,5
658,658,59,7,Sir-All details are complete for your circumcision tomorow,1.3246753246753251,0.07264544757356925,11
659,659,55,5,"The signing of your will is at 3:00. Would you, uh, like to move it up?",1.3243243243243243,0.06966388896823443,14
660,660,55,5,"Sir, the Royal Rope Maker just announced a quality control recall of his last production batch.",1.3243243243243243,0.06966388896823443,14
661,661,56,6,"Well Sire according to this, a Mr. Wile E. Coyote would ascend to the throne should you pass.",1.3243243243243243,0.07227233684560137,12
662,662,54,4,I’m going to stick to the short proclamations.,1.3243243243243243,0.06695389592273865,16
663,663,55,5,There's a rumor that there is a pen out there that is mightier than your sword.,1.3243243243243243,0.06966388896823443,14
664,664,56,6,"...and when thy rope breaketh, thy Kingdom shall fall. And down shall come Ruler, Big Sword and all.",1.3243243243243243,0.07227233684560137,12
665,665,55,5,The Prince asks that a “Leap for Joy Day” be declared to honor your Majesty.,1.3243243243243243,0.06966388896823443,14
666,666,54,4,It's a recall notice from the Damocles Rope Company.,1.3243243243243243,0.06695389592273865,16
667,667,57,7,"Your Highness, I present to you a gift from your adoring public, in honour of your ...and I quote ...""20 long years living by the sword""",1.3243243243243243,0.07478986508925957,10
668,668,55,5,"Your Highness, do prepare for a clean, close shave.",1.3243243243243243,0.06966388896823443,14
669,669,52,4,...and the rope makers are asking for a decrease in their taxes.,1.323943661971831,0.06883522999350791,15
670,670,50,2,This may not be the right time to discuss term limits.,1.323943661971831,0.06271730155560007,19
671,671,52,4,"And furthermore, father, I would like to thank you very, very, very, very much for naming me your successor, and...",1.323943661971831,0.06883522999350791,15
672,672,52,4,"Sire, it appears you are not getting the point.",1.323943661971831,0.06883522999350791,15
673,673,50,2,"...and Your Majesty agrees that Swords-R-Us is not responsible for death, damages or losses resulting from Your failure to...",1.323943661971831,0.06271730155560007,19
674,674,51,3,"And last, your doctor suggests you get out more.",1.323943661971831,0.06584735682878701,17
675,675,51,3,"Sire, you might be especially interested in our new double indemnity option.",1.323943661971831,0.06584735682878701,17
676,676,50,4,"You have two options. Option one is to tell the Queen she doesn't look fat in the royal gown. Option two, Well let's just go with option 1 shall we.",1.3235294117647058,0.07086935534514265,14
677,677,46,4,Is there any gravity in this cartoon?,1.3225806451612905,0.07548256020412515,12
678,678,61,6,"For your Take Out tonight, would you prefer one slice or two?",1.3209876543209875,0.06764823798912338,14
679,679,58,5,It's single edged. Why do you ask?,1.3205128205128205,0.0670326030971889,15
680,680,59,8,"It's a collection notice from the Damocles Sign Company, and it says they're going to cut you off.",1.32,0.07631135841684003,8
681,681,55,4,"As your court jester, I hope to make you die laughing.",1.32,0.06619654055902001,16
682,682,57,6,The good news is the peasants love your tweets.,1.32,0.07143320448294828,12
683,683,58,7,"The queen sends a gift, my lord.",1.32,0.07391253657576001,10
684,684,55,4,"Dear King: That's not what I meant when I said you need to go under the knife. Please call to make an appointment. Yours, Dr. Wenzagoogoo",1.32,0.06619654055902001,16
685,685,55,4,"If accepted, it comes with no strings attached.",1.32,0.06619654055902001,16
686,686,55,4,It's an invoice for a Royal Letter Opener.,1.32,0.06619654055902001,16
687,687,55,4,The Queen would prefer to stay above the fray.,1.32,0.06619654055902001,16
688,688,55,4,"The new rope is on backorder, sir.",1.32,0.06619654055902001,16
689,689,59,8,...and the thread company has issued a product quality recall.,1.32,0.07631135841684003,8
690,690,55,4,Unfortunately the warranty is void if not hung properly.,1.32,0.06619654055902001,16
691,691,54,3,You can remain seated or choose what's behind door number one.,1.32,0.06341625676135118,18
692,692,56,5,Your Majesty. We have word of a recall of several lots of rope........,1.32,0.06886466686438221,14
693,693,54,3,"Skip to the end, please.",1.32,0.06341625676135118,18
694,694,56,5,The National Sword Association objects to any change in the throne room.,1.32,0.06886466686438221,14
695,695,59,8,"It appears Sir that no matter how big your sword is, his pen is still mightier.",1.32,0.07631135841684003,8
696,696,53,4,By Order of the Royal Mohel....,1.3194444444444444,0.06802141361977783,15
697,697,53,4,"I found the manual, Sire: ""Dam-O-Kleez, Inc. grants no warranties, express or implied, as to the quality or merchantability of the horsehair strand enclosed with this unit.""",1.3194444444444444,0.06802141361977783,15
698,698,53,4,Is that your final answer?,1.3194444444444444,0.06802141361977783,15
699,699,54,5,and it's signed: Roger Ailes.,1.3194444444444444,0.0708388948075996,13
700,700,54,5,"Instead of knighthood, I prefer a tax cut.",1.3194444444444444,0.0708388948075996,13
701,701,53,4,Damocles said he'd be back for it.,1.3194444444444444,0.06802141361977783,15
702,702,53,4,"I'm sorry, but I have to cut you off.",1.3194444444444444,0.06802141361977783,15
703,703,55,6,And the Queen lived happily ever after.,1.3194444444444444,0.07354852360375037,11
704,704,53,4,"Bad news, sire, Damocles doesn't want it back.",1.3194444444444444,0.06802141361977783,15
705,705,55,6,"Our report suggests the possibility of a pending attack, sir.",1.3194444444444444,0.07354852360375037,11
706,706,51,2,Moving on to the infrastructure budget...,1.3194444444444444,0.06200354907079408,19
707,707,51,4,"It's official, Sire. The winner of the Name That Sword Contest is Damocles.",1.318840579710145,0.06999194212295723,14
708,708,53,6,"Your Majesty, our scouts confirm that it is a very, very large pen.",1.318840579710145,0.07583789871267847,10
709,709,50,5,"Finally Your Liege, there's a recall on horsehair, something to do with tensile strength.",1.318181818181818,0.07528993193244386,11
710,710,61,7,Scribe! Do you still think the pen is mightier than the sword?,1.3164556962025316,0.07102966863119914,11
711,711,55,3,It's going to be a very big knight.,1.3157894736842106,0.06271776467269995,18
712,712,56,4,"You are a cut above the rest, sire!",1.3157894736842106,0.06545529160062329,16
713,713,56,4,Bad news Sire. We cannot find anyone willing to take the throne.,1.3157894736842106,0.06545529160062329,16
714,714,56,4,Who do you know in Troy?,1.3157894736842106,0.06545529160062329,16
715,715,56,4,"Sire, you may find my next joke to be a bit edgy.",1.3157894736842106,0.06545529160062329,16
716,716,60,8,Damocles is upset that you didn't 'love' his last post.,1.3157894736842106,0.07541819389545502,8
717,717,58,6,"Just the peasants' usual list of grievances, Sire, but this time they've omitted the bit about humbly requesting.",1.3157894736842106,0.07061267297367757,12
718,718,59,7,And the blacksmith's bill is still outstanding...,1.3157894736842106,0.07305495724090183,10
719,719,54,2,Dear Sir: Thank you for upgrading to Damacles Sword 2.0...,1.3157894736842106,0.05985516529555082,20
720,720,59,7,Your Majesty's interior decorator has been spotted consorting with the peasants.,1.3157894736842106,0.07305495724090183,10
721,721,56,6,I asked for a huge throne made OF swords you idiot!,1.3150684931506849,0.0726658925243815,11
722,722,54,4,‘Tis a gift from your friends at Halliburton.,1.3150684931506849,0.06722571627550439,15
723,723,53,3,"Whilst the Lords appreciate your support of open carry, sire, the inner council fears your marketing campaign is unraveling.",1.3150684931506849,0.06433334613518435,17
724,724,56,6,"That completes the good news for the week, Your Majesty. And, once again, I am happy to report there is no bad news.",1.3150684931506849,0.0726658925243815,11
725,725,54,4,'The taxpayers are complaining about the size of the overhead.',1.3150684931506849,0.06722571627550439,15
726,726,55,5,"Oh, King Donald, the Sword of Damocles is a present from King Vladimir.",1.3150684931506849,0.06999867450573467,13
727,727,54,4,Please don't look up your majesty. I have news that could make you feel on edge.,1.3150684931506849,0.06722571627550439,15
728,728,54,4,"Sire, this is a recall notice about the rope the palace purchased.",1.3150684931506849,0.06722571627550439,15
729,729,50,2,Does this sword make my crown look small?,1.3142857142857145,0.06286090709602142,18
730,730,52,4,The committee said we couldn't afford a Calder,1.3142857142857145,0.06913502000311503,14
731,731,53,5,"Since it is written: ""He who rules by the sword, dies by the sword"", I would move your throne over 6 feet.",1.3142857142857145,0.07206753544960003,12
732,732,52,4,Your subjects just love this new location for your throne.,1.3142857142857145,0.06913502000311503,14
733,733,54,6,"Number 17, thou proclaim ""That's not a knife, this is a knife!""",1.3142857142857145,0.07488530123280268,10
734,734,52,4,"The pen also happens to be heavier, sire.",1.3142857142857145,0.06913502000311503,14
735,735,54,6,"It's from Donald the Trumpeter of Egoland.. he says , if you think his sword is huge, wait 'til you see how big his pen is . At least , I think I got that translation right.",1.3142857142857145,0.07488530123280268,10
736,736,47,3,"You won't forget the way to the privy again, my lord.",1.3125,0.06998795247800504,14
737,737,56,3,It's the Sword of Damocles -- Texas Edition,1.3116883116883118,0.062033605702164124,18
738,738,58,5,High overhead is putting your business at risk,1.3116883116883118,0.06731786713591009,14
739,739,55,4,I call it the 'Editor-In-Chief'.,1.3108108108108107,0.0664475855650548,15
740,740,54,3,Your approval ratings with the people is at an all time low but we did just receive another gift from the sword lobby.,1.3108108108108107,0.0636006948112967,17
741,741,57,6,"Sir, it seems that we taxed the people and granted them democracy in the wrong order.",1.3108108108108107,0.07180353836209209,11
742,742,58,7,"Sire, your 3pm fencing opponent cancelled again.",1.3108108108108107,0.07433694484078562,9
743,743,54,3,Anyway you slice it the kingdom is about to become a republic.,1.3108108108108107,0.0636006948112967,17
744,744,56,5,"This is from Mack, your Highness. He wants his knife back.",1.3108108108108107,0.06917741592724358,13
745,745,55,4,"""Sire. I bring news of an attempt to overthrow you but they may be splitting heirs"".",1.3108108108108107,0.0664475855650548,15
746,746,55,4,"Right, just the high points.",1.3108108108108107,0.0664475855650548,15
747,747,55,4,"No your Majesty, I haven't seen your great big sword and if I did, it certainly wouldn't be hanging by a shredded thread over your head.",1.3108108108108107,0.0664475855650548,15
748,748,53,4,The sheath will be done in two years.,1.3098591549295775,0.06829793087996712,14
749,749,52,3,The decree is that the pen is still mightier...,1.3098591549295775,0.06528547216313317,16
750,750,52,3,"maybe I should rethink this whole, pen is mightier, thing.",1.3098591549295775,0.06528547216313317,16
751,751,53,4,"And then you'll end your speech with the words, ""speak softly and carry a big sword"".",1.3098591549295775,0.06829793087996712,14
752,752,54,5,"You know my policy on bad news, right?",1.3098591549295775,0.07118301657984366,12
753,753,52,3,"Moving your throne is number one on the ""to do list,"" Sire.",1.3098591549295775,0.06528547216313317,16
754,754,53,4,The people want more specific term limits.,1.3098591549295775,0.06829793087996712,14
755,755,55,6,"The next visitor is Mr. Damocles, sir.",1.3098591549295775,0.07395563762369861,10
756,756,53,4,It says here that it comes with the job.,1.3098591549295775,0.06829793087996712,14
757,757,53,4,"Good news and bad news, Sire. The bris is still on for tomorrow, but the mohel called in sick.",1.3098591549295775,0.06829793087996712,14
758,758,53,4,"In local news, the coup attempt has been completely squashed.",1.3098591549295775,0.06829793087996712,14
759,759,53,4,"So, Dionysius, still think it’s funny? Yours, Damocles",1.3098591549295775,0.06829793087996712,14
760,760,57,8,Next item: we've received a huuuge bill from Damocles Decorating.,1.3098591549295775,0.07921026013194807,6
761,761,55,6,from this point forward the sword is mightier than the pen,1.3098591549295775,0.07395563762369861,10
762,762,51,2,Sire the prophets said if you just move the throne 3 feet forward you'll have nothing to fret about.,1.3098591549295775,0.0621271147619275,18
763,763,53,4,"Well sire, it certainly conveys your enthusiasm for cutting edge technology.",1.3098591549295775,0.06829793087996712,14
764,764,51,4,"I present to you, the latest cutting edge technology.",1.3088235294117647,0.07029772675428576,13
765,765,48,1,"Once again, there is absolutely nothing bad to report.",1.3088235294117647,0.06020652538136655,19
766,766,53,6,"And finally, sire, the royal rope-maker seeks an immediate audience.",1.3088235294117647,0.07628717790277048,9
767,767,53,6,King Rothgar says his is bigger.,1.3088235294117647,0.07628717790277048,9
768,768,53,6,This message of spam further sayeth that whoever doth break this thread shall have bad luck befall unto them.,1.3088235294117647,0.07628717790277048,9
769,769,58,4,"My liege, how's it hanging?",1.3076923076923077,0.06401925989049838,16
770,770,54,2,It says 'Do not use as a screwdriver or can opener.',1.3066666666666666,0.05994992905745587,19
771,771,56,4,"And, last but not least, you should consider paying the Damocles bill...",1.3066666666666666,0.06568648806805485,15
772,772,57,5,"Your Majesty, ""Monarchy Insurance"" left a message earlier today. It seems the Queen has increased your life insurance coverage...",1.3066666666666666,0.06837452065700406,13
