,unfunny,somewhat funny,funny,caption,score,precision
627,50,7,7,"It's a completely probe free probecess, I probemise.",1.328125,0.08349593511396561
628,49,9,6,You don't have to be lonely / With FarmersOnly.Com.,1.328125,0.080470736510385
629,46,15,3,I hope you'll choose to sign up for our frequent abductee program.,1.328125,0.07062183937301952
630,48,11,5,We're here for the moonshine.,1.328125,0.07732727648438202
631,47,13,4,"As part of our rebranding, this is an invitation, not an abduction.",1.328125,0.07405049589611347
632,49,9,6,"O.K. You can come on board. But no matter what, you can't touch my daughter.",1.328125,0.080470736510385
633,49,9,6,"Don't worry, on our planet we have a three party system!",1.328125,0.080470736510385
634,45,17,2,Hi. Do you have a cell phone charger?,1.328125,0.06701800094300654
635,47,13,4,Could I trouble you for a cup of sugar and some plutonium-239?,1.328125,0.07405049589611347
636,52,3,9,"Okay, I can live with that--you don't have to go if Bernie goes third-party AND wins in November.",1.328125,0.08923919919306228
637,45,17,2,"Greetings, I'm the ship's TSA agent, and before I let you on I'll need you to take off your hat and shoes.",1.328125,0.06701800094300654
638,48,11,5,We try to eat local whenever we can.,1.328125,0.07732727648438202
639,44,19,1,You Amish don't squeal. We admire that.,1.328125,0.0632090239156173
640,49,9,6,We can't figure out how to grow pot,1.328125,0.080470736510385
641,45,17,2,I just need to check your ID before you come aboard.,1.328125,0.06701800094300654
642,50,7,7,My first Facebook friend!,1.328125,0.08349593511396561
643,48,11,5,"Yeah, well, the movies are wrong. We just want to learn about your irrigation system.",1.328125,0.07732727648438202
644,46,15,3,Does this planet have shampoo? They only let us bring a 4oz bottle.,1.328125,0.07062183937301952
645,47,13,4,Nice to meet you but where's that daughter I've heard so much about?,1.328125,0.07405049589611347
646,49,9,6,I'm so sorry but your wife has requested that you stay here.,1.328125,0.080470736510385
647,48,11,5,"Hi, I'm Fred, your Uber driver. Where to?",1.328125,0.07732727648438202
648,48,11,5,"Well, thanks for dropping by! And, again, I hope there aren't any hard feelings about the probe.",1.328125,0.07732727648438202
649,48,11,5,"Yeah, I just started as a Lyft driver a few weeks ago.",1.328125,0.07732727648438202
650,46,10,5,Have you accepted Jesus Christ as your lord and savior?,1.3278688524590163,0.08003179516872573
651,46,10,5,"Farmer Brown, I presume?..",1.3278688524590163,0.08003179516872573
652,46,10,5,"OK, you can sleep in the barn, just stay away from my daughter!",1.3278688524590163,0.08003179516872573
653,45,12,4,"Sorry about the yard, Jerry's still learning to park.",1.3278688524590163,0.07654175429461478
654,47,8,6,"Thanks for taking the stairs, the beam is busted again.",1.3278688524590163,0.0833758737607023
655,41,20,0,I think you'll find our time shares to be surprisingly affordable with a variety of planets to choose from.,1.3278688524590163,0.060604024625188074
656,43,11,4,Let's just say a wall won't stop everybody.,1.3275862068965518,0.07927351258160108
657,39,14,2,We have come to work the fields and do the jobs that none of your citizens want.,1.3272727272727274,0.07364737831740681
658,48,13,4,Take me to your restroom.,1.3230769230769228,0.07307692307692308
659,49,11,5,We'd like you to help us with our mid-western accent.,1.3230769230769228,0.07629551701875914
660,48,13,4,"Okay. Is it ""Ah-mish"" or ""Ay-mish""?",1.3230769230769228,0.07307692307692308
661,48,13,4,Looks like Trump will need to build another fence...only much higher.,1.3230769230769228,0.07307692307692308
662,45,14,3,"I was heading to England, but aliens aren't welcome there.",1.3225806451612905,0.07189434028626156
663,48,8,6,.....and next time we will buy you dinner first.,1.3225806451612905,0.08219037872229687
664,45,14,3,"Welcome, Sir! You will be completing our set of The Village People.",1.3225806451612905,0.07189434028626156
665,44,16,2,Give a big moo to your family.,1.3225806451612905,0.06811736515327177
666,46,12,4,Did you find a set of keys?,1.3225806451612905,0.07548256020412515
667,46,12,4,Welcome to Uber everywhere.,1.3225806451612905,0.07548256020412515
668,44,16,2,"First, let me apologize about the sheep.",1.3225806451612905,0.06811736515327177
669,47,10,5,"Abduction? No, we learned a long time ago that was not the best way to sell time shares.",1.3225806451612905,0.07890777924097209
670,47,10,5,"We, too, liquefy our produce into a sugary slime.",1.3225806451612905,0.07890777924097209
671,44,16,2,Do you have a restroom I can use?,1.3225806451612905,0.06811736515327177
672,47,10,5,My frequent flyer miles finally paid off!,1.3225806451612905,0.07890777924097209
673,44,16,2,Relax! That was over fifty years ago! We're vegetarians now.,1.3225806451612905,0.06811736515327177
674,48,8,6,"wait, what probes!? I was here to apologize for the circles!",1.3225806451612905,0.08219037872229687
675,44,16,2,"We're happy to welcome aboard our gold, platinum, and preferred abductees.",1.3225806451612905,0.06811736515327177
676,46,12,4,"Don't worry, I promise to have you back by the morning milking.",1.3225806451612905,0.07548256020412515
677,48,8,6,"Rest assured, we have declared this a 'free range' planet.",1.3225806451612905,0.08219037872229687
678,50,4,8,We hope you enjoy your stay at our Airbnb.,1.3225806451612905,0.08839060930924622
679,48,8,6,We're Amish. You can't park here.,1.3225806451612905,0.08219037872229687
680,42,15,2,Monsanto was simply a decoy.,1.3220338983050848,0.07023662921191362
681,45,9,5,"Hi! I'm Jim, the new Chief extraterrestrial Officer at Monsanto.",1.3220338983050848,0.0817712950300013
682,43,13,3,Your crop circle should be ready in about a week,1.3220338983050848,0.07428080249294383
683,45,9,5,"Well, thanks for the invite, but without intelligent life down here, we probably won't stay.",1.3220338983050848,0.0817712950300013
684,43,13,3,"""Hi, I'm the Green Party candidate for President"".",1.3220338983050848,0.07428080249294383
685,46,7,6,Thank you so much for allowing me to dissect your brain. Please accept the crop circle as a gift.,1.3220338983050848,0.085270148509472
686,41,17,1,Sorry. Google Maps said there was a worm hole here.,1.3220338983050848,0.0659449053916066
687,44,11,4,"Hi! If you can use a pitcher with a 250 mph fastball, I'm your guy.",1.3220338983050848,0.0781158828596312
688,45,9,5,Congratulations! You're our millionth abductee!,1.3220338983050848,0.0817712950300013
689,45,9,5,We have come to take back Donald Trump.,1.3220338983050848,0.0817712950300013
690,54,13,5,It's a deal. Six crop circles and a mysterious glowing rock.,1.3194444444444444,0.0708388948075996
691,52,7,7,Please confirm that you are not genetically modified.,1.318181818181818,0.0812463831982259
692,50,11,5,Just wanted to ask you if it's ok to park here?,1.318181818181818,0.07528993193244386
693,46,14,3,Does your planet have Wi-Fi?,1.3174603174603174,0.07092901489385721
694,45,16,2,"Come in, come in, don't be a stranger.",1.3174603174603174,0.06722270735187427
695,48,10,5,"Our planet, Z-Z-X-Z-X, won't survive without a massive infusion of E-I-E-I-O.",1.3174603174603174,0.07781382071333852
696,48,10,5,Sorry for the inconvenience. The transport beam is on the fritz.,1.3174603174603174,0.07781382071333852
697,49,8,6,Do you prefer your crop circles in corn or wheat?,1.3174603174603174,0.08103717334720452
698,46,14,3,Welcome—please tell us all about this...kale.,1.3174603174603174,0.07092901489385721
699,48,10,5,Good-bye Mr. Jones. It was a wonderful stay. We'll give you a great review on AirBnb.,1.3174603174603174,0.07781382071333852
700,50,6,7,"Of course you are welcome to come, but you do realize there is a very good chance he's not going to win, don't you?",1.3174603174603174,0.08413712756091785
701,47,12,4,It's the one with the rings.,1.3174603174603174,0.0744510438067211
702,48,10,5,Greetings. I have come from a blue state.,1.3174603174603174,0.07781382071333852
703,45,16,2,Did you sign the medical release form?,1.3174603174603174,0.06722270735187427
704,48,10,5,Hi I am your space Uber driver.,1.3174603174603174,0.07781382071333852
705,46,14,3,The rest of the universe congratulates you for being the one redneck not voting for Trump.,1.3174603174603174,0.07092901489385721
706,47,12,4,"Hello, poorly educated white male. I am presidential candidate. Best in universe. Nothing to fear.",1.3174603174603174,0.0744510438067211
707,47,12,4,We are offering free transport to another planet if Trump wins the election.,1.3174603174603174,0.0744510438067211
708,49,8,6,Aboard pardner welcome howdy.,1.3174603174603174,0.08103717334720452
709,47,12,4,"Dinner was great, Norm. It's just my planet isn't looking for anything serious right now.",1.3174603174603174,0.0744510438067211
710,48,10,5,Take me to your demagogue.,1.3174603174603174,0.07781382071333852
711,48,10,5,Quick! Matt Damen's in a peck of trouble.,1.3174603174603174,0.07781382071333852
712,48,10,5,"Greetings, working class white male. I hear you are the most important person in America.",1.3174603174603174,0.07781382071333852
713,48,10,5,Welcome to our Airbnb!,1.3174603174603174,0.07781382071333852
714,50,6,7,From your farm to our saucer.,1.3174603174603174,0.08413712756091785
715,47,12,4,Runs on pure corn ethanol.,1.3174603174603174,0.0744510438067211
716,48,10,5,You look nothing like your picture on DateAFarmer.com.,1.3174603174603174,0.07781382071333852
717,47,12,4,Hello. I'm here to do your crop circles.,1.3174603174603174,0.0744510438067211
718,49,8,6,We are here for the farm to table,1.3174603174603174,0.08103717334720452
719,47,12,4,Fair well Jebidiah. No one must know where the McNuggets recipe came from.,1.3174603174603174,0.0744510438067211
720,44,13,3,So if Trump gets elected you are coming back for me right?,1.3166666666666669,0.07322925331102073
721,44,13,3,We'll have your circles finished by Tuesday.,1.3166666666666669,0.07322925331102073
722,45,11,4,Boy am I glad you were home. Thanks for coming over so quickly. You wouldn't have some bailing wire and some duct tape would ya?,1.3166666666666669,0.07699022854818703
723,43,15,2,Of course this may not be the ACTUAL unit you get but it is representative of what our vacation properties offer.,1.3166666666666669,0.06926436160881881
724,46,9,5,I'm thinking you'd be wanting the OTHER Elron Hubbard.,1.3166666666666669,0.08057584652558421
725,44,13,3,"Hello, my name is Lofor and I'll be your prober this evening.",1.3166666666666669,0.07322925331102073
726,44,13,3,Our dating service pledges to match Americans who cannot live with a Trump presidency with single Martians looking for love.,1.3166666666666669,0.07322925331102073
727,45,11,4,You were highly recommended by Airbnb.,1.3166666666666669,0.07699022854818703
728,46,9,5,I have to warn you...our probe is out of order.,1.3166666666666669,0.08057584652558421
729,44,13,3,We heard about Trump. Come with us.,1.3166666666666669,0.07322925331102073
730,42,17,1,Greetings fellow superdelegate.,1.3166666666666669,0.06505828185300302
731,46,9,5,"Luke, I am your father.",1.3166666666666669,0.08057584652558421
732,43,15,2,Welcome. Do you have more than 3 ounces of liquid on you?,1.3166666666666669,0.06926436160881881
733,44,13,3,I don't know how else to say this... It's a disaster here. No way we can colonize. Great meeting you though.,1.3166666666666669,0.07322925331102073
734,44,13,3,Have you flown with us in the past?,1.3166666666666669,0.07322925331102073
735,46,9,5,You left your tractor high beams on.,1.3166666666666669,0.08057584652558421
736,45,11,4,Enter first and then tell me again how you feel about illegal aliens.,1.3166666666666669,0.07699022854818703
737,48,12,4,"Well, now that you're here, we can start dinner.",1.3125,0.07344620642412539
738,46,16,2,"I would have been here 25,000 years ago but my GPS messed up.",1.3125,0.06634969288573796
739,46,16,2,Remember its gonna be sore for at least a few days.,1.3125,0.06634969288573796
740,47,9,5,"You're definitely organic, right?",1.3114754098360657,0.07941377977960633
741,46,11,4,Have you heard the word of God today?,1.3114754098360657,0.07589532483264116
742,48,7,6,"It's called ""To Serve Man"". C'mon in, I'll autograph a copy for you.",1.3114754098360657,0.08278282736362359
743,49,5,7,Thanks for the casserole.,1.3114754098360657,0.08602002437657874
744,46,11,4,Is there any intelligent life on this planet?,1.3114754098360657,0.07589532483264116
745,46,11,4,"Welcome earthling, I hope you're corn fed!",1.3114754098360657,0.07589532483264116
746,50,3,8,"Howdy neighbor, I'm going to eat your kids.",1.3114754098360657,0.08913973682471188
747,44,15,2,"Greetings, Earthling, I am the only true outsider running for President.",1.3114754098360657,0.0683169390165333
748,46,11,4,"Don't worry, we're vegans.",1.3114754098360657,0.07589532483264116
749,47,9,5,Oh hi! Well this is embarrassing--the crop circles are nowhere near done.,1.3114754098360657,0.07941377977960633
750,47,9,5,I'll have her back by midnight.,1.3114754098360657,0.07941377977960633
751,47,9,5,"Call me old-fashioned, but I'd like to take your cows for the night.",1.3114754098360657,0.07941377977960633
752,46,11,4,Have we got some seeds for you!,1.3114754098360657,0.07589532483264116
753,48,7,6,Welcome to Uber deluxe.,1.3114754098360657,0.08278282736362359
754,46,11,4,Pleased to meet you. For light years now we've been enjoying the stories about your daughter.,1.3114754098360657,0.07589532483264116
755,50,3,8,We know all of you. Iowa is the most important place in the universe.,1.3114754098360657,0.08913973682471188
756,45,13,3,"Ok, you can stay the night; but, keep away from my daughter.",1.3114754098360657,0.07220562473949259
757,47,9,5,"Trust me, I work for Monsanto.",1.3114754098360657,0.07941377977960633
758,45,13,3,Sorry about those crop circles... c'mon in!,1.3114754098360657,0.07220562473949259
759,48,7,6,"If I'm being honest, the stairs are a bit of a disappointment.",1.3114754098360657,0.08278282736362359
760,45,13,3,Would you be interested in a policy that will protect you against damage from crop circles?,1.3114754098360657,0.07220562473949259
761,45,13,3,Did you bring the Mars bars?,1.3114754098360657,0.07220562473949259
762,46,11,4,"I don't know what you've heard, but the probe thing is largely galactic myth.",1.3114754098360657,0.07589532483264116
763,46,11,4,"We are here to bring you temporary fame and untrusting speculation from neighbors near and far....oh, and a perfect circle of ruined crops. Damn glad to meet you.",1.3114754098360657,0.07589532483264116
764,47,9,5,Welcome and don't worry! We're all green in here.,1.3114754098360657,0.07941377977960633
765,48,7,6,I have come here to make you great again.,1.3114754098360657,0.08278282736362359
766,46,11,4,No problem. We can get rid of those crop circles for an additional $29.95.,1.3114754098360657,0.07589532483264116
767,50,3,8,"Klaatu barada nikto. Which means, what's with all the guns?",1.3114754098360657,0.08913973682471188
768,46,11,4,You must tell me where can I get a pair of overalls like that?,1.3114754098360657,0.07589532483264116
769,47,9,5,We're gonna make American great again.,1.3114754098360657,0.07941377977960633
770,46,11,4,Oh the farmer and the Martian should be friends Oh the farmer and the Martian should be friends ...,1.3114754098360657,0.07589532483264116
771,43,12,3,"A lot of guys have wanted to date my daughter, but you're the first one with his own vehicle.",1.3103448275862069,0.07463116223213097
772,43,12,3,Time to come home. You've been undercover long enough.,1.3103448275862069,0.07463116223213097
773,44,10,4,Hello sir do you have a moment to talk about our lord and savior Jesus Christ,1.3103448275862069,0.07857971146342174
774,44,10,4,You'll prefer our alienable rights.,1.3103448275862069,0.07857971146342174
775,44,10,4,We've been watching the election coverage and would like to save a few members of your species.,1.3103448275862069,0.07857971146342174
776,46,13,3,You looked taller in your Grindr profile.,1.3064516129032258,0.07120890709167331
777,48,9,5,"We've decided that Iowa should vote first in our election, too.",1.3064516129032258,0.07828377806886798
778,44,17,1,We heard you make moonshine.,1.3064516129032258,0.06334877259778084
779,47,11,4,""" My sat nav is on the blink, can you show me the way to Roswell""?",1.3064516129032258,0.07483000186397945
780,47,11,4,"You realize you're shaking my penis right? Haha, just kidding. It's my great uncle Larry's penis. I had it grafted on last year. Best decision ever.",1.3064516129032258,0.07483000186397945
781,51,3,8,Welcome. You're here for the vivisection?,1.3064516129032258,0.08783400308567063
782,50,5,7,We're into the farm-to-operating-table movement.,1.3064516129032258,0.08477022689766138
783,49,7,6,"Hi, we're the circle jerks.",1.3064516129032258,0.08159148631143069
784,47,11,4,I'd like to apologize for the crop circles in your corn fields. Our youngsters are always trying to look cool to their friends as soon as they learn to drive.,1.3064516129032258,0.07483000186397945
785,46,13,3,We've seen the latest polls and changed our mind on taking us to your leader.,1.3064516129032258,0.07120890709167331
786,48,9,5,Nice meeting you too.. now get off my porch.,1.3064516129032258,0.07828377806886798
787,45,15,2,Pleased to meet you Mister Godot.,1.3064516129032258,0.0673935287651415
788,48,9,5,We are the third party with the best chance.,1.3064516129032258,0.07828377806886798
789,46,13,3,I've been watching your presidential campaign on the trip over -- don't take me to your leader.,1.3064516129032258,0.07120890709167331
790,49,7,6,We've been monitoring you developments. Mind if I have a last look around?,1.3064516129032258,0.08159148631143069
791,46,13,3,I went on Ancestry.com.,1.3064516129032258,0.07120890709167331
792,46,13,3,I leave crop circles because saying goodbye is always too hard.,1.3064516129032258,0.07120890709167331
793,51,3,8,"Hi, Bill! You probably don’t recognize me. I’m the great-great grandson of your first crop of GMO asparagus back in ’02.",1.3064516129032258,0.08783400308567063
794,46,13,3,"Well, its not really an 'abduction' if you volunteer. But welcome aboard nonetheless.",1.3064516129032258,0.07120890709167331
795,48,9,5,My only demand is that you not take me to your leader.,1.3064516129032258,0.07828377806886798
796,47,11,4,I found you on Ancestry.com,1.3064516129032258,0.07483000186397945
797,47,11,4,Welcome aboard. We have satellite TV!,1.3064516129032258,0.07483000186397945
798,48,9,5,"Not to stereotype, but could you please wipe your feet before you enter...?",1.3064516129032258,0.07828377806886798
799,46,13,3,"Again, thanks so much for your WiFi password.",1.3064516129032258,0.07120890709167331
800,44,12,3,"Pardon me, would you have any Grey Poupon?",1.305084745762712,0.07354367209702453
801,46,8,5,We heard about your presidential candidates; welcome aboard.,1.305084745762712,0.08110227356494051
802,46,8,5,"Once again, let me say how sorry I am about the whole crop circle thing. My bad.",1.305084745762712,0.08110227356494051
803,44,12,3,We've been monitoring your candidates and are offering refuge on our planet.,1.305084745762712,0.07354367209702453
804,44,12,3,"Hello, I'd like to talk to you about genetically modified crops.",1.305084745762712,0.07354367209702453
805,46,8,5,But Trump said nobody could get over his wall.,1.305084745762712,0.08110227356494051
806,44,12,3,"Please, what’s the answer? The Chicken or the Egg??",1.305084745762712,0.07354367209702453
807,42,16,1,You don't look anything like your OKCupid profile,1.305084745762712,0.0651134750541459
808,44,12,3,Don't be a stranger.,1.305084745762712,0.07354367209702453
809,46,8,5,Does your farm use alien labor?,1.305084745762712,0.08110227356494051
810,45,10,4,Don't be scared. We are just trying to understand how Trump won the nomination.,1.305084745762712,0.07741527782975759
811,43,14,2,Have you considered your family's financial future should something unexpected happen to you?,1.305084745762712,0.0694565919806808
812,47,6,6,Take us to your subsidies.,1.305084745762712,0.08462879127901063
813,46,8,5,Can I come in and tell you about the Good News?,1.305084745762712,0.08110227356494051
814,43,14,2,Can I use your outhouse? I don't think I can hold it in one more light year.,1.305084745762712,0.0694565919806808
815,42,11,3,We saw that Matt Damon movie and realized having a farmer aboard couldn't hurt.,1.3035714285714286,0.07610503190500345
816,40,10,3,"As a frequent flier, today's flight earns you 3.14 billion miles.",1.30188679245283,0.07893019118245996
817,49,9,5,Welcome aboard. I wanted to be the first to reach out to voters for the 2056 Iowa Caucuses. Have you decided who you are caucusing for?,1.3015873015873016,0.07718458811550716
818,48,11,4,Was that E-I-E-I-O ?,1.3015873015873016,0.07379314244876146
819,46,15,2,Have you prepped for your probe?,1.3015873015873016,0.06649332547157367
820,47,13,3,"This 6 month spa getaway will involve relaxing physical probing, rejuvenating mind melds, and complimentary cucumber masks.",1.3015873015873016,0.07023813139859228
821,50,7,6,You're the first specimen to avoid the fatal selfie.,1.3015873015873016,0.08043316115047185
822,44,14,2,"Congratulations, you have just won the Publishers Clearing House Sweepstakes!",1.3,0.06847821213147406
823,47,8,5,Aunt Clara always said I was the good looking one in the family. Now I know why...,1.3,0.07990106877232901
824,46,10,4,So this is why those city folk are so excited about Uber.,1.3,0.0762837403353298
825,46,10,4,"'You're late, but that's ok. Did you bring the guacamole?'",1.3,0.0762837403353298
826,47,8,5,Am I the first superdelegate you've ever met?,1.3,0.07990106877232901
827,44,14,2,Are meals included?,1.3,0.06847821213147406
828,44,14,2,Thank God you're here. We had no idea the horse was pregnant when we abducted her.,1.3,0.06847821213147406
829,47,8,5,"Careful with that grip, you'll damage my probing hand.",1.3,0.07990106877232901
830,45,12,3,We're here to rescue you from Donald Trump.,1.3,0.07248611789946811
831,43,16,1,A good Yelp review would be fantastic.,1.3,0.06422066478409214
832,48,6,6,We saw the crop circles and we love your work.,1.3,0.08336157713463008
833,46,10,4,Come in! I told them you were real!,1.3,0.0762837403353298
834,48,6,6,"In 4 to 6 weeks, a youngling will burst from your chest. But you should be fine until then.",1.3,0.08336157713463008
835,48,6,6,I saw you with the cows earlier....please wipe your feet.,1.3,0.08336157713463008
836,44,14,2,You're gonna love what I did with corn field 4,1.3,0.06847821213147406
837,46,10,4,Can you do anything other than circles?,1.3,0.0762837403353298
838,46,10,4,You can stay the night but you'll have to stay asway from my daughter.,1.3,0.0762837403353298
839,40,17,0,Do you have the wifi password?,1.2982456140350878,0.061134390564663986
840,44,9,4,"Take me to your leader, unless it is Trump.",1.2982456140350878,0.07901695624277917
841,50,4,7,Greetings! I come from a place called New York.,1.2950819672131149,0.08539289554368333
842,44,16,1,Well we can't all be as handsome as Matt Damon.,1.2950819672131149,0.06335028085765876
843,46,12,3,I look weird? You're not exactly Matt Damon yourself.,1.2950819672131149,0.07145735973017497
844,46,12,3,You ordered an Uber?,1.2950819672131149,0.07145735973017497
845,47,10,4,You called for a crop duster?,1.2950819672131149,0.0751837904540555
846,44,16,1,"Don't worry, we have WiFi.",1.2950819672131149,0.06335028085765876
847,46,12,3,We've run out of toilet paper...,1.2950819672131149,0.07145735973017497
848,45,14,2,Have no fear. All I seek is a fresh green salad.,1.2950819672131149,0.06752559642221563
849,46,12,3,"You're not from around here, are you?",1.2950819672131149,0.07145735973017497
850,46,12,3,Do you have wifi?,1.2950819672131149,0.07145735973017497
851,48,8,5,We're into sustainable food sources too...is your wife around?,1.2950819672131149,0.07873404876208907
852,49,6,6,We're investigating important things about Kansas your government is hiding from you.,1.2950819672131149,0.08213098393360885
853,47,10,4,Yes. We do have single payer health and a generous farm subsidy program.,1.2950819672131149,0.0751837904540555
854,46,7,5,Let me answer your question with another question: do you really care why we're here for Justin Bieber?,1.293103448275862,0.08160749126992167
855,44,11,3,Why are you surprised again?,1.293103448275862,0.07382317573945478
856,44,11,3,We've come to investigate claims that your wife makes the best rhubarb pie in the universe.,1.293103448275862,0.07382317573945478
857,46,7,5,"Remember, vote against illegal aliens.",1.293103448275862,0.08160749126992167
858,46,7,5,Mr. Trump will see you now.,1.293103448275862,0.08160749126992167
859,45,9,4,Welcome--we're thrilled to have you for dinner!,1.293103448275862,0.07781273644985365
860,47,5,6,Old MacDonald I presume.,1.293103448275862,0.08523346355115638
861,45,9,4,"Dorothy, I never thought you'd ever come back.",1.293103448275862,0.07781273644985365
862,44,11,3,Park it up front and I'll throw in an extra twenty bucks.,1.293103448275862,0.07382317573945478
863,45,9,4,"I greet you from.........gosh, it's been so long I've totally forgotten.",1.293103448275862,0.07781273644985365
864,42,10,3,Here's my information. Sorry again about the circles.,1.2909090909090908,0.07642133462374844
865,40,14,1,"Hi, there. I'm your Green Party candidate.",1.2909090909090908,0.06703296979004872
866,43,8,4,Just take me out of range of election coverage.,1.2909090909090908,0.08070700749671991
867,43,8,4,"Likewise. By the way, any idea where I can get tickets to Hamilton?",1.2909090909090908,0.08070700749671991
868,42,10,3,"You can turn your phone back on at 32,000,000 feet.",1.2909090909090908,0.07642133462374844
869,42,10,3,We are hoping that you can explain about the subsidies for not growing things.,1.2909090909090908,0.07642133462374844
870,42,10,3,Nice hat!,1.2909090909090908,0.07642133462374844
871,42,10,3,"We used to have to snatch you, but in this political climate, more than enough of you come willingly. Welcome...",1.2909090909090908,0.07642133462374844
872,47,12,3,You look different than your profile picture online.,1.2903225806451613,0.07045630820994753
873,49,8,5,What shall we do first--crop circle or your wife?,1.2903225806451613,0.07759982491037164
874,49,8,5,What? You were expecting June Lockhart?,1.2903225806451613,0.07759982491037164
875,45,11,3,"Howdy, neighbor. Just flew in from, uh, Nebraska. Yes, that's it, Nebraska.",1.2881355932203389,0.07273100989192273
876,46,9,4,We saw those magnificent crop circles and we simply have to learn how you do it.,1.2881355932203389,0.07664367772910466
877,47,7,5,Welcome! We're all about farm to saucer here.,1.2881355932203389,0.08036608035599811
878,46,9,4,"No, we don't do that any more.",1.2881355932203389,0.07664367772910466
879,46,9,4,Congratulations! You may already be a winner.,1.2881355932203389,0.07664367772910466
880,45,11,3,We've been craving an organic farmer.,1.2881355932203389,0.07273100989192273
881,48,5,6,Any chance you'd be willing to run for president?,1.2881355932203389,0.08392353905627811
882,47,7,5,"If he gets elected, there will be a long line.",1.2881355932203389,0.08036608035599811
883,46,9,4,We no longer ask probing questions. Too much information.,1.2881355932203389,0.07664367772910466
884,48,5,6,"I know I've refused in the past, but now they've elected Trump. Please can I come with you?",1.2881355932203389,0.08392353905627811
885,47,7,5,I thought you aliens was from Mexico.,1.2881355932203389,0.08036608035599811
886,47,7,5,"Unless I misread your crop circles, you are need of migrant workers?",1.2881355932203389,0.08036608035599811
887,43,15,1,We loved your website.,1.2881355932203389,0.06419417986088129
888,47,7,5,You're a little shorter than you looked in your profile.,1.2881355932203389,0.08036608035599811
889,45,11,3,Can I have my cows back?,1.2881355932203389,0.07273100989192273
890,46,9,4,Take me to your zucchini.,1.2881355932203389,0.07664367772910466
891,45,11,3,"Thanks, but no one really needs to be taken to anyone's leader anymore.",1.2881355932203389,0.07273100989192273
892,47,7,5,Oh yes please! Earth is getting much too scary.,1.2881355932203389,0.08036608035599811
893,46,9,4,"Well, we're heading home. We do not care for your loud, orange leader with the helmet made of hair. Give my best to Gladys.",1.2881355932203389,0.07664367772910466
894,45,11,3,We understand Iowa is a good place to start our campaign...,1.2881355932203389,0.07273100989192273
895,44,13,2,Welcome. We've been looking forward to genetically modifying you.,1.2881355932203389,0.0685955265593542
896,47,7,5,Want to see what's over the rainbow?,1.2881355932203389,0.08036608035599811
897,46,9,4,"Hi there, we're here to serve man.",1.2881355932203389,0.07664367772910466
898,46,9,4,"We have travelled far, and must know: how many licks DOES it take to get to the center of a Tootsie Pop?",1.2881355932203389,0.07664367772910466
899,47,7,5,"I appreciate your concern, but that was not my cow that jumped over your moon.",1.2881355932203389,0.08036608035599811
900,47,7,5,"Just go along with it. We'll be back in Tulsa in an hour and you'll be $10,000 richer.",1.2881355932203389,0.08036608035599811
901,49,3,7,Trump won. Take me with you.,1.2881355932203389,0.08733621209827301
902,47,7,5,"Remember, a vote for Quyclane is a vote to make this Galaxy great again.",1.2881355932203389,0.08036608035599811
903,44,13,2,This flight doesn't require you to empty your pockets or remove your shoes.,1.2881355932203389,0.0685955265593542
904,46,9,4,Welcome. We love high fructose corn syrup and gluten.,1.2881355932203389,0.07664367772910466
905,45,11,3,"Oh, you earthlings and your probing.",1.2881355932203389,0.07273100989192273
906,44,13,2,"I don't mean to be rude, but we were just sitting down to dinner.",1.2881355932203389,0.0685955265593542
907,45,11,3,Sorry we vaporized your cows and obliterated your corn field. No hard feelings then?,1.2881355932203389,0.07273100989192273
908,44,13,2,"Come in, we have candy.",1.2881355932203389,0.0685955265593542
909,44,8,4,"When I heard this planet still grew gmo corn, well I just had to see it with my own eyes.",1.2857142857142858,0.07942277844893847
910,43,10,3,"Bob, your heirloom carrots really are out of this world.",1.2857142857142858,0.07522384653285498
911,46,4,6,I'm sorry but this staircase is for deliveries only. The visitors entrance is around the front.,1.2857142857142858,0.08721627735262763
912,43,10,3,"I'm sorry, but we can't take any more refugees from Earth.",1.2857142857142858,0.07522384653285498
913,43,10,3,Help us meet our skyrocketing demand for kale.,1.2857142857142858,0.07522384653285498
914,42,12,2,Mind if we take some earth rocks to sell in our gift shop back home?,1.2857142857142858,0.07077624204383748
915,44,8,4,"Good evening, may I see some ID please?",1.2857142857142858,0.07942277844893847
916,42,12,2,"Whoa! Lots of questions there buddy. Let's take them one at a time. No, we are not from Tesla. Yes, you can use United miles. No, we do not stop in Des Moines.",1.2857142857142858,0.07077624204383748
917,41,14,1,"What do you mean, am I free range?",1.2857142857142858,0.06602973412408396
918,43,10,3,Hi. I'm here to destroy the earth.,1.2857142857142858,0.07522384653285498
919,44,8,4,Just saw your cow; she's quite the jumper.,1.2857142857142858,0.07942277844893847
920,45,6,5,"Wow, I no idea Uber worked way out here.",1.2857142857142858,0.08341060116016318
921,43,10,3,A cookbook? Don't be silly! To Serve Man is our motto. Come. Come inside.,1.2857142857142858,0.07522384653285498
922,45,6,5,"Forget your wife, man! Save the chickens!",1.2857142857142858,0.08341060116016318
923,45,13,2,Who in the world thought that wall could keep us out?,1.2833333333333334,0.06761333513821251
924,46,11,3,Which bathroom am I supposed to use?,1.2833333333333334,0.0716696228532331
925,47,9,4,Just in time for dinner.,1.2833333333333334,0.07550832133836045
