,Unnamed: 0,target_id,mean,precision,count,score,caption,contest,funny,somewhat_funny,unfunny,rank
1152,1152,716,1.2094594594594594,0.0398256200544441,148,1.2094594594594594,A stepping stone today- a welcome mat tomorrow.,629,5,21,122,1139
1153,1153,736,1.2094594594594594,0.038654253962063546,148,1.2094594594594594,"Not the foot, not the foot, not the foot.",629,4,23,121,1139
1154,1154,740,1.2094594594594594,0.03619798368209527,148,1.2094594594594594,Yes it's crazy! But you can't believe how crazy low my membership rate is!,629,2,27,119,1139
1155,1155,896,1.2094594594594594,0.0398256200544441,148,1.2094594594594594,i promise never to leaving you hanging again.,629,5,21,122,1139
1156,1156,1204,1.2094594594594594,0.0398256200544441,148,1.2094594594594594,"If you make it to the top, stay there.",629,5,21,122,1139
1157,1157,1266,1.2094594594594594,0.038654253962063546,148,1.2094594594594594,Rotate your device,629,4,23,121,1139
1158,1158,1415,1.2094594594594594,0.0398256200544441,148,1.2094594594594594,"I needed two internships so it seemed like a great idea, with the podiatry school right next door and all.",629,5,21,122,1139
1159,1159,1424,1.2094594594594594,0.0398256200544441,148,1.2094594594594594,Try to remember us little people when you make it to the top.,629,5,21,122,1139
1160,1160,1443,1.2094594594594594,0.04207062323564282,148,1.2094594594594594,Don't sign up for the Human Cannonball class.,629,7,17,124,1139
1161,1161,1463,1.2094594594594594,0.03619798368209527,148,1.2094594594594594,"Well, it ain't Mount Rushmore, but I'll take it.",629,2,27,119,1139
1162,1162,1780,1.2094594594594594,0.0398256200544441,148,1.2094594594594594,"So it's true Lenny, you do have a foot fetish,",629,5,21,122,1139
1163,1163,1843,1.2094594594594594,0.038654253962063546,148,1.2094594594594594,Last name's Hudson what about you?,629,4,23,121,1139
1164,1164,1938,1.2094594594594594,0.0398256200544441,148,1.2094594594594594,I suppose I'm the lucky one -- my brother is just another brick.,629,5,21,122,1139
1165,1165,2014,1.2094594594594594,0.0398256200544441,148,1.2094594594594594,You're just using me to get to the top.,629,5,21,122,1139
1166,1166,2032,1.2094594594594594,0.038654253962063546,148,1.2094594594594594,"I'm trying to be self-effacing, but may have gotten it wrong.",629,4,23,121,1139
1167,1167,2201,1.2094594594594594,0.0398256200544441,148,1.2094594594594594,"Things have been rough since we broke up, Sarah...",629,5,21,122,1139
1168,1168,2233,1.2094594594594594,0.038654253962063546,148,1.2094594594594594,"I never aspired to literally become the
face of rock climbing, Judy.",629,4,23,121,1139
1169,1169,2335,1.2094594594594594,0.038654253962063546,148,1.2094594594594594,Now this is an interesting construction site peep hole.,629,4,23,121,1139
1170,1170,2355,1.2094594594594594,0.0398256200544441,148,1.2094594594594594,My friends say I wouldn't recognize true love if it kicked me in the face.,629,5,21,122,1139
1171,1171,2521,1.2094594594594594,0.04096350419676245,148,1.2094594594594594,Sorry I can't be of more help. I'm kinda between a rock and a hard place right now.,629,6,19,123,1139
1172,1172,2592,1.2094594594594594,0.0398256200544441,148,1.2094594594594594,Now I regret saying I'd fill in where needed.,629,5,21,122,1139
1173,1173,2680,1.2094594594594594,0.038654253962063546,148,1.2094594594594594,Three words: Republican teambuilding exercise.,629,4,23,121,1139
1174,1174,2864,1.2094594594594594,0.04096350419676245,148,1.2094594594594594,I never cared about anything but making it to the top,629,6,19,123,1139
1175,1175,2873,1.2094594594594594,0.038654253962063546,148,1.2094594594594594,"Hey, you're stepping on my toe.",629,4,23,121,1139
1176,1176,2874,1.2094594594594594,0.0398256200544441,148,1.2094594594594594,Just a heads up...it's a toupee.,629,5,21,122,1139
1177,1177,2882,1.2094594594594594,0.038654253962063546,148,1.2094594594594594,"If you give me one more chance, I won't let you down.",629,4,23,121,1139
1178,1178,2914,1.2094594594594594,0.0398256200544441,148,1.2094594594594594,This is only a stepping stone in my career path.,629,5,21,122,1139
1179,1179,2948,1.2094594594594594,0.04096350419676245,148,1.2094594594594594,"Oh, hey Rocky.",629,6,19,123,1139
1180,1180,2970,1.2094594594594594,0.04096350419676245,148,1.2094594594594594,You could say I hit rock bottom.,629,6,19,123,1139
1181,1181,2981,1.2094594594594594,0.038654253962063546,148,1.2094594594594594,"My therapist says I need to stop letting people walk all over me, but I need the job.",629,4,23,121,1139
1182,1182,2990,1.2094594594594594,0.038654253962063546,148,1.2094594594594594,"Honestly, again Eugene? You've really got to stop letting people walk all over you.",629,4,23,121,1139
1183,1183,3159,1.2094594594594594,0.03744626397928732,148,1.2094594594594594,I'm a wallflower.,629,3,25,120,1139
1184,1184,3187,1.2094594594594594,0.03744626397928732,148,1.2094594594594594,Robert Frost would take the road less traveled.,629,3,25,120,1139
1185,1185,3233,1.2094594594594594,0.038654253962063546,148,1.2094594594594594,"Just go ahead. Step on me, like all the others.",629,4,23,121,1139
1186,1186,3273,1.2094594594594594,0.038654253962063546,148,1.2094594594594594,You must be the North Face,629,4,23,121,1139
1187,1187,3468,1.2094594594594594,0.0398256200544441,148,1.2094594594594594,"Geez, Paul Manafort is desperate these days.",629,5,21,122,1139
1188,1188,3573,1.2094594594594594,0.0398256200544441,148,1.2094594594594594,(sigh) This isn't the 'glory hole' I was promised.,629,5,21,122,1139
1189,1189,3632,1.2094594594594594,0.03744626397928732,148,1.2094594594594594,Please don't tell anyone which rock I've been hiding under.,629,3,25,120,1139
1190,1190,3774,1.2094594594594594,0.03619798368209527,148,1.2094594594594594,Shhhh! I'm hiding.,629,2,27,119,1139
1191,1191,3814,1.2094594594594594,0.038654253962063546,148,1.2094594594594594,I had no idea this was part of climbing the corporate ladder.,629,4,23,121,1139
1192,1192,3859,1.2094594594594594,0.034905090736051685,148,1.2094594594594594,John I told you it's over! Now stop popping up wherever I go!,629,1,29,118,1139
1193,1193,4013,1.2094594594594594,0.038654253962063546,148,1.2094594594594594,Won’t you give me a hand?,629,4,23,121,1139
1194,1194,4119,1.2094594594594594,0.0398256200544441,148,1.2094594594594594,I volunteered for Beta testing,629,5,21,122,1139
1195,1195,4138,1.2094594594594594,0.0398256200544441,148,1.2094594594594594,Wipe your feet first!,629,5,21,122,1139
1196,1196,4269,1.2094594594594594,0.04207062323564282,148,1.2094594594594594,They said it was a glory-less hole. I’m regretting my curiosity.,629,7,17,124,1139
1197,1197,4274,1.2094594594594594,0.0398256200544441,148,1.2094594594594594,"Deirdre, will you marry me?",629,5,21,122,1139
1198,1198,4290,1.2094594594594594,0.04096350419676245,148,1.2094594594594594,I'm training to be the North Face.,629,6,19,123,1139
1199,1199,4298,1.2094594594594594,0.04096350419676245,148,1.2094594594594594,Let me know when I should open my mouth so you can put your foot in.,629,6,19,123,1139
1200,1200,4313,1.2094594594594594,0.04096350419676245,148,1.2094594594594594,Can’t get” I am a rock”  out of my head .,629,6,19,123,1139
1201,1201,4442,1.2094594594594594,0.04314934533446185,148,1.2094594594594594,I find you rappelling as well.,629,8,15,125,1139
1202,1202,4495,1.2094594594594594,0.038654253962063546,148,1.2094594594594594,"I know this is tough, and I want to support you any way I can.",629,4,23,121,1139
1203,1203,4523,1.2094594594594594,0.0398256200544441,148,1.2094594594594594,left foot yellow. Left foot yellow!!!,629,5,21,122,1139
1204,1204,4536,1.2094594594594594,0.0398256200544441,148,1.2094594594594594,You should know that I'm wearing a toupee.,629,5,21,122,1139
1205,1205,4621,1.2094594594594594,0.03744626397928732,148,1.2094594594594594,Careful! I erode easily.,629,3,25,120,1139
1206,1206,4635,1.2094594594594594,0.038654253962063546,148,1.2094594594594594,"It's fine, Mary. Just pick my nose.",629,4,23,121,1139
1207,1207,4715,1.2094594594594594,0.038654253962063546,148,1.2094594594594594,"Myrna, lately I've been feeling that you're only using me to step up in the world.",629,4,23,121,1139
1208,1208,4789,1.2094594594594594,0.04096350419676245,148,1.2094594594594594,I never thought I'd be so high when I hit rock bottom.,629,6,19,123,1139
1209,1209,4816,1.2094594594594594,0.03744626397928732,148,1.2094594594594594,Don't grab me by the hair - my toupee will slide off!,629,3,25,120,1139
1210,1210,4872,1.2094594594594594,0.03744626397928732,148,1.2094594594594594,Hey I know it's an entry level gig but someday...Mt Rushmore.,629,3,25,120,1139
1211,1211,4919,1.2094594594594594,0.04096350419676245,148,1.2094594594594594,Why not scale the face of Mount Everest instead?,629,6,19,123,1139
1212,1212,4968,1.2094594594594594,0.0398256200544441,148,1.2094594594594594,"Yea, there's no good hand holds this way. You're gonna wanna go way left... Or way right.",629,5,21,122,1139
1213,1213,109,1.206896551724138,0.03902125332590335,145,1.206896551724138,Will you marry me?,629,4,22,119,1214
1214,1214,901,1.206896551724138,0.04022988505747127,145,1.206896551724138,This gig is a stepping stone towards a position in a relief sculpture.,629,5,20,120,1214
1215,1215,1410,1.206896551724138,0.036484069535870994,145,1.206896551724138,"Yes, I know we went on a really fun date, both felt a connection, and then I never texted you again.  I didn't ghost you; I got sucked into another dimension.",629,2,26,117,1214
1216,1216,1477,1.206896551724138,0.036484069535870994,145,1.206896551724138,"You never know who you will have to step on, on the way to the top.",629,2,26,117,1214
1217,1217,1978,1.206896551724138,0.037773969483114914,145,1.206896551724138,People will step all over you to get to the top,629,3,24,118,1214
1218,1218,2691,1.206896551724138,0.037773969483114914,145,1.206896551724138,"Sorry Jim, but I really need this promotion",629,3,24,118,1214
1219,1219,3217,1.206896551724138,0.03514686172740381,145,1.206896551724138,I can be your stepping stone if you let me.,629,1,28,116,1214
1220,1220,4251,1.206896551724138,0.0425442655708546,145,1.206896551724138,Roger Stone! I thought you were in jail !,629,7,16,122,1214
1221,1221,885,1.2054794520547945,0.041143099950259714,146,1.2054794520547945,"Sure, you could place your foot on my face, but I think my real value lies in my role in this rare face-to-face encounter in an increasingly impersonal world of tweets, texts, and other virtual excuses for connection and intimacy.",629,6,18,122,1222
1222,1222,1044,1.2054794520547945,0.03626101802706065,146,1.2054794520547945,"I'm sorry for having second thoughts, but I didn't anticipate you taking ""to have and to hold"" quite so literally.",629,2,26,118,1222
1223,1223,21,1.2027972027972027,0.04158705287172625,143,1.2027972027972027,I think I need to try a new headhunter...,629,6,17,120,1224
1224,1224,114,1.2027972027972027,0.03517126220877037,143,1.2027972027972027,I refuse to be your stepping stone.,629,1,27,115,1224
1225,1225,125,1.2027972027972027,0.04038551609570217,143,1.2027972027972027,I was getting  ahead until I hit the wall.,629,5,19,119,1224
1226,1226,246,1.2027972027972027,0.04038551609570217,143,1.2027972027972027,"The job is okay, but it did include the gym membership.",629,5,19,119,1224
1227,1227,335,1.2027972027972027,0.03786824260296679,143,1.2027972027972027,I always knew you were using me as a stepping stone.,629,3,23,117,1224
1228,1228,337,1.2027972027972027,0.042754836250362235,143,1.2027972027972027,"Excuse me, your feet are crushing my stones.",629,7,15,121,1224
1229,1229,356,1.2027972027972027,0.03786824260296679,143,1.2027972027972027,I should have just wished for more wishes.,629,3,23,117,1224
1230,1230,386,1.2027972027972027,0.03517126220877037,143,1.2027972027972027,It seems like everyone who holds onto me always lets go at some point.,629,1,27,115,1224
1231,1231,442,1.2027972027972027,0.03914711808136947,143,1.2027972027972027,They told me the job would be a stepping stone.,629,4,21,118,1224
1232,1232,456,1.2027972027972027,0.04158705287172625,143,1.2027972027972027,Watch out for the slippery orange hair!,629,6,17,120,1224
1233,1233,488,1.2027972027972027,0.04038551609570217,143,1.2027972027972027,"Save me, I'm a climbing wall hostage.",629,5,19,119,1224
1234,1234,639,1.2027972027972027,0.03786824260296679,143,1.2027972027972027,"You wouldn't have happen to see a penis on the way up, would you?",629,3,23,117,1224
1235,1235,769,1.2027972027972027,0.04038551609570217,143,1.2027972027972027,One step a head.,629,5,19,119,1224
1236,1236,823,1.2027972027972027,0.03914711808136947,143,1.2027972027972027,Mom says the alimony’s late.,629,4,21,118,1224
1237,1237,1009,1.2027972027972027,0.03914711808136947,143,1.2027972027972027,"Please, don't tread on me.",629,4,21,118,1224
1238,1238,1335,1.2027972027972027,0.04038551609570217,143,1.2027972027972027,one foot closer to heaven I keep telling myself...,629,5,19,119,1224
1239,1239,1372,1.2027972027972027,0.04038551609570217,143,1.2027972027972027,Good luck breaking the glass ceiling!,629,5,19,119,1224
1240,1240,1582,1.2027972027972027,0.036544640394969186,143,1.2027972027972027,Let me be your rock.,629,2,25,116,1224
1241,1241,1584,1.2027972027972027,0.04038551609570217,143,1.2027972027972027,I tried for Old Man of the Mountain but got Knob Face On the Wall!,629,5,19,119,1224
1242,1242,1603,1.2027972027972027,0.04038551609570217,143,1.2027972027972027,Why do people always walk all over me?,629,5,19,119,1224
1243,1243,1606,1.2027972027972027,0.04158705287172625,143,1.2027972027972027,They told me there was a beautiful young woman passionately climbing the walls for me.,629,6,17,120,1224
1244,1244,1877,1.2027972027972027,0.03914711808136947,143,1.2027972027972027,"Oh sure, now you want to support me ...",629,4,21,118,1224
1245,1245,1892,1.2027972027972027,0.042754836250362235,143,1.2027972027972027,Why do I always let women walk all over me?,629,7,15,121,1224
1246,1246,2042,1.2027972027972027,0.04158705287172625,143,1.2027972027972027,Never let the face of a challenge distract you,629,6,17,120,1224
1247,1247,2082,1.2027972027972027,0.03914711808136947,143,1.2027972027972027,Do not become one with the wall.,629,4,21,118,1224
1248,1248,2161,1.2027972027972027,0.03914711808136947,143,1.2027972027972027,How often do you get up this way?,629,4,21,118,1224
1249,1249,2263,1.2027972027972027,0.03786824260296679,143,1.2027972027972027,Are those steel toed?,629,3,23,117,1224
1250,1250,2378,1.2027972027972027,0.03786824260296679,143,1.2027972027972027,So I'm a stalker. But you can't deny I'm damned good at it!,629,3,23,117,1224
1251,1251,2451,1.2027972027972027,0.03786824260296679,143,1.2027972027972027,Beats changing the numbers at Fenway.,629,3,23,117,1224
1252,1252,2523,1.2027972027972027,0.04158705287172625,143,1.2027972027972027,Be careful— I’ve got a few screws loose.,629,6,17,120,1224
1253,1253,2540,1.2027972027972027,0.042754836250362235,143,1.2027972027972027,Please just spare me the jokes about “the way down.”,629,7,15,121,1224
1254,1254,2585,1.2027972027972027,0.03914711808136947,143,1.2027972027972027,They promised it would be just like Rushmore.,629,4,21,118,1224
1255,1255,2614,1.2027972027972027,0.04158705287172625,143,1.2027972027972027,Did you not read the waiver?,629,6,17,120,1224
1256,1256,2655,1.2027972027972027,0.03914711808136947,143,1.2027972027972027,"Avoid eyes and mouth, please.",629,4,21,118,1224
1257,1257,2736,1.2027972027972027,0.04158705287172625,143,1.2027972027972027,You can't ignore me forever!,629,6,17,120,1224
1258,1258,2744,1.2027972027972027,0.04038551609570217,143,1.2027972027972027,HR sent me here after I made a glass ceiling joke,629,5,19,119,1224
1259,1259,2751,1.2027972027972027,0.03786824260296679,143,1.2027972027972027,"Be the face of the club"" they said",629,3,23,117,1224
1260,1260,2766,1.2027972027972027,0.03914711808136947,143,1.2027972027972027,"I forgot my wallet, but they say in another hour I'll have paid for my climb.",629,4,21,118,1224
1261,1261,2958,1.2027972027972027,0.03786824260296679,143,1.2027972027972027,All I ask is that you not muss my hair.,629,3,23,117,1224
1262,1262,2977,1.2027972027972027,0.04158705287172625,143,1.2027972027972027,Get a grip! Just not under my chin.,629,6,17,120,1224
1263,1263,2996,1.2027972027972027,0.03786824260296679,143,1.2027972027972027,I just wish someone would fall for me.,629,3,23,117,1224
1264,1264,3070,1.2027972027972027,0.036544640394969186,143,1.2027972027972027,Oh...You said GET a grip...,629,2,25,116,1224
1265,1265,3296,1.2027972027972027,0.042754836250362235,143,1.2027972027972027,"I'm sorry Baron, but I need to step on your head, mommy can't stand another day here!",629,7,15,121,1224
1266,1266,3298,1.2027972027972027,0.042754836250362235,143,1.2027972027972027,Did you just drool on my Comme des Garçons Converse?,629,7,15,121,1224
1267,1267,3367,1.2027972027972027,0.04158705287172625,143,1.2027972027972027,You think this is hard? Wait till you face the glass ceiling.,629,6,17,120,1224
1268,1268,3390,1.2027972027972027,0.03914711808136947,143,1.2027972027972027,I’m no longer your doormat.,629,4,21,118,1224
1269,1269,3516,1.2027972027972027,0.04158705287172625,143,1.2027972027972027,I should've said 'I wish I was Dwayne Johnson'.,629,6,17,120,1224
1270,1270,3693,1.2027972027972027,0.04038551609570217,143,1.2027972027972027,"Actually yes, I do bite.",629,5,19,119,1224
1271,1271,3799,1.2027972027972027,0.03914711808136947,143,1.2027972027972027,"Hey, next time you come up bring me a Coke.",629,4,21,118,1224
1272,1272,3888,1.2027972027972027,0.04038551609570217,143,1.2027972027972027,I don't suppose you use flavored chalk?,629,5,19,119,1224
1273,1273,3973,1.2027972027972027,0.04038551609570217,143,1.2027972027972027,You found me!,629,5,19,119,1224
1274,1274,4020,1.2027972027972027,0.04038551609570217,143,1.2027972027972027,Scratch my nose,629,5,19,119,1224
1275,1275,4024,1.2027972027972027,0.03914711808136947,143,1.2027972027972027,Climbers requested a natural rock face.,629,4,21,118,1224
1276,1276,4075,1.2027972027972027,0.03914711808136947,143,1.2027972027972027,A nice girl would step around me.,629,4,21,118,1224
1277,1277,4087,1.2027972027972027,0.03786824260296679,143,1.2027972027972027,"Please climb around me, ma’am.",629,3,23,117,1224
1278,1278,4089,1.2027972027972027,0.04038551609570217,143,1.2027972027972027,"Be careful who you step on as you try to make it to the top, young lady. Believe me, I found out the hard way.",629,5,19,119,1224
1279,1279,4115,1.2027972027972027,0.03786824260296679,143,1.2027972027972027,"Don’t mind me, I’m just feeling stuck between a rock and a hard place.",629,3,23,117,1224
1280,1280,4224,1.2027972027972027,0.042754836250362235,143,1.2027972027972027,"Social climbing put me ahead, but never to the top.",629,7,15,121,1224
1281,1281,4233,1.2027972027972027,0.04038551609570217,143,1.2027972027972027,At least you're not summiting my south face.,629,5,19,119,1224
1282,1282,4266,1.2027972027972027,0.03786824260296679,143,1.2027972027972027,"It's more of a hands-on internship.""",629,3,23,117,1224
1283,1283,4305,1.2027972027972027,0.03786824260296679,143,1.2027972027972027,I hope you have hand sanitizer...,629,3,23,117,1224
1284,1284,4350,1.2027972027972027,0.04158705287172625,143,1.2027972027972027,Where are you heading?,629,6,17,120,1224
1285,1285,4368,1.2027972027972027,0.03914711808136947,143,1.2027972027972027,I have a good head for heights,629,4,21,118,1224
1286,1286,4380,1.2027972027972027,0.04038551609570217,143,1.2027972027972027,"""This time, it looks like I'm not the one putting a foot in my mouth",629,5,19,119,1224
1287,1287,4392,1.2027972027972027,0.04158705287172625,143,1.2027972027972027,IS THIS HOW I  GET TO THE GLASS CEILING?,629,6,17,120,1224
1288,1288,4515,1.2027972027972027,0.042754836250362235,143,1.2027972027972027,And you thought I'd be a nobody.,629,7,15,121,1224
1289,1289,4579,1.2027972027972027,0.03786824260296679,143,1.2027972027972027,"Everybody wants to hang out, but no one wants to commit.",629,3,23,117,1224
1290,1290,4581,1.2027972027972027,0.036544640394969186,143,1.2027972027972027,I had something else in mind when I accepted the job as a climber's assistant.,629,2,25,116,1224
1291,1291,4609,1.2027972027972027,0.04038551609570217,143,1.2027972027972027,You wouldn't believe where my arm ended up.,629,5,19,119,1224
1292,1292,4696,1.2027972027972027,0.04158705287172625,143,1.2027972027972027,"Sorry to step on you, but I'm just trying to get ahead..",629,6,17,120,1224
1293,1293,4752,1.2027972027972027,0.03914711808136947,143,1.2027972027972027,"If you can step on my head, it technically isn't stalking.",629,4,21,118,1224
1294,1294,4776,1.2027972027972027,0.04038551609570217,143,1.2027972027972027,"Still, climbing this far does allow you to save face...",629,5,19,119,1224
1295,1295,4852,1.2027972027972027,0.04158705287172625,143,1.2027972027972027,I'm practicing my repelling today.,629,6,17,120,1224
1296,1296,4900,1.2027972027972027,0.04038551609570217,143,1.2027972027972027,I used to be an Uber driver.,629,5,19,119,1224
1297,1297,122,1.2,0.0420443655464498,140,1.2,The last person had gum on their shoe.,629,6,16,118,1298
1298,1298,319,1.2,0.03820214529901523,140,1.2,Remember; there's a glass ceiling!,629,3,22,115,1298
1299,1299,710,1.2,0.0420443655464498,140,1.2,Why would you get a restraining order on me?,629,6,16,118,1298
1300,1300,1539,1.2,0.039524408007785256,140,1.2,So my agent said I'd have the lead in Rocky IX,629,4,20,116,1298
1301,1301,3706,1.2,0.040803844810075034,140,1.2,Would you mind scratching behind my left ear?,629,5,18,117,1298
1302,1302,4361,1.2,0.040803844810075034,140,1.2,"Two holes diverged in the bathroom stall, and I - I took the one less traveled by ...",629,5,18,117,1298
1303,1303,4538,1.2,0.039524408007785256,140,1.2,Careful. I bite.,629,4,20,116,1298
1304,1304,4800,1.2,0.040803844810075034,140,1.2,I don’t think this is what the therapist meant about doing things together.,629,5,18,117,1298
1305,1305,148,1.198581560283688,0.03926871827107844,141,1.198581560283688,Penance for my 2016 decision.,629,4,20,117,1306
1306,1306,685,1.198581560283688,0.03861830748953753,141,1.198581560283688,The North Face is Harder.,629,4,21,117,1306
1307,1307,4831,1.198581560283688,0.03795675318121417,141,1.198581560283688,I hate being a stepping stone for other people,629,3,22,116,1306
1308,1308,1084,1.1971830985915493,0.03636604080945933,142,1.1971830985915493,They told me it was one of those holes to stick your head into and they take your picture.,629,2,24,116,1309
1309,1309,1814,1.1971830985915493,0.039016267964649735,142,1.1971830985915493,Incel Speed Dating,629,4,20,118,1309
1310,1310,2323,1.1971830985915493,0.042684183587020766,142,1.1971830985915493,"My Dream
Or
Yours",629,7,14,121,1309
1311,1311,243,1.197080291970803,0.03854287823563805,137,1.197080291970803,I'm last week's winner,629,3,21,113,1312
1312,1312,504,1.197080291970803,0.0399110970739091,137,1.197080291970803,It's a living!,629,4,19,114,1312
1313,1313,524,1.197080291970803,0.0399110970739091,137,1.197080291970803,The job's not too bad. I already advanced to three levels from the top.,629,4,19,114,1312
1314,1314,734,1.197080291970803,0.0399110970739091,137,1.197080291970803,I feel like I am caught between a rock and hard place'.,629,4,19,114,1312
1315,1315,1180,1.197080291970803,0.03712426774673739,137,1.197080291970803,Are you sure you want to continue?  It's lonely at the top.,629,2,23,112,1312
1316,1316,1619,1.197080291970803,0.0425156451621582,137,1.197080291970803,"Gosh, don't apologize, lots of people confuse me with Jeff Sessions.",629,6,15,116,1312
1317,1317,1684,1.197080291970803,0.03854287823563805,137,1.197080291970803,"That's right, walk all over me. See if I care.",629,3,21,113,1312
1318,1318,1858,1.197080291970803,0.043759825074037036,137,1.197080291970803,Bond. James Bond.,629,7,13,117,1312
1319,1319,2450,1.197080291970803,0.0425156451621582,137,1.197080291970803,"I thought that whole ""needing space"" thing ended when you broke up with me.",629,6,15,116,1312
1320,1320,2561,1.197080291970803,0.0399110970739091,137,1.197080291970803,"I know our relationship has been a bit rocky lately, but...",629,4,19,114,1312
1321,1321,2700,1.197080291970803,0.041233940832750525,137,1.197080291970803,They said this job would be a stepping-stone to a better position.....,629,5,17,115,1312
1322,1322,2769,1.197080291970803,0.03712426774673739,137,1.197080291970803,I’m rock hard. You won’t be disappointed,629,2,23,112,1312
1323,1323,2828,1.197080291970803,0.03854287823563805,137,1.197080291970803,"OK, I get it. I drive you up a wall, but can you reconsider breaking up?",629,3,21,113,1312
1324,1324,2976,1.197080291970803,0.0399110970739091,137,1.197080291970803,"Sorry, but I do insist on hand sanitizer.",629,4,19,114,1312
1325,1325,3067,1.197080291970803,0.0399110970739091,137,1.197080291970803,Keep going. I'm one of those people you meet on your way down.,629,4,19,114,1312
1326,1326,3410,1.197080291970803,0.041233940832750525,137,1.197080291970803,"Hell is other people, using your face as an indoor climbing hold.",629,5,17,115,1312
1327,1327,3751,1.197080291970803,0.03712426774673739,137,1.197080291970803,My therapist said I need a new way to meet people.,629,2,23,112,1312
1328,1328,3779,1.197080291970803,0.0399110970739091,137,1.197080291970803,I have heard of climbing a rock face but this is ridiculous.,629,4,19,114,1312
1329,1329,4062,1.197080291970803,0.0399110970739091,137,1.197080291970803,I guess this isn't the way out of the escape room,629,4,19,114,1312
1330,1330,4104,1.197080291970803,0.0399110970739091,137,1.197080291970803,Don't feel bad.  You dont't know what's happening on the other side.,629,4,19,114,1312
1331,1331,4349,1.197080291970803,0.03854287823563805,137,1.197080291970803,"While you're here, could you scratch my cheek?",629,3,21,113,1312
1332,1332,4654,1.197080291970803,0.03854287823563805,137,1.197080291970803,"Every move you make, I'll be watching you.",629,3,21,113,1312
1333,1333,4695,1.197080291970803,0.0399110970739091,137,1.197080291970803,I'm hoping this is just a stepping stone to a better position.,629,4,19,114,1312
1334,1334,90,1.1956521739130437,0.03964656033431295,138,1.1956521739130437,Be nice on the way up because you’re going to meet me on the way down.,629,4,19,115,1335
1335,1335,2030,1.1942446043165469,0.03938545994905303,139,1.1942446043165469,Why is every guy I meet here so clingy?,629,4,19,116,1336
1336,1336,6,1.1940298507462686,0.03741989077779158,134,1.1940298507462686,It's not stalking Stephanie if I can't move.,629,2,22,110,1337
1337,1337,14,1.1940298507462686,0.038890475395087415,134,1.1940298507462686,One of us needs to get a grip.,629,3,20,111,1337
1338,1338,53,1.1940298507462686,0.040307442576898216,134,1.1940298507462686,"Hi honey, this time I will put my foot  in your mouth.",629,4,18,112,1337
1339,1339,70,1.1940298507462686,0.038890475395087415,134,1.1940298507462686,Face time in the Twilight Zone.,629,3,20,111,1337
1340,1340,112,1.1940298507462686,0.04167626156127724,134,1.1940298507462686,This is not what I imagined when they said 'face your fears.',629,5,16,113,1337
1341,1341,144,1.1940298507462686,0.040307442576898216,134,1.1940298507462686,It just feels like you're using me to get where you want to go right now.,629,4,18,112,1337
1342,1342,151,1.1940298507462686,0.04300153053506401,134,1.1940298507462686,This is what I get for having a craggy face.,629,6,14,114,1337
1343,1343,187,1.1940298507462686,0.040307442576898216,134,1.1940298507462686,Worst. Hideout. Ever.,629,4,18,112,1337
1344,1344,738,1.1940298507462686,0.035889098277719425,134,1.1940298507462686,Don’t stare at me . . I’ll turn to stone like them!,629,1,24,109,1337
1345,1345,768,1.1940298507462686,0.04167626156127724,134,1.1940298507462686,So that is a no for coffee?,629,5,16,113,1337
1346,1346,932,1.1940298507462686,0.03741989077779158,134,1.1940298507462686,I know it's pathetic but it's the only way I've found to get girls to talk to me.,629,2,22,110,1337
1347,1347,1035,1.1940298507462686,0.03741989077779158,134,1.1940298507462686,"Careful, or you might fall for me.",629,2,22,110,1337
1348,1348,1111,1.1940298507462686,0.04300153053506401,134,1.1940298507462686,This is the worst cartoon ever.,629,6,14,114,1337
1349,1349,1231,1.1940298507462686,0.03741989077779158,134,1.1940298507462686,They figure my hair gel makes it more challenging.,629,2,22,110,1337
1350,1350,1345,1.1940298507462686,0.038890475395087415,134,1.1940298507462686,The only time I regret the career choice is when they wear spiked climbing shoes.,629,3,20,111,1337
1351,1351,1473,1.1940298507462686,0.03741989077779158,134,1.1940298507462686,I just want to support you.,629,2,22,110,1337
1352,1352,1545,1.1940298507462686,0.04167626156127724,134,1.1940298507462686,Is this the girl's locker room?,629,5,16,113,1337
1353,1353,1914,1.1940298507462686,0.03741989077779158,134,1.1940298507462686,Not the nose!  I just had that fixed!,629,2,22,110,1337
1354,1354,1925,1.1940298507462686,0.03741989077779158,134,1.1940298507462686,Tonight you’ll be visited by three spirits . . .,629,2,22,110,1337
1355,1355,2225,1.1940298507462686,0.04428715930145091,134,1.1940298507462686,Finally! You've found a way to be helpful.,629,7,12,115,1337
1356,1356,2280,1.1940298507462686,0.04428715930145091,134,1.1940298507462686,"Wel, as they say, Two heads are better than one",629,7,12,115,1337
1357,1357,2493,1.1940298507462686,0.035889098277719425,134,1.1940298507462686,You were serious that I would be your stepping stone.,629,1,24,109,1337
1358,1358,2516,1.1940298507462686,0.03741989077779158,134,1.1940298507462686,"Be part of the experience,"" they said.",629,2,22,110,1337
1359,1359,2529,1.1940298507462686,0.038890475395087415,134,1.1940298507462686,"It's called ""face climbing"" for a reason.",629,3,20,111,1337
1360,1360,2608,1.1940298507462686,0.04167626156127724,134,1.1940298507462686,Name is Kent. Rockwall Kent,629,5,16,113,1337
1361,1361,2657,1.1940298507462686,0.038890475395087415,134,1.1940298507462686,I wish they'd just fired me!,629,3,20,111,1337
