rank,original,somewhat_original,unoriginal,count,score,precision,contest,caption
528,1,11,10,22,1.5909090909090908,0.12585793731694053,560,Well...One of us needs to remember our password...
528,5,3,14,22,1.5909090909090908,0.1820885435761741,560,I know it's just a hole-in-the-wall. It's still nicer than ours.
528,3,7,12,22,1.5909090909090908,0.15651910121031104,560,He says he's got a bad case of tunnel vision.
528,2,9,11,22,1.5909090909090908,0.14201839569111904,560,"Trust me. Once he's in his man cave, he won't even notice you're missing."
528,4,5,13,22,1.5909090909090908,0.16978584561937995,560,Dad always said he'd put a roof over our heads someday.
528,3,7,12,22,1.5909090909090908,0.15651910121031104,560,I knew thedrawing of the space ship I saw would interest him
528,4,5,13,22,1.5909090909090908,0.16978584561937995,560,He calls it is man cave. I say what's wrong with the man hole?
528,2,9,11,22,1.5909090909090908,0.14201839569111904,560,At least WE know the difference between a tunnel and a hole in the ground!
528,2,9,11,22,1.5909090909090908,0.14201839569111904,560,"They call it ""cave""...it's like a metaphor for a hole."
528,3,7,12,22,1.5909090909090908,0.15651910121031104,560,Tunneling under his fat butt was too easy!
528,2,9,11,22,1.5909090909090908,0.14201839569111904,560,"I've heard his new dwelling features a new wall treatment he calls ""art."""
528,3,7,12,22,1.5909090909090908,0.15651910121031104,560,Just don't say 'fire in the hole' again!
528,3,7,12,22,1.5909090909090908,0.15651910121031104,560,He invented the third wheel.
528,4,5,13,22,1.5909090909090908,0.16978584561937995,560,Fire torpedo two!
528,2,9,11,22,1.5909090909090908,0.14201839569111904,560,We'll worm our way in.
528,2,9,11,22,1.5909090909090908,0.14201839569111904,560,I knew we should have bought when the housing market was good.
528,5,3,14,22,1.5909090909090908,0.1820885435761741,560,"Makes our place just seem like a dirty little hole, doesn't it?"
528,2,9,11,22,1.5909090909090908,0.14201839569111904,560,"I kind of like it. Better view and less up and down. Smoke might be a problem, though."
528,3,7,12,22,1.5909090909090908,0.15651910121031104,560,He's hiding from something called 'drones.'
528,2,9,11,22,1.5909090909090908,0.14201839569111904,560,Modern architects are so smug.
528,3,7,12,22,1.5909090909090908,0.15651910121031104,560,The genesis of gentrification
528,3,7,12,22,1.5909090909090908,0.15651910121031104,560,Buyer's remorse.
528,3,7,12,22,1.5909090909090908,0.15651910121031104,560,You distract him and I'll grab his rock.
528,2,9,11,22,1.5909090909090908,0.14201839569111904,560,So that's the guy that got the penthouse.
528,3,7,12,22,1.5909090909090908,0.15651910121031104,560,Classic blunder: He bought the most expensive home in the neighborhood.
528,5,3,14,22,1.5909090909090908,0.1820885435761741,560,Why does it feel like we're the ones in timeout?
528,4,5,13,22,1.5909090909090908,0.16978584561937995,560,"Wilma, Cave better than hole. Let's find cave."
528,2,9,11,22,1.5909090909090908,0.14201839569111904,560,"Oh, so now you're too good for the hole!"
528,4,5,13,22,1.5909090909090908,0.16978584561937995,560,That damn 1%!
528,1,11,10,22,1.5909090909090908,0.12585793731694053,560,He can't stand bridge and tunnel people.
528,4,5,13,22,1.5909090909090908,0.16978584561937995,560,He says we'll get what he means when the rains come.
528,3,7,12,22,1.5909090909090908,0.15651910121031104,560,"In a man cave, we basically just stare at images on the wall."
528,2,9,11,22,1.5909090909090908,0.14201839569111904,560,I knew she'd left him the moment he chiselled his status as 'It's complicated.'
528,3,7,12,22,1.5909090909090908,0.15651910121031104,560,"How were we supposed to know, we've been living under a rock!"
528,3,7,12,22,1.5909090909090908,0.15651910121031104,560,I told him to come to Canada with us.
528,2,9,11,22,1.5909090909090908,0.14201839569111904,560,Wait til the bear wakes up.
528,2,9,11,22,1.5909090909090908,0.14201839569111904,560,Told you. Real stakeouts are boring.
528,3,7,12,22,1.5909090909090908,0.15651910121031104,560,"Sure it's big, but that modern construction won't last"
528,4,5,13,22,1.5909090909090908,0.16978584561937995,560,"Preping for World War IV: ""He actually claims his shelter design will completely mitigate the bioeffects of the high neutron flux from a 50-kiloton air burst device at 10 kilograms."""
528,1,11,10,22,1.5909090909090908,0.12585793731694053,560,"If we're gatherers, shouldn't he be hunting?"
528,2,9,11,22,1.5909090909090908,0.14201839569111904,560,"No, honey you've got it wrong. There's just another tunnel at the beginning of the light."
528,4,5,13,22,1.5909090909090908,0.16978584561937995,560,"That yellow-haired-chicken-impersonating-quack is our WHO? Can you repeat that just one time for me, mama?"
528,4,5,13,22,1.5909090909090908,0.16978584561937995,560,He is so lucky to have a wall
528,4,5,13,22,1.5909090909090908,0.16978584561937995,560,It's 6AM I think he's about to tweet.
528,4,5,13,22,1.5909090909090908,0.16978584561937995,560,He doesn't look Chinese to me either.
528,5,3,14,22,1.5909090909090908,0.1820885435761741,560,"Enough with paleo, I'm off to Hole Foods!"
528,2,9,11,22,1.5909090909090908,0.14201839569111904,560,What does he know that we don't?
528,3,7,12,22,1.5909090909090908,0.15651910121031104,560,I told you he'd still be watching the TV.
528,4,5,13,22,1.5909090909090908,0.16978584561937995,560,Keep your damn man cave; we've got a wine cellar.
528,3,7,12,22,1.5909090909090908,0.15651910121031104,560,"Big shot, so now they have a doorman, already."
528,4,5,13,22,1.5909090909090908,0.16978584561937995,560,We need a new realtor.
528,4,5,13,22,1.5909090909090908,0.16978584561937995,560,"Well, I've always said Drog was a ""think outside the hole"" kinda guy!"
528,5,3,14,22,1.5909090909090908,0.1820885435761741,560,How again are we going to steal cave art?
528,4,5,13,22,1.5909090909090908,0.16978584561937995,560,"It's a doorman cave, low maintenance, and just a stone's throw from the subway."
528,3,7,12,22,1.5909090909090908,0.15651910121031104,560,"Yeah, it was available when I moved in here, but it was just too bourgeoisie at the time."
528,3,7,12,22,1.5909090909090908,0.15651910121031104,560,"Wow, did we ever use the wrong architect!"
528,4,5,13,22,1.5909090909090908,0.16978584561937995,560,I'm about to upgrade from an iHole to an iCave too.
528,4,5,13,22,1.5909090909090908,0.16978584561937995,560,Doorman building
528,2,9,11,22,1.5909090909090908,0.14201839569111904,560,"""Hurry before Carl realizes were ditching him'"
528,3,7,12,22,1.5909090909090908,0.15651910121031104,560,"If we tip toe by the bouncer, we can get in free to the cave club and see our favorite band, T-REX."
528,4,5,13,22,1.5909090909090908,0.16978584561937995,560,"You know, he might be onto something."
528,4,5,13,22,1.5909090909090908,0.16978584561937995,560,AirBnB version 1.0
596,4,6,14,24,1.5833333333333333,0.15830472663009768,560,He's teaching us that we don't know our ass from a hole in the ground.
596,3,8,13,24,1.5833333333333333,0.14641447355925183,560,"""Do you think it's the last stop on the Second Avenue subway?"
596,3,8,13,24,1.5833333333333333,0.14641447355925183,560,Pokemon Go has a lot to answer for.
596,2,10,12,24,1.5833333333333333,0.13346913374198452,560,A housewarming gift basket? First we have to invent the basket.
596,1,12,11,24,1.5833333333333333,0.1191252334983594,560,I really don't like this evolution business.
596,3,8,13,24,1.5833333333333333,0.14641447355925183,560,Do we tell him about Plato?
596,4,6,14,24,1.5833333333333333,0.15830472663009768,560,Come back! We promise no more PDA in the hot tub.
596,2,10,12,24,1.5833333333333333,0.13346913374198452,560,Sad. He used to play the violin for tips.
596,4,6,14,24,1.5833333333333333,0.15830472663009768,560,"Now that he has invented the wheel, he barely talks to us anymore."
596,3,8,13,24,1.5833333333333333,0.14641447355925183,560,I like the open concept.
596,2,10,12,24,1.5833333333333333,0.13346913374198452,560,Give him time. He's yet to recover from the election.
596,3,8,13,24,1.5833333333333333,0.14641447355925183,560,"First the wheel, now this"
596,2,10,12,24,1.5833333333333333,0.13346913374198452,560,I hope that one day we too can move to a hole in the wall.
596,4,6,14,24,1.5833333333333333,0.15830472663009768,560,Make up your mind; hole in the wall or hole in the ground.
596,3,8,13,24,1.5833333333333333,0.14641447355925183,560,"He'll take a break soon. It's been almost 20,000 years."
596,4,6,14,24,1.5833333333333333,0.15830472663009768,560,"Southern exposure, and no water in the basement."
596,5,4,15,24,1.5833333333333333,0.16936225931188761,560,"""That T-Rex passed by hours ago. Don't be such a wimp, Todd."" *I am teaching an English class of high school juniors, using ""The New Yorker"" as our text. This caption is from my student Iheanyichi Inyama."
596,3,8,13,24,1.5833333333333333,0.14641447355925183,560,It's all a matter of perspective.
596,5,4,15,24,1.5833333333333333,0.16936225931188761,560,He thinks we bring six weeks more of winter.
596,3,8,13,24,1.5833333333333333,0.14641447355925183,560,Troglodyte!
596,1,12,11,24,1.5833333333333333,0.1191252334983594,560,"He'll be the doorman, when they invent doors."
596,2,10,12,24,1.5833333333333333,0.13346913374198452,560,should we at least leave him the recipe for fire?
596,3,8,13,24,1.5833333333333333,0.14641447355925183,560,I knew we shouldn't have bought the floor model.
596,5,4,15,24,1.5833333333333333,0.16936225931188761,560,if you want to get past your father we'll have to dig another 25 feet.
596,2,10,12,24,1.5833333333333333,0.13346913374198452,560,"Wow, its like back to the future!"
596,5,4,15,24,1.5833333333333333,0.16936225931188761,560,How does he live in that hole in the wall?
596,2,10,12,24,1.5833333333333333,0.13346913374198452,560,Your miscalculation cost us the element of surprise.
596,3,8,13,24,1.5833333333333333,0.14641447355925183,560,I've heard he doesn't like counting.
596,5,4,15,24,1.5833333333333333,0.16936225931188761,560,A-frame? More like a-hole.
596,4,6,14,24,1.5833333333333333,0.15830472663009768,560,Wrong stop ... we're in the Bronx!
596,5,4,15,24,1.5833333333333333,0.16936225931188761,560,"""First fire, and now the sideways hole--what'll they think of next?"
596,2,10,12,24,1.5833333333333333,0.13346913374198452,560,"He didn't get there on his own, honey... I hear he has some shady connections with the Neanderthals."
596,6,2,16,24,1.5833333333333333,0.17974082253351395,560,Train!
596,2,10,12,24,1.5833333333333333,0.13346913374198452,560,See? Money can't buy happiness.
596,3,8,13,24,1.5833333333333333,0.14641447355925183,560,I'll ask him if we could rent it for our honeymoon.
596,4,6,14,24,1.5833333333333333,0.15830472663009768,560,That's El Chapo. He took a wrong turn in his latest tunnel.
596,2,10,12,24,1.5833333333333333,0.13346913374198452,560,"Patience dear, this is just a starter hole."
596,4,6,14,24,1.5833333333333333,0.15830472663009768,560,He hasn't gotten over Pluto's demotion to dwarf status.
596,3,8,13,24,1.5833333333333333,0.14641447355925183,560,"I know we have cleaner air, no traffic jams, no I.R.S. and all that, but we'll never get to laugh at a Bob Mankoff cartoon."
596,3,8,13,24,1.5833333333333333,0.14641447355925183,560,He could have come with us but he's claustrophobic.
596,2,10,12,24,1.5833333333333333,0.13346913374198452,560,He still can't believe that she left him for a rock star!
596,3,8,13,24,1.5833333333333333,0.14641447355925183,560,Who the hell told him he could live in our garage?
596,5,4,15,24,1.5833333333333333,0.16936225931188761,560,Keep dreaming; it's rent-controlled. He'll never move out!
596,4,6,14,24,1.5833333333333333,0.15830472663009768,560,I told you he wouldn't eat kale.
596,2,10,12,24,1.5833333333333333,0.13346913374198452,560,"We're loving your new guest house, Roc."
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,Can we afford a doorman building?
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,"THAT'S the ""menacing beast"" guarding the exit?!"
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,the best part is he doesn't know about electronic surveillance yet.
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,"Sure he has a door, but we have a skylight."
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,"We're in the hole financially, and our adviser appears to be in the dark."
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,He's watching the Flintstones--but on what?
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,Can you blame her? What a hole in the wall.
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,Do you really think we need that much space?
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,"There's Gronk, with another showing of his derivative cave drawings."
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,They're calling it a doorman cave.
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,"Look at the size of that place! Gosh, how can he even get into a place like that without even owning a club?"
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,I knew he'd cave!
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,Pssst...El Chapo...this way!
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,Traditional housing has entered a disruptive phase.
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,Now there's someone who knows the difference between a good shelter and a hole in the ground.
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,"Ok, so better in the rain, but it looks like a lot more to clean."
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,He just found out that I'm pregnant.
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,He caved.
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,But the condo developer said we were getting in on the ground floor!
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,It's the latest thing . . . The Vertical Hole.
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,He wanted a room with a view.
641,1,10,10,21,1.5714285714285714,0.1304101327393253,560,I'm thinking that the sideways approach is better.
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,It's harder than they make it look on all those cave-flipping shows.
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,McMansion's are ruining the feel of the neighborhood.
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,I don't think this is China
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,Must be nice to be part of the 1%.
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,Glerg is about to learn why we are called the clan of the cave bear.
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,"Next time, we hire architect."
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,"He designed it as his ""tunnel of love,"" but he has chronic halitosis."
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,Just what this neighborhood needs -- another cave.
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,I wish Dad would invent indoor plumbing already!
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,"He calls it ""Williamsburg""...but who would ever want to live all the way out there?"
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,"The commutes not bad, and its a doorman building."
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,"He's innovative, that's for sure. He is moving his home above ground, and he's giving it a name-Trump Tower."
641,1,10,10,21,1.5714285714285714,0.1304101327393253,560,He wants to put in a rock climbing wall.
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,Look how the other one third lives.
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,"You didn't put the summer cave on Airbnb, did you?"
641,5,2,14,21,1.5714285714285714,0.1898800194035894,560,Ménage à trois for dummies?
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,How did he get that passed the Condo Board?
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,Ogg always did think outside of the hole.
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,It's called March Madness.
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,He always crosses his arms during overtime.
641,5,2,14,21,1.5714285714285714,0.1898800194035894,560,That's Plato?
641,1,10,10,21,1.5714285714285714,0.1304101327393253,560,I don't understand what you see in it. It is just a hole in the wall.
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,"Take off your fur and go running by, and when he chases you, I'll go in and steal his wheel."
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,Maybe we should go around back
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,He says they're easier to flip.
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,"But..., how does he keep the rain in?"
641,0,12,9,21,1.5714285714285714,0.11065666703449765,560,Think he's checking IDs?
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,"Well I think the location is better, but I don't like the looks of that doorman."
641,1,10,10,21,1.5714285714285714,0.1304101327393253,560,He only said that he'd look into it.
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,"Next thing you know, we'll all have to get indoor plumbing."
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,This isn't the right neighborhood for an art gallery.
641,1,10,10,21,1.5714285714285714,0.1304101327393253,560,Kinda anticlimactic ...
641,1,10,10,21,1.5714285714285714,0.1304101327393253,560,"But when it rains we have a pool, and he still just has a cave."
641,1,10,10,21,1.5714285714285714,0.1304101327393253,560,Our real estate agent did say this was a transitional neighborhood.
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,He's waiting for his Amazon bride
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,We've got to get out of this basement apartment and into a high rise.
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,If I had married Gronk I would be living in a big fancy cave instead of this stinking hole!
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,"""Mankind's first conundrum,man cave or caveman""?"
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,I didn't want to go to IKEA either
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,He's struggling with his post-paleolithic style.
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,"You know, it is easier getting in and out."
641,1,10,10,21,1.5714285714285714,0.1304101327393253,560,He's upset because I told him he's stuck in the past.
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,Wow! Check out the penthouse!
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,I think we enable each other's social anxiety.
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,There's insight at the end of the tunnel.
641,5,2,14,21,1.5714285714285714,0.1898800194035894,560,"Nice place, but I don't know how he manages on his salary."
641,1,10,10,21,1.5714285714285714,0.1304101327393253,560,I'm just saying--if you're really serious about painting it gets a lot more light.
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,Love it or list it?
641,5,2,14,21,1.5714285714285714,0.1898800194035894,560,Ha! He had the blueprints sideways!
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,Why can't I have a man cave?
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,"How many more days of ""sharing economy"" before we get our cave back?"
641,5,2,14,21,1.5714285714285714,0.1898800194035894,560,Blasphemy!
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,"just as I thought, no fire pit. he completely overpaid."
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,He's not the sharpest rock in the cave.
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,Today are we being professional spies or plain old voyeurs?
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,I wish we could afford a cavedominium
641,0,12,9,21,1.5714285714285714,0.11065666703449765,560,But is he happy?
641,1,10,10,21,1.5714285714285714,0.1304101327393253,560,I know you always wanted a loft in Krakatoa Heights but at least you have me and this cozy studio.
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,I never thought he'd cave.
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,Talk about stonewalling.
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,"…close to cultural activities, great curb appeal…and notice the outstanding security system that make this the perfect starter cave for a young business woman like yourself."
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,I think you put it together wrong.
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,"Me sorry bring daughter home late, Zrug. Forgot spring forward not invented yet."
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,He's binge-watching again!
641,5,2,14,21,1.5714285714285714,0.1898800194035894,560,"A typical cro-magnon man, playing hard to get."
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,He thinks he is evolving.
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,Didn't you tell him the IRT suspended service on this line?
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,I see no point in sending him to his room. He has it even better there.
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,Look at Homo Dejectus over there.
641,5,2,14,21,1.5714285714285714,0.1898800194035894,560,He invented whack-a-mole. I say we invent whack-a-bear.
641,1,10,10,21,1.5714285714285714,0.1304101327393253,560,His hole loan was denied.
641,5,2,14,21,1.5714285714285714,0.1898800194035894,560,I heard he didn't drag her around by her hair enough.
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,You think we'll ever be able to afford a place like that?
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,Check the GPS again.
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,"Okay, so we've invented surveillance - now what?"
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,"Now we live in a hole in the ground, but one day we'll move up to a place with a personal caveman at the entrance."
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,That seems like a lateral move.
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,Don't ya hate the 1%ers?
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,It's Plato.
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,I knew he’d cave eventually.
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,Looks like Jim is in the wildebeest house again.
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,"El Chapo says,""To be free,first you must escape.""."
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,How'd he make a horizontal hole?
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,"Honey, I guarantee you he used a realtor."
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,The tunnel of love is guarded. What are we going to do?
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,Think he's still mad about that bag of burning dog poop?
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,Uh-oh! Thirtyfive meters short. El Chapo will be...................
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,He worked for the New Yorker.
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,"What's next, cliff dwelling?"
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,The Caveman Club apparently lost its liquor license.
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,These stakeouts would be more fun if someone invented doughnuts.
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,It could use a fresh painting.
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,"Maybe it is gentrification, but it still looks like a good idea."
641,1,10,10,21,1.5714285714285714,0.1304101327393253,560,Most exclusive club in all the paleolithic.
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,You distract him and I'll go for the flag.
641,1,10,10,21,1.5714285714285714,0.1304101327393253,560,I think it's something new called yoga.
641,0,12,9,21,1.5714285714285714,0.11065666703449765,560,The good news is he sleeps during our waking hours.
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,"30,000 years from now they'll think we were here long before you!"
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,He says he gets better reception in there ...
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,"If he didn't paint on the walls, he wouldn't have to worry so much about people stealing his art."
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,We may never be grandparents.
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,Life after Trump.
641,5,2,14,21,1.5714285714285714,0.1898800194035894,560,I still say drop-in is better than walk-in.
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,Man. Man cave. Marriage. Hole.
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,We should probably move before the next golf ball comes.
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,He's got a point about rain.
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,But it's not portable.
641,3,6,12,21,1.5714285714285714,0.16288220358559116,560,"Wonder no more, behold a one per-center"
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,"""He calls it Hole 2.0."
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,"""That's him, the leader of the ""Hole in the Wall"" gang""."
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,I thought up this tunnel thing in my dorm room.
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,He says he won't come out until we ditch the electoral college.
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,This way I can check on the cave-sitter and make sure he's not moving our rocks.
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,He always gets this way during the rainy season
641,4,4,13,21,1.5714285714285714,0.1768969106762544,560,"Above ground is all the rage."""
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,Uncle Romulus refuses to move out of the guest bedroom.
641,2,8,11,21,1.5714285714285714,0.14754222271266354,560,Gad - Were still in Mexico
780,3,7,13,23,1.565217391304348,0.15174983257274677,560,What is our safe word?
780,3,7,13,23,1.565217391304348,0.15174983257274677,560,This is the difference between vertical and horizontal integration.
780,3,7,13,23,1.565217391304348,0.15174983257274677,560,How does he even know what a third wheel feels like?
780,2,9,12,23,1.565217391304348,0.1381138751751474,560,"Someday, honey, we'll live like the 1%."
780,2,9,12,23,1.565217391304348,0.1381138751751474,560,Do you think it's something we grunted?
780,2,9,12,23,1.565217391304348,0.1381138751751474,560,"He said he was tired of always being the third wheel."" What's a wheel?"
780,3,7,13,23,1.565217391304348,0.15174983257274677,560,"Is that a strapless hide? So 20,000 years ago."
780,3,7,13,23,1.565217391304348,0.15174983257274677,560,"Dammit, he’s home. I told you not take the tunnel during rush hour."
780,2,9,12,23,1.565217391304348,0.1381138751751474,560,"He might have a big house and everything honey, but is he really happy?"
780,5,3,15,23,1.565217391304348,0.17587822499041098,560,"I'm sure you'll agree that ""Pit-Person"" is way more inclusive."
780,4,5,14,23,1.565217391304348,0.16425766604885492,560,Can we still be atheists down here if it’s still B.C.?
780,5,3,15,23,1.565217391304348,0.17587822499041098,560,"Why do those Goddamned chickens keep popping up on my screen and obstructing the bloody, blooming, blithering, buggering cartoon?"
780,4,5,14,23,1.565217391304348,0.16425766604885492,560,We can't judge them for fighting when our own marriage is in a hole.
780,2,9,12,23,1.565217391304348,0.1381138751751474,560,I envy his upward mobility
780,4,5,14,23,1.565217391304348,0.16425766604885492,560,He's gone overground!
780,4,5,14,23,1.565217391304348,0.16425766604885492,560,For next year's vacation let's spring for the cave upgrade.
780,2,9,12,23,1.565217391304348,0.1381138751751474,560,"I highly doubt ""Cave Dweller"" will become a thing."
780,2,9,12,23,1.565217391304348,0.1381138751751474,560,His farts are positively Jurassic.
780,4,5,14,23,1.565217391304348,0.16425766604885492,560,This plan made way more sense when we were high.
780,5,3,15,23,1.565217391304348,0.17587822499041098,560,"English is so problematic, he thought I meant ""wholesome""."
780,4,5,14,23,1.565217391304348,0.16425766604885492,560,"So, now living under a rock isn't good enough for you, you want to live in one?"
780,3,7,13,23,1.565217391304348,0.15174983257274677,560,He'll never get this by the zoning board.
780,3,7,13,23,1.565217391304348,0.15174983257274677,560,He calls it 'The Great Indoors'
780,1,11,11,23,1.565217391304348,0.12297509238026912,560,Don't you just love mid-paleozoic modern?
780,4,5,14,23,1.565217391304348,0.16425766604885492,560,Is there another entrance to your parents' cave?
780,3,7,13,23,1.565217391304348,0.15174983257274677,560,"Nouveau enough for you? Plus, now he wants drawings on the walls."
780,5,3,15,23,1.565217391304348,0.17587822499041098,560,It's his new man cave.
780,3,7,13,23,1.565217391304348,0.15174983257274677,560,I hear he put granite countertops in his kitchen.
808,1,7,8,16,1.5625,0.15728821740147395,560,He can call it a foyer all he wants. Still smells like bear's ass.
809,4,3,13,20,1.55,0.1846048411294272,560,I told you the exact change lane is never a good idea
809,3,5,12,20,1.55,0.1697521412933699,560,"Funny, he doesn't look Chinese."
809,2,7,11,20,1.55,0.15346866644024565,560,He seems happier since he closed his Facehole account
809,1,9,10,20,1.55,0.13523858060557473,560,"First we domesticate the wolf, discover fire, then invent the door and doorbell."
809,2,7,11,20,1.55,0.15346866644024565,560,I've heard its somehow waterproof!
809,4,3,13,20,1.55,0.1846048411294272,560,"Let's hole up here for the night. We can talk to the ""Great One"" tomorrow."
809,3,5,12,20,1.55,0.1697521412933699,560,This gentrification is out of control
809,3,5,12,20,1.55,0.1697521412933699,560,Horizontal! Of course. It makes so much more sense.
809,4,3,13,20,1.55,0.1846048411294272,560,"If he sees his shadow, it's another year of no evolution."
809,2,7,11,20,1.55,0.15346866644024565,560,"Drog, what are you doing? We're supposed to shelter in place."
809,3,5,12,20,1.55,0.1697521412933699,560,"He's house rich, but grubs poor."
