target_id,rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
2538,628,8,13,87,108,1.2685185185185186,0.05674705903526818,598,Wisdom? Never trust hermit cannibals who live in caves. Whom you are alone with. With no witnesses.
1151,628,5,19,84,108,1.2685185185185186,0.051971318143448894,598,"Nope, still my turn."
1317,628,6,17,85,108,1.2685185185185186,0.05361052299778273,598,"Sorry you came all this way. Amazon has the answer for $19.99 with free shipping,"
1553,628,6,17,85,108,1.2685185185185186,0.05361052299778273,598,I get that a lot.
2334,634,8,12,85,105,1.2666666666666666,0.057840672070294495,598,I'll never be too old to rock n' roll.
1680,634,5,18,82,105,1.2666666666666666,0.0528780937259731,598,I haven't been troubled with hemorrhoids ever since I quite sitting on a rock.
1882,634,7,14,84,105,1.2666666666666666,0.05623515948579823,598,I've long sought a life of balance. Who knew I'd find it on Amazon?!
2510,634,6,16,83,105,1.2666666666666666,0.05458244204176815,598,Making us sit cross-legged the whole day was found to be in violation of California labor law.
1543,634,6,16,83,105,1.2666666666666666,0.05458244204176815,598,Sorry I misled you about the meaning of life—that was the hemorrhoids talking.
2719,634,7,14,84,105,1.2666666666666666,0.05623515948579823,598,Answering dumb questions is stressful.
2837,634,4,20,81,105,1.2666666666666666,0.05111695034861345,598,Wisdom and washboard abs are not mutually exclusive.
2851,634,4,20,81,105,1.2666666666666666,0.05111695034861345,598,It keeps me balanced.
2867,634,6,16,83,105,1.2666666666666666,0.05458244204176815,598,Have you come to exercise your demons?
2682,634,7,14,84,105,1.2666666666666666,0.05623515948579823,598,This is how Sisyphus got his 6-pack abs.
1601,634,5,18,82,105,1.2666666666666666,0.0528780937259731,598,It helps keep me balanced.
1426,634,3,22,80,105,1.2666666666666666,0.04929292474374421,598,this is easier to move
1480,634,6,16,83,105,1.2666666666666666,0.05458244204176815,598,You're early. It'll hatch next week.
1467,634,4,20,81,105,1.2666666666666666,0.05111695034861345,598,"Very well, I will share with you the secret of life, but not my hoppity hop."
1225,634,5,18,82,105,1.2666666666666666,0.0528780937259731,598,The key to life? Balance.
1125,634,4,20,81,105,1.2666666666666666,0.05111695034861345,598,It helps my sciatica.
726,634,5,18,82,105,1.2666666666666666,0.0528780937259731,598,"I'm sorry, my guest ball blew away."
669,634,6,16,83,105,1.2666666666666666,0.05458244204176815,598,"Basically, this makes me look smarter than I really am."
538,634,6,16,83,105,1.2666666666666666,0.05458244204176815,598,I also take advice.
298,634,5,18,82,105,1.2666666666666666,0.0528780937259731,598,Seek balance.
1554,634,5,18,82,105,1.2666666666666666,0.0528780937259731,598,My mindfullness has increased by over 25%.
1043,655,6,16,84,106,1.2641509433962264,0.05412355966797255,598,Strengthening my core turned out to be my core belief.
2391,655,5,18,83,106,1.2641509433962264,0.052437250040552504,598,"I know, you're wondering which came first, the yogi or the ball."
2415,657,3,19,73,95,1.263157894736842,0.052294553631162456,598,It was delivered by drone.
2080,658,4,19,80,103,1.2621359223300972,0.051553378340343764,598,I'm in my 'life-has-no-meaning-so-buy-stupid-crap' phase.
1716,658,5,17,81,103,1.2621359223300972,0.05336776393481544,598,Why? It helps me contemplate the perfect martini.
1836,658,8,11,84,103,1.2621359223300972,0.0584741007173336,598,The past couple of years have convinced me that enlightenment is just comfort.
2136,658,5,17,81,103,1.2621359223300972,0.05336776393481544,598,I'm waiting for the drone to return with the users guide.
1665,658,6,15,82,103,1.2621359223300972,0.0551224603632834,598,Here's some wisdom: the next person to ask if I am 'on the ball' dies.
2353,658,9,9,85,103,1.2621359223300972,0.06007984573715579,598,The last guy was a Pilates instructor.
2567,658,4,19,80,103,1.2621359223300972,0.051553378340343764,598,Actually my life lost all meaning after developing a rare form of hemorrhoids.
2817,658,8,11,84,103,1.2621359223300972,0.0584741007173336,598,Eat more fiber.
2872,658,4,19,80,103,1.2621359223300972,0.051553378340343764,598,It's a splash of color in an otherwise monochromatic world.
2278,658,3,21,79,103,1.2621359223300972,0.049672763253145714,598,Avoid blue balls.
1476,658,6,15,82,103,1.2621359223300972,0.0551224603632834,598,"The ""standing cave"" arrives next week."
184,658,4,19,80,103,1.2621359223300972,0.051553378340343764,598,So sorry - I specialize in CORE truths.
1300,658,5,17,81,103,1.2621359223300972,0.05336776393481544,598,No. I haven't seen your big green pea!
520,658,5,17,81,103,1.2621359223300972,0.05336776393481544,598,"Sonny, I've had a ball all my life."
576,658,5,17,81,103,1.2621359223300972,0.05336776393481544,598,"OK, it may not be the meaning of life, but it's good for your core."
585,658,4,19,80,103,1.2621359223300972,0.051553378340343764,598,"Red, would be ostentatious"
594,658,3,21,79,103,1.2621359223300972,0.049672763253145714,598,Wow. You really did follow the bouncing ball.
1466,658,7,13,83,103,1.2621359223300972,0.05682299750630295,598,Are you here to find your core?
953,658,6,15,82,103,1.2621359223300972,0.0551224603632834,598,"Mindfulness is great, my son, but real meaning is found in a solid core."
1135,658,7,13,83,103,1.2621359223300972,0.05682299750630295,598,Wilson and I have been trying to spice things up a bit
1218,658,4,19,80,103,1.2621359223300972,0.051553378340343764,598,I’m working on core values.
1274,658,3,21,79,103,1.2621359223300972,0.049672763253145714,598,"Since I retired, I'm having a ball!"
722,658,5,17,81,103,1.2621359223300972,0.05336776393481544,598,Sky Mall
1396,681,6,14,80,100,1.26,0.05617433182117573,598,It beats the lotus position.
2861,681,7,12,81,100,1.26,0.057944592134001244,598,Nirvana is reached only when the buns are firm
2822,681,6,14,80,100,1.26,0.05617433182117573,598,Correction! You're allowed to keep *one* earthly possession.
2620,681,4,18,78,100,1.26,0.05245488682206027,598,Enlightenment begins with the tiresome display of superior knowledge.
2390,681,3,20,77,100,1.26,0.050492523699008654,598,The Middle Path requires a strong core.
2280,681,3,20,77,100,1.26,0.050492523699008654,598,Are you here for the yoga class?
2213,681,7,12,81,100,1.26,0.057944592134001244,598,And then God created back-pain.
2188,681,6,14,80,100,1.26,0.05617433182117573,598,The last pilgrim was a physical therapist.
1994,681,5,16,79,100,1.26,0.054346438278284205,598,I'm thinking of having it surgically removed after the holidays!
1296,681,4,18,78,100,1.26,0.05245488682206027,598,What did you think was meant by rebuilding the core of who you are?
2031,681,2,22,76,100,1.26,0.04845074558223793,598,It only came in green.
1262,681,3,20,77,100,1.26,0.050492523699008654,598,I had a choice of colors.
1119,681,4,18,78,100,1.26,0.05245488682206027,598,I can't believe you didn't bring the pump!
793,681,4,18,78,100,1.26,0.05245488682206027,598,It was free with my ergonomic keyboard
653,681,5,16,79,100,1.26,0.054346438278284205,598,The secret is finding balance.
651,681,6,14,80,100,1.26,0.05617433182117573,598,"No, it's unfurnished but the beanbag and the view more than compensate for it."
648,681,6,14,80,100,1.26,0.05617433182117573,598,"Amazon Prime, of course."
449,681,7,12,81,100,1.26,0.057944592134001244,598,This is how I find my balance.
343,681,7,12,81,100,1.26,0.057944592134001244,598,Perfect! Now bring me one of those standing desks and we've got a deal!
338,681,4,18,78,100,1.26,0.05245488682206027,598,Hemorrhoids
1281,681,8,10,82,100,1.26,0.05966234959835189,598,"I found my truth in ""Amazon Prime""."
20,702,3,21,80,104,1.2596153846153846,0.04925735314273533,598,You must let go of almost everything.
829,702,2,23,79,104,1.2596153846153846,0.04732420460231771,598,“I don’t think living at this altitude has had any major side effects. Why? What have you heard?
932,702,4,19,81,104,1.2596153846153846,0.05111744649348446,598,Nothing else sparked joy.
2569,705,3,20,78,101,1.2574257425742574,0.0500563352861962,598,It's the last color before I go clear.
2361,705,5,16,80,101,1.2574257425742574,0.05386720993558593,598,"It looks like bouncing, but I assure you it's levitation."
698,705,7,12,82,101,1.2574257425742574,0.057425742574257435,598,"You probably think I'm going to say this ball is the secret to a life well balanced; actually, I'm afraid to move because I might roll off the cliff."
791,705,5,16,80,101,1.2574257425742574,0.05386720993558593,598,Focus on the core.
1778,709,2,21,75,98,1.2551020408163265,0.04878326949541945,598,"I'd get off to welcome you, but it's filled with helium."
2790,709,2,21,75,98,1.2551020408163265,0.04878326949541945,598,It keeps me rounded.
2772,709,2,21,75,98,1.2551020408163265,0.04878326949541945,598,I assume you are seeking a more balanced lifestyle?
2490,709,6,13,79,98,1.2551020408163265,0.056757212101740374,598,"Yes, unfortunately, the secret to life is just a giant olive"
2484,709,5,15,78,98,1.2551020408163265,0.05487246750272069,598,It's less comfortable than it looks
2441,709,5,15,78,98,1.2551020408163265,0.05487246750272069,598,Core strength is the key to enlightenment.
2426,709,5,15,78,98,1.2551020408163265,0.05487246750272069,598,Enlightenment means nothing without a shredded core.
2289,709,6,13,79,98,1.2551020408163265,0.056757212101740374,598,"Yeah, I’ll be down, just waiting for the Commandments to hatch"
2046,709,6,13,79,98,1.2551020408163265,0.056757212101740374,598,Hi my name is Sisyphus. Don't believe what one says about me...
1861,709,6,13,79,98,1.2551020408163265,0.056757212101740374,598,I used to use a real boulder in my Easter re-enactment but this is much more springy!
1765,709,7,11,80,98,1.2551020408163265,0.05858134994421645,598,"Fully equipped gym, exercise machines, spa, sauna, the works. First month free, interested?"
644,709,8,9,81,98,1.2551020408163265,0.06035037694175203,598,The secret of life? Flexibility in a changing workout.
1552,709,4,17,77,98,1.2551020408163265,0.05292064109695132,598,"Good question. Um, you wouldn't happen to have some Preparation H in that knapsack, would ya?"
1508,709,6,13,79,98,1.2551020408163265,0.056757212101740374,598,Amazon Prime. 2 Days. and you?
1458,709,5,15,78,98,1.2551020408163265,0.05487246750272069,598,Is this what you were looking for?
1359,709,6,13,79,98,1.2551020408163265,0.056757212101740374,598,You won’t believe how strong my core is now.
1141,709,5,15,78,98,1.2551020408163265,0.05487246750272069,598,That's how I roll.
1137,709,4,17,77,98,1.2551020408163265,0.05292064109695132,598,I realized the lotus position wasn't strengthening my core.
822,709,7,11,80,98,1.2551020408163265,0.05858134994421645,598,"Yes, it does ease the 'Get back up after you fall'-thing but I've also increased the strength and flexibility of my pelvic girdle musculature."
818,709,3,19,76,98,1.2551020408163265,0.05089401554591195,598,"Got no wisdom for you, Dude, but I teach a Pilates class."
723,709,4,17,77,98,1.2551020408163265,0.05292064109695132,598,My doctor said it will shrink in the mountain air.
1606,709,6,13,79,98,1.2551020408163265,0.056757212101740374,598,Wisdom? It means learning to bounce back.
1889,731,7,12,83,102,1.2549019607843137,0.056915940547878206,598,Step back and enjoy the view.
1701,732,4,16,75,95,1.2526315789473683,0.053893057084685454,598,I'm strengthening my core principles.
2846,733,3,19,77,99,1.2525252525252526,0.05044316967661914,598,In all things 'balance' . . . and Amazon Prime.
2566,733,5,15,79,99,1.2525252525252526,0.054376460841029636,598,The secret of life is...never swallow your bubble gum.
73,733,6,13,80,99,1.2525252525252526,0.056240044068990115,598,Worst Gift Ever
2143,733,6,13,80,99,1.2525252525252526,0.056240044068990115,598,"Not only is it softer, it rolls inside a lot easier than the rock."
1898,737,4,16,76,96,1.25,0.05339360629309896,598,Its my Wilson.
2765,737,5,14,77,96,1.25,0.05540916385036406,598,Five stars on Amazon.
2698,737,7,10,79,96,1.25,0.05923488777590924,598,"Yes, my child. I will share with you my secret for attaining balance in all things. $39.99 at Amazon. Also available in red and blue."
2553,737,3,18,75,96,1.25,0.051298917604257706,598,"You can get my ""Life-in-Balance"" ball at the monastery gift shop."
2505,737,5,14,77,96,1.25,0.05540916385036406,598,The Jolly Green Giant left it.
2374,737,3,18,75,96,1.25,0.051298917604257706,598,The secret of life? You have to be on the ball!
2370,737,6,12,78,96,1.25,0.05735393346764044,598,I'd like an estimate for a total remodel.
2356,737,2,20,74,96,1.25,0.049114974312875155,598,Turns out your mom was right: good posture is important.
2090,737,4,16,76,96,1.25,0.05339360629309896,598,Sedeo Ergo Sum
2029,737,4,16,76,96,1.25,0.05339360629309896,598,Where's the pizza?
2025,737,4,16,76,96,1.25,0.05339360629309896,598,You just gotta remember to keep away from the edge.
1999,737,5,14,77,96,1.25,0.05540916385036406,598,This is the authentic Blarney Stone.
1872,737,6,12,78,96,1.25,0.05735393346764044,598,Did you come to take a pea?
443,737,6,12,78,96,1.25,0.05735393346764044,598,Go downward dawg.
1408,737,4,16,76,96,1.25,0.05339360629309896,598,Our enlightenment must be founded upon core strength.
220,737,6,12,78,96,1.25,0.05735393346764044,598,I'm just taking a break from my standing desk.
304,737,5,14,77,96,1.25,0.05540916385036406,598,I don't know the meaning of life but sitting on this ball got rid of my hemorrhoids.
433,737,5,14,77,96,1.25,0.05540916385036406,598,"Before, everybody would come up to ask about the meaning of life. Now they all ask about the green rock."
474,737,5,14,77,96,1.25,0.05540916385036406,598,I just do aerobics classes now. The guy with the personal advice is on the next mountain.
484,737,3,18,75,96,1.25,0.051298917604257706,598,Are you here for my 5am yoga class?
1442,737,6,12,78,96,1.25,0.05735393346764044,598,They say green will stimulate much needed calmness in the brain after the new tax law passes.
761,737,6,12,78,96,1.25,0.05735393346764044,598,Only two more years of this and I earn a Bitcoin.
934,737,4,16,76,96,1.25,0.05339360629309896,598,I'm not sure I'm going to prophet from this.
713,737,6,12,78,96,1.25,0.05735393346764044,598,The celibacy part was easy.
1113,737,5,14,77,96,1.25,0.05540916385036406,598,The meaning of life is having a ball.
1130,737,5,14,77,96,1.25,0.05540916385036406,598,It’s all about finding that perfect work-life balance!
1356,737,6,12,78,96,1.25,0.05735393346764044,598,"In this economy, you learn to settle for greener postures."
195,764,5,15,81,101,1.2475247524752475,0.05341031270994525,598,It's a conversation piece.
1662,765,6,12,79,97,1.2474226804123711,0.05681806104393969,598,"""The answer lies in your core strength""."
1477,765,4,16,77,97,1.2474226804123711,0.05290310762316375,598,"Well, my new stand-up desk is on backorder."
1104,765,7,10,80,97,1.2474226804123711,0.05867766775439582,598,"The mountains will bring you enlightenment, this ball will train your core."
2674,765,4,16,77,97,1.2474226804123711,0.05290310762316375,598,"First, you must bring me a shake weight"
556,765,5,14,78,97,1.2474226804123711,0.054895495520948266,598,"Come for the enlightenment, stay for the pilates."
312,765,3,18,76,97,1.2474226804123711,0.05083268794669077,598,I'm trying to find my inner balance.
869,765,4,16,77,97,1.2474226804123711,0.05290310762316375,598,"So, you see, Sisyphus was simply asking the wrong question."
1974,772,3,17,73,93,1.2473118279569892,0.052197869432388244,598,I've already tried the Preparation H. You got any other suggestions?
1739,773,5,13,76,94,1.2446808510638299,0.0559565029718422,598,The secret of life is finding balance.
1783,773,5,13,76,94,1.2446808510638299,0.0559565029718422,598,The bed of nails wasn't available on Prime.
1801,773,3,17,74,94,1.2446808510638299,0.05170656656583808,598,Two words: Good posture.
2005,773,4,15,75,94,1.2446808510638299,0.053873459378738754,598,The wife's been nagging me to join her gym. We struck a deal.
2299,773,4,15,75,94,1.2446808510638299,0.053873459378738754,598,I'm a beta tester for Amazon Prime Air.
2306,773,5,13,76,94,1.2446808510638299,0.0559565029718422,598,... and all that was left of the Hulk was a single testicle.
2564,773,4,15,75,94,1.2446808510638299,0.053873459378738754,598,Isn't Amazon Prime awesome?
2622,773,4,15,75,94,1.2446808510638299,0.053873459378738754,598,"Sorry, you got the wrong mountain. I'm a personal trainer."
2716,773,5,13,76,94,1.2446808510638299,0.0559565029718422,598,It's all about core values.
2788,773,3,17,74,94,1.2446808510638299,0.05170656656583808,598,The key to life is to stay balanced.
1605,773,3,17,74,94,1.2446808510638299,0.05170656656583808,598,Just roll with it.
2302,773,3,17,74,94,1.2446808510638299,0.05170656656583808,598,"That's right, the meaning of life is good posture and a strong core!"
1567,773,4,15,75,94,1.2446808510638299,0.053873459378738754,598,I fear it's not my navel I spend time contemplating but my hemorrhoids.
1311,773,7,9,78,94,1.2446808510638299,0.05990568774038176,598,There are no really great answers. I find I'm happiest when I sit on something that is green.
308,773,5,13,76,94,1.2446808510638299,0.0559565029718422,598,Balls are superfluous until given a purpose.
1006,773,5,13,76,94,1.2446808510638299,0.0559565029718422,598,The origin of all wisdom is the core.
1003,773,8,7,79,94,1.2446808510638299,0.06178569432363204,598,"Thank You. We have received your caption submission. Check back on Monday, Jan 8, 2018 to vote on caption finalists."
945,773,3,17,74,94,1.2446808510638299,0.05170656656583808,598,I decided to redefine what working on your core values means.
921,773,3,17,74,94,1.2446808510638299,0.05170656656583808,598,It's easier exercise than going back down the mountain.
671,773,4,15,75,94,1.2446808510638299,0.053873459378738754,598,Before I got this ball I thought my chakras were aligned .
634,773,7,9,78,94,1.2446808510638299,0.05990568774038176,598,The answers you seek lie in a well-maintained gluteus maximus.
610,773,6,11,77,94,1.2446808510638299,0.057964737765670564,598,It's good for my posturing.
488,773,3,17,74,94,1.2446808510638299,0.05170656656583808,598,Life's a ball. Roll with it.
383,773,4,15,75,94,1.2446808510638299,0.053873459378738754,598,They're just more fun than standing desks.
1365,773,3,17,74,94,1.2446808510638299,0.05170656656583808,598,"Yes, I know, but they were out of taupe."
134,773,4,15,75,94,1.2446808510638299,0.053873459378738754,598,The answer lies within your core values.
41,773,6,11,77,94,1.2446808510638299,0.057964737765670564,598,You just missed Richard Simmons
2763,800,5,12,73,90,1.2444444444444445,0.057650873789708366,598,It's added a new bounce to my steppe.
332,801,2,19,74,95,1.2421052631578948,0.048989313627048496,598,"Uncomfortable yes, but an improvement over the boulder."
1167,801,5,13,77,95,1.2421052631578948,0.05542423068342733,598,You and Amazon are the only ones to every find me
1890,801,5,13,77,95,1.2421052631578948,0.05542423068342733,598,Bet you wish you had one too.
1811,804,2,18,71,91,1.2417582417582418,0.050251283925692364,598,I should sit on Rocks waiting for you people wanting the Meaning Of Life?
1821,804,3,16,72,91,1.2417582417582418,0.05262501097748857,598,I went with green because blue sent all the wrong messages.
1921,804,3,16,72,91,1.2417582417582418,0.05262501097748857,598,This is much better than the ball and chain I used to be with.
2111,804,3,16,72,91,1.2417582417582418,0.05262501097748857,598,Of course you must renounce all worldly goods. Why does this trouble you so?
1607,804,6,10,75,91,1.2417582417582418,0.05917763524323631,598,"Welcome, my son - and now you may ask me any question about core strengthening."
2450,804,5,12,74,91,1.2417582417582418,0.05707707305723797,598,"To learn the secret of life, you must first develop strong core beliefs."
2467,804,4,14,73,91,1.2417582417582418,0.05489619317021023,598,Thanks. My wife has an eye for color.
2587,804,5,12,74,91,1.2417582417582418,0.05707707305723797,598,One must strive to find the right balance ball.
2223,804,5,12,74,91,1.2417582417582418,0.05707707305723797,598,"So after I attained Nirvana, I figured I'd try for a six-pack."
1585,804,4,14,73,91,1.2417582417582418,0.05489619317021023,598,You say hemorrhoid... I say bean bag...
1023,804,3,16,72,91,1.2417582417582418,0.05262501097748857,598,"Well, here we balance the meaning of life."
1454,804,3,16,72,91,1.2417582417582418,0.05262501097748857,598,Posture!!!
1449,804,3,16,72,91,1.2417582417582418,0.05262501097748857,598,Amazon.That's the secret!
1313,804,6,10,75,91,1.2417582417582418,0.05917763524323631,598,"Where's my fucking smoothie, Paul?"
1123,804,4,14,73,91,1.2417582417582418,0.05489619317021023,598,"I’d go with the blue, but this is the New Yorker."
1066,804,6,10,75,91,1.2417582417582418,0.05917763524323631,598,Did you bring my latte?
980,804,5,12,74,91,1.2417582417582418,0.05707707305723797,598,"The little woman told me to, ‘Sit on it’."
859,804,4,14,73,91,1.2417582417582418,0.05489619317021023,598,"Amazon. 2 day delivery. Plus, I can sleep on the cardboard box."
775,804,3,16,72,91,1.2417582417582418,0.05262501097748857,598,The answer my son is Amazon Prime
1507,804,5,12,74,91,1.2417582417582418,0.05707707305723797,598,The meaning of life? Personal survival with globally shared humility. And an exercise ball.
2695,824,3,16,73,92,1.2391304347826086,0.05211614894390474,598,You should have seen them deliver the treadmill to the cave!
2116,824,5,12,75,92,1.2391304347826086,0.05651438814339231,598,"Yes, I AM Sam. How did you know?"
1961,824,5,12,75,92,1.2391304347826086,0.05651438814339231,598,Surprise! The meaning of life was core strength all along.
1784,824,4,14,74,92,1.2391304347826086,0.05435976935181598,598,Mind and body as one. Plus free shipping.
919,824,2,18,72,92,1.2391304347826086,0.04977149221696988,598,"Thanks for coming, Doc. Did you bring any hemorrhoid medication?"
1254,824,3,16,73,92,1.2391304347826086,0.05211614894390474,598,It comes with a lifetime guarantee to perfect your posture.
998,824,3,16,73,92,1.2391304347826086,0.05211614894390474,598,C'mon! It's fun!
225,824,7,8,77,92,1.2391304347826086,0.06059421716385764,598,Pictured: Whiteout conditions at the New Yorker.
1392,824,3,16,73,92,1.2391304347826086,0.05211614894390474,598,Roy Moore? Seriously?!
2367,833,4,12,68,84,1.2380952380952381,0.057732660874787296,598,"Two-day shipping by drone, actually."
2881,834,3,16,74,93,1.2365591397849462,0.0516167989802918,598,I’m hoping for full enlightenment or a treadmill desk.
2514,834,4,14,75,93,1.2365591397849462,0.05383352141248461,598,"Don't tell me. For years, you've been bouncing from guru to guru."
2133,834,3,16,74,93,1.2365591397849462,0.0516167989802918,598,"Seek the correct size to get the most benefit for your core. Many people use the 65cm red ball, but 75cm is the path to true alignment."
404,834,3,16,74,93,1.2365591397849462,0.0516167989802918,598,Improving core strength is the answer to all your questions.
1291,834,6,10,77,93,1.2365591397849462,0.05801341404418132,598,"Sorry, I can’t help you with the secret of life. The secret of hemorrhoid relief, however...."
145,834,3,16,74,93,1.2365591397849462,0.0516167989802918,598,"""I am keeper of the world's largest gum ball"".."
1380,834,4,14,75,93,1.2365591397849462,0.05383352141248461,598,You are the 15th person this week to ask “what to do about 45.” I’ll give you the same answer - I don’t know - I didn’t vote for him.
1866,841,2,17,70,89,1.2359550561797752,0.05059016341997872,598,The doctor said it's good for my hemorrhoids.
1899,841,3,15,71,89,1.2359550561797752,0.05305400314559995,598,I changed my mind. Can you take this stability ball back and exchange it for a blue one?
1978,841,2,17,70,89,1.2359550561797752,0.05059016341997872,598,Sitting cross-legged is so old school.
2081,841,3,15,71,89,1.2359550561797752,0.05305400314559995,598,"The meaning, my son. Sitting on an avocado doesn’t mean it’s going to hatch."
2104,841,1,19,69,89,1.2359550561797752,0.048000021041109724,598,"Yes, it’s improved my posture *and* unblocked my chakras – plus, I just love the color."
2117,841,5,11,73,89,1.2359550561797752,0.05766673633560064,598,"Yes, your waze brought you to the only Pilates class in this region."
2176,841,3,15,71,89,1.2359550561797752,0.05305400314559995,598,Amazon now is a lifesaver up here.
2423,841,5,11,73,89,1.2359550561797752,0.05766673633560064,598,I order a sofa and you bring me this!?
2625,841,4,13,72,89,1.2359550561797752,0.05540839164500722,598,"I don't know, but I can tell you the meaning of good posture."
2640,841,4,13,72,89,1.2359550561797752,0.05540839164500722,598,"Peace, love, and charity. And tight abs."
2650,841,4,13,72,89,1.2359550561797752,0.05540839164500722,598,"So, you say you found the top of the world from Trip Adviser?"
2775,841,4,13,72,89,1.2359550561797752,0.05540839164500722,598,I got it with free delivery from Amazon Prime.
2886,841,2,17,70,89,1.2359550561797752,0.05059016341997872,598,What did you think you'd find up here -- a couch potato?
1846,841,3,15,71,89,1.2359550561797752,0.05305400314559995,598,It's the secret to sciatica.
2608,841,2,17,70,89,1.2359550561797752,0.05059016341997872,598,Because it's there.
1707,841,2,17,70,89,1.2359550561797752,0.05059016341997872,598,Turns out the meaning of life is finding a comfortable seat.
507,841,3,15,71,89,1.2359550561797752,0.05305400314559995,598,This ball seat has been a godsend since I tweaked my back with those commandments.
1500,841,2,17,70,89,1.2359550561797752,0.05059016341997872,598,Meaning of life? Balance.
1492,841,5,11,73,89,1.2359550561797752,0.05766673633560064,598,Its called color. Do you think it may catch on???
1383,841,6,9,74,89,1.2359550561797752,0.059839912220129965,598,"Congratulations, Sisyphus you succeeded!"
1340,841,3,15,71,89,1.2359550561797752,0.05305400314559995,598,It keeps me centered.
1122,841,4,13,72,89,1.2359550561797752,0.05540839164500722,598,The lotus position is for suckers.
1120,841,5,11,73,89,1.2359550561797752,0.05766673633560064,598,Great question. When I am stumped I always ask Alexa or Siri
866,841,3,15,71,89,1.2359550561797752,0.05305400314559995,598,"No, it’s as uncomfortable as hell; I’m only sitting on it so it doesn’t roll off the edge."
742,841,5,11,73,89,1.2359550561797752,0.05766673633560064,598,"Yeah, it's supposed to be good for your back - but again, you could have just looked this up on the internet."
579,841,4,13,72,89,1.2359550561797752,0.05540839164500722,598,You try this on top of a mountain and tell me it's not the meaning of life.
571,841,3,15,71,89,1.2359550561797752,0.05305400314559995,598,Get the right size ball.
539,841,3,15,71,89,1.2359550561797752,0.05305400314559995,598,Could you deliver a message to my chiropractor?
1582,841,2,17,70,89,1.2359550561797752,0.05059016341997872,598,"So, you have come seeking the secret to core strength."
177,841,2,17,70,89,1.2359550561797752,0.05059016341997872,598,The secret of happiness is a big green ball.
129,841,5,11,73,89,1.2359550561797752,0.05766673633560064,598,I had to leave the red one on the ark
80,841,3,15,71,89,1.2359550561797752,0.05305400314559995,598,The Meaning of Life? No idea. I’m the guru of workout fads.
2843,873,5,12,77,94,1.2340425531914894,0.05542112628612492,598,Bring any hash?
582,873,5,12,77,94,1.2340425531914894,0.05542112628612492,598,"Because I like the way it bounces, and sitting cross-legged sucks. Next question is double, fifty bucks."
1745,875,5,11,74,90,1.2333333333333334,0.05708263279047432,598,Your journey to bitcoin ownership has just begun.
394,875,3,15,72,90,1.2333333333333334,0.05252667118728806,598,"Enlightenment? First, you must help set up the Wi-Fi."
1010,875,2,17,71,90,1.2333333333333334,0.05009354545128693,598,It's important to work your core.
1087,875,5,11,74,90,1.2333333333333334,0.05708263279047432,598,No jobs available.
1280,875,3,15,72,90,1.2333333333333334,0.05252667118728806,598,Strengthen your core.
1562,875,4,13,73,90,1.2333333333333334,0.054851974222946666,598,The secret to life is to have a cush for your tush
1618,875,8,5,77,90,1.2333333333333334,0.0633047441879684,598,I got tired of the wandering in dessert cardio.
1692,875,6,9,75,90,1.2333333333333334,0.059229341178418174,598,I like to put a bounce in my wit and wisdom.
1970,875,5,11,74,90,1.2333333333333334,0.05708263279047432,598,If you step back a little you will achieve karma.
1971,875,3,15,72,90,1.2333333333333334,0.05252667118728806,598,Thank God! I've been wondering when someone would arrive. What's going on down there?
2077,875,6,9,75,90,1.2333333333333334,0.059229341178418174,598,It beats the boulder I was using.
2094,875,4,13,73,90,1.2333333333333334,0.054851974222946666,598,"I have these in seven colors, but Sunday is green."
2127,875,3,15,72,90,1.2333333333333334,0.05252667118728806,598,Ours is a twofold path toward enlightenment and away from hemorrhoids.
2702,875,2,17,71,90,1.2333333333333334,0.05009354545128693,598,The key to happiness in life is finding a comfortable place to sit.
2830,875,6,9,75,90,1.2333333333333334,0.059229341178418174,598,Guess how much gum I swallowed!
686,890,2,16,68,86,1.2325581395348837,0.05144802965162532,598,It's all about bouncing back.
1425,891,2,17,72,91,1.2307692307692308,0.04960632092961231,598,"I can't tell you the meaning of life, but sitting on this is great for your abs."
2909,891,3,15,73,91,1.2307692307692308,0.05200949259867795,598,I never get blue balls.
524,891,1,19,71,91,1.2307692307692308,0.04708064179651174,598,"So, once the hemorrhoids developed I foolishly thought my life of quiet contemplation is over."
1197,891,3,15,73,91,1.2307692307692308,0.05200949259867795,598,Thanks for retrieving it. The dog's afraid to leave the cave.
1939,895,5,10,72,87,1.2298850574712643,0.05826767089569042,598,It turns out the path to enlightenment is through Zumba while listening to Katy Perry.
1949,895,2,16,69,87,1.2298850574712643,0.05092344109074604,598,The secret to life is strengthening your core.
1972,895,4,12,71,87,1.2298850574712643,0.055926856386234985,598,Helps me 'think green'.
2033,895,4,12,71,87,1.2298850574712643,0.055926856386234985,598,"Sorry, I only stock them in green."
2153,895,5,10,72,87,1.2298850574712643,0.05826767089569042,598,"The answer to life? Cogito, ergo nomics."
2242,895,4,12,71,87,1.2298850574712643,0.055926856386234985,598,I’m sitting on a gigantic emerald mine.
2291,895,1,18,68,87,1.2298850574712643,0.04822746775604901,598,Hermeticism wreaks havoc on the posture.
2468,895,4,12,71,87,1.2298850574712643,0.055926856386234985,598,Now I can impart wisdom and the path to six-pack abs.
2541,895,2,16,69,87,1.2298850574712643,0.05092344109074604,598,"And now, my son, I will share with you my core beliefs."
